,Unnamed: 0,IMPAQ_ID,REI,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip
92,1150,1150,NY746271,EAGLE FEATHER SMOKE SHOP,52 MONTAUK HWY.,,SOUTHAMPTON,NY,11969,40.884711,-72.392949,"52 MONTAUK HWY.  SOUTHAMPTON, NY 11969",Original,1150.0,,,Correct,"52 Montauk Hwy, Southampton, NY 11968, USA",40.8852215,-72.4325176,Active,EAGLE FEATHER SMOKE SHOP,"52 Montauk Hwy, Southampton, NY 11968, USA",40.8852215,-72.4325176,POINT (-72.4325176 40.88522150000001),No,43.5428341,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,52 MONTAUK HWY,SOUTHAMPTON,NY,11968,,SUFFOLK,,,,,,,
93,1151,1151,NY746272,SHINNECOCK SMOKE SHOP,50 MONTAUK HIGHWAY,,SOUTHAMPTON,NY,11968,40.884679,-72.392953,"50 MONTAUK HIGHWAY  SOUTHAMPTON, NY 11968",Original,1151.0,,,Correct,Correct,Correct,Correct,Active,SHINNECOCK SMOKE SHOP,"50 MONTAUK HIGHWAY SOUTHAMPTON, NY 11968",40.884679,-72.392953,POINT (-72.39295300000001 40.884679),No,42.39623166,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
94,1152,1152,NY746273,TRUE NATIVE SMOKE SHOP,61 MONTAUK HWY.,,SOUTHAMPTON,NY,11968,40.885311,-72.392944,"61 MONTAUK HWY.  SOUTHAMPTON, NY 11968",Original,1152.0,1.0,yes,Correct,"50 Montauk Hwy, Southampton, NY 11968, USA",40.8852202,-72.4328413,Active,TRUE NATIVE SMOKE SHOP,"50 Montauk Hwy, Southampton, NY 11968, USA",40.885220200000006,-72.43284129999999,POINT (-72.43284129999998 40.88522020000001),No,43.55305214,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,50 MONTAUK HWY,SOUTHAMPTON,NY,11968,,SUFFOLK,,,,,,,
95,1153,1153,NY746638,BEACHMART SAVON CONVENIENCE,6789 RT.13,,VERONA BEACH,NY,13157,43.190004,-75.726934,"6789 RT.13  VERONA BEACH, NY 13157",Original,1153.0,,,Correct,"6765 NY-13, Verona Beach, NY 13162, USA",43.1891553,-75.7271774,Closed,BEACHMART SAVON CONVENIENCE,"6765 NY-13, Verona Beach, NY 13162, USA",43.189155299999996,-75.7271774,POINT (-75.7271774 43.1891553),No,11.82515355,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,6765 -13,VERONA BEACH,NY,13162,,ONEIDA,,,,,,,
96,1154,1154,NY746639,LENOX AVE SAVON CONVENIENCE,645 LENOX AVE.,,ONEIDA,NY,13421,43.085677,-75.670746,"645 LENOX AVE.  ONEIDA, NY 13421",Original,1154.0,,,Correct,Correct,Correct,Correct,Active,LENOX AVE SAVON CONVENIENCE,"645 LENOX AVE. ONEIDA, NY 13421",43.085677000000004,-75.670746,POINT (-75.67074599999999 43.085677),No,4.261049826,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,MADISON,,,,,,,
97,1155,1155,NY746640,MAIN ST SAVON CONVENIENCE,112 GENESSEE ST.,,ONEIDA,NY,13421,43.078939,-75.64184499999998,"112 GENESSEE ST.  ONEIDA, NY 13421",Original,1155.0,,,Correct,"579 Main St, Oneida, NY 13421, USA",43.080936,-75.6422149,Active,MAIN ST SAVON CONVENIENCE,"579 Main St, Oneida, NY 13421, USA",43.080936,-75.64221490000001,POINT (-75.64221490000001 43.080936),No,2.892731608,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,579 MAIN ST,ONEIDA,NY,13421,,MADISON,,,,,,,
98,1156,1156,NY746641,ONEIDA LAKE SAVON CONVENIENCE,3802 S.R. 31,,CANASTOTA,NY,13032,43.1555523,-75.7449623,"3802 S.R. 31  CANASTOTA, NY 13032",Google,1156.0,,,Correct,"8907 NY-13, Canastota, NY 13032, USA",43.1551212,-75.744929,Active,ONEIDA LAKE SAVON CONVENIENCE,"8907 NY-13, Canastota, NY 13032, USA",43.1551212,-75.744929,POINT (-75.744929 43.1551212),No,10.89893436,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,8907 -13,CANASTOTA,NY,13032,,MADISON,,,,,,,
99,1157,1157,NY746642,ONEIDA MART SAVON CONVENIENCE,1 LENOX AVE.,,ONEIDA,NY,13421,43.0929,-75.643199,"1 LENOX AVE.  ONEIDA, NY 13421",Original,1157.0,,,Correct,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092654,-75.6432888,Active,ONEIDA MART SAVON CONVENIENCE,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092653999999996,-75.6432888,POINT (-75.64328879999999 43.092654),No,3.6245721730000002,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,1 UPPER LENOX AVE,ONEIDA,NY,13421,,MADISON,1106342.0,"GREATER ONEIDA LITTLE LEAGUE, INC.",,,,,
100,1158,1158,NY746643,PATRICK RD SAVON CONVENIENCE,5233 PATRICK RD.,,VERONA,NY,13478,43.113522,-75.595162,"5233 PATRICK RD.  VERONA, NY 13478",Original,1158.0,,,Correct,Correct,Correct,Correct,Active,PATRICK RD SAVON CONVENIENCE,"5233 PATRICK RD. VERONA, NY 13478",43.113521999999996,-75.595162,POINT (-75.595162 43.113522),No,4.770937285,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ONEIDA,,,,,,,
101,1159,1159,NY746644,PETERBORO ST SAVON CONVENIENCE,356 S. PETERBORO ST.,,CANASTOTA,NY,13032,43.073761,-75.752187,"356 S. PETERBORO ST.  CANASTOTA, NY 13032",Original,1159.0,,,Correct,Correct,Correct,Correct,Closed,PETERBORO ST SAVON CONVENIENCE,"356 S. PETERBORO ST. CANASTOTA, NY 13032",43.073761,-75.752187,POINT (-75.75218700000001 43.073761),No,8.687162554,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,MADISON,,,,,,,
102,1160,1160,NY746645,PLAZA MART SAVON CONVENIENCE,219 GENESEE ST.,,ONEIDA,NY,13421,43.078768,-75.646201,"219 GENESEE ST.  ONEIDA, NY 13421",Original,1160.0,,,Correct,Correct,Correct,Correct,Active,PLAZA MART SAVON CONVENIENCE,"219 GENESEE ST. ONEIDA, NY 13421",43.078768,-75.646201,POINT (-75.646201 43.078768),No,2.890864393,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,MADISON,,,,,,,
103,1161,1161,NY746646,ROUTE 5 SAVON CONVENIENCE,RT. 5 AND SHERRILL RD.,,SHERRILL,NY,13461,43.07589820000001,-75.59818390000002,"RT. 5 AND SHERRILL RD.  SHERRILL, NY 13461",Google,1161.0,,,Correct,"219 Genesee St, Oneida, NY 13421, USA",43.0785542,-75.6463418,Active,ROUTE 5 SAVON CONVENIENCE,"219 Genesee St, Oneida, NY 13421, USA",43.0785542,-75.64634179999999,POINT (-75.64634179999999 43.07855420000001),No,2.883700769,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,219 GENESEE ST,ONEIDA,NY,13421,,MADISON,,,,,,,
104,1162,1162,NY746647,SAVON CIGARETTES/SAVON ROUTE 365 & 31,5528 ST. HWY. 31,,ONEIDA,NY,13421,42.987843,-75.63803,"5528 ST. HWY. 31  ONEIDA, NY 13421",Census,1162.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,SAVON CIGARETTES/SAVON ROUTE 365 & 31,"5528 ST. HWY. 31 ONEIDA, NY 13421",42.987843,-75.63803,POINT (-75.63803 42.987843),No,3.45343097,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,MADISON,,,,,,,
105,1163,1163,NY746648,SAVON DIESEL /ROUTE 31 SAVON,5528 S.R. 31,,VERONA,NY,13478,43.12996679999999,-75.5770572,"5528 S.R. 31  VERONA, NY 13478",Google,1163.0,,,Correct,"5233 Patrick Rd, Verona, NY 13478, USA",43.1142748,-75.5970961,Active,SAVON DIESEL /ROUTE 31 SAVON,"5233 Patrick Rd, Verona, NY 13478, USA",43.1142748,-75.59709609999999,POINT (-75.59709609999999 43.11427479999999),No,4.784378342,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,5233 PATRICK RD,VERONA,NY,13478,,ONEIDA,,,,,,,
106,1164,1164,NY746649,SAVON SMOKE SHOP,1 TERRITORY RD.,,ONEIDA,NY,13421,43.040778,-75.622507,"1 TERRITORY RD.  ONEIDA, NY 13421",Original,1164.0,,,Correct,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092654,-75.6432888,Active,SAVON SMOKE SHOP,"1 Upper Lenox Ave, Oneida, NY 13421, USA",43.092653999999996,-75.6432888,POINT (-75.64328879999999 43.092654),No,3.6245721730000002,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,1 UPPER LENOX AVE,ONEIDA,NY,13421,,MADISON,,,,,,,
107,1165,1165,NY746650,SMOKE SHOP,1008 TERRITORY RD.,,ONEIDA,NY,13142,43.040772,-75.622523,"1008 TERRITORY RD.  ONEIDA, NY 13142",Original,1165.0,1.0,yes,Correct,Correct,Correct,Correct,Active,SMOKE SHOP,"1008 TERRITORY RD. ONEIDA, NY 13142",43.040772,-75.622523,POINT (-75.622523 43.040772),Yes,0.0,Oneida Nation,Oneida Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,MADISON,,,,,,,
108,1166,1166,NY746651,TURNING STONE RESORT AND CASINO,5218 PATRICK RD.,,VERONA,NY,13478,43.116711,-75.58667,"5218 PATRICK RD.  VERONA, NY 13478",Original,1166.0,,,Correct,Correct,Correct,Correct,Active,TURNING STONE RESORT AND CASINO,"5218 PATRICK RD. VERONA, NY 13478",43.116710999999995,-75.58667,POINT (-75.58667 43.116711),No,5.149107969,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ONEIDA,,,,,,,
109,1167,1167,NY746652,VERONA MART SAVON CONVENIENCE,5527 S.R. 31,,VERONA,NY,13478,43.1286862,-75.578338,"5527 S.R. 31  VERONA, NY 13478",Google,1167.0,,,Correct,"5233 Patrick Rd, Verona, NY 13478, USA",43.1142748,-75.5970961,Active,VERONA MART SAVON CONVENIENCE,"5233 Patrick Rd, Verona, NY 13478, USA",43.1142748,-75.59709609999999,POINT (-75.59709609999999 43.11427479999999),No,4.784378342,,,Oneida Nation,Oneida Nation Reservation,From Original List,,,,,,5233 PATRICK RD,VERONA,NY,13478,,ONEIDA,,,,,,,
110,1168,1168,NY746665,ONONDAGA SMOKE SHOP,326 U.S. 11,,NEDROW,NY,13120,42.967143,-76.1402324,"326 U.S. 11  NEDROW, NY 13120",Google,1168.0,,,ONONDAGA NATION SMOKE SHOP,"3951 US-11, Nedrow, NY 13120, USA",42.9648927,-76.1404433,Active,ONONDAGA NATION SMOKE SHOP,"3951 US-11, Nedrow, NY 13120, USA",42.9648927,-76.1404433,POINT (-76.1404433 42.9648927),Yes,0.0,Onondaga Nation,Onondaga Nation Reservation,,,From Original List,,,,,,3951 US-11,NEDROW,NY,13120,,ONONDAGA,1849790.0,ONONDAGA CONSTRUCTION CORPORATION,,,,,
111,1169,1169,NY746735,ARROWHAWK GAS MART,852 BLOOMINGDALE RD.,,BASOM,NY,14013,43.060516,-78.419009,"852 BLOOMINGDALE RD.  BASOM, NY 14013",Original,1169.0,1.0,yes,TWO EAGLES SMOKE SHOP AND GAS MART,Correct,Correct,Correct,Active,TWO EAGLES SMOKE SHOP AND GAS MART,"852 BLOOMINGDALE RD. BASOM, NY 14013",43.060516,-78.419009,POINT (-78.419009 43.060516),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
112,1170,1170,NY746736,JAN'S SMOKE & CRAFT SHOP,383 BLOOMINGDALE RD.,,AKRON,NY,14001,43.050635,-78.450974,"383 BLOOMINGDALE RD.  AKRON, NY 14001",Original,1170.0,,,Correct,Correct,Correct,Correct,Active,JAN'S SMOKE & CRAFT SHOP,"383 BLOOMINGDALE RD. AKRON, NY 14001",43.050635,-78.450974,POINT (-78.450974 43.050635),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
113,1171,1171,NY746737,REZ SMOKE SHOP,986 BLOOMINGDALE RD.,,BASOM,NY,14013,43.067448,-78.41651800000002,"986 BLOOMINGDALE RD.  BASOM, NY 14013",Original,1171.0,,,Correct,Correct,Correct,Correct,Active,REZ SMOKE SHOP,"986 BLOOMINGDALE RD. BASOM, NY 14013",43.067448,-78.41651800000001,POINT (-78.41651800000002 43.067448),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
114,1172,1172,NY746738,SACAJAWEA INDIAN MARKET,888 BLOOMINGDALE RD.,,BASOM,NY,14013,43.060685,-78.418995,"888 BLOOMINGDALE RD.  BASOM, NY 14013",Original,1172.0,,,Correct,Correct,Correct,Correct,Active,SACAJAWEA INDIAN MARKET,"888 BLOOMINGDALE RD. BASOM, NY 14013",43.060685,-78.418995,POINT (-78.418995 43.060685),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
115,1173,1173,NY746739,SMOKE RINGS,449 SHANKS RD.,,BASOM,NY,14013,43.050657,-78.44539,"449 SHANKS RD.  BASOM, NY 14013",Original,1173.0,,,Correct,Correct,Correct,Correct,Active,SMOKE RINGS,"449 SHANKS RD. BASOM, NY 14013",43.050657,-78.44539,POINT (-78.44539 43.050657),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
116,1174,1174,NY746740,TOTEM POLE SMOKE & GAS,1031 LEDGE RD.,,BASOM,NY,14013,43.045259,-78.414726,"1031 LEDGE RD.  BASOM, NY 14013",Original,1174.0,,,Correct,Correct,Correct,Correct,Active,TOTEM POLE SMOKE & GAS,"1031 LEDGE RD. BASOM, NY 14013",43.045259,-78.414726,POINT (-78.414726 43.045259),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
117,1175,1175,NY746759,GAIL'S 2 TOBACCO & GAS OUTLET,2280 UPPER MOUNTAIN ROAD,,SANBORN,NY,14132,43.170644,-78.920635,"2280 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",Original,1175.0,,,Correct,Correct,Correct,Correct,Active,GAIL'S 2 TOBACCO & GAS OUTLET,"2280 UPPER MOUNTAIN ROAD SANBORN, NY 14132",43.170644,-78.920635,POINT (-78.920635 43.170644),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
118,1176,1176,NY746760,JAY'S PLACE,5446 WALMORE RD.,,LEWISTON,NY,14092,43.153883,-78.934871,"5446 WALMORE RD.  LEWISTON, NY 14092",Original,1176.0,,,Correct,Correct,Correct,Correct,Active,JAY'S PLACE,"5446 WALMORE RD. LEWISTON, NY 14092",43.153883,-78.934871,POINT (-78.934871 43.153883),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
119,1177,1177,NY746761,RANDY'S SMOKE SHOP,1325 UPPER MOUNTAIN RD.,,LEWISTON,NY,14092,43.168759,-78.995805,"1325 UPPER MOUNTAIN RD.  LEWISTON, NY 14092",Original,1177.0,,,Correct,Correct,Correct,Correct,Active,RANDY'S SMOKE SHOP,"1325 UPPER MOUNTAIN RD. LEWISTON, NY 14092",43.168759,-78.995805,POINT (-78.995805 43.168759),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
120,1178,1178,NY746762,SMOKIN JOES TRADING POST,2420 UPPER MOUNTAIN ROAD,,SANBORN,NY,14132,43.169894,-78.915444,"2420 UPPER MOUNTAIN ROAD  SANBORN, NY 14132",Original,1178.0,,,Correct,Correct,Correct,Correct,Active,SMOKIN JOES TRADING POST,"2420 UPPER MOUNTAIN ROAD SANBORN, NY 14132",43.169894,-78.915444,POINT (-78.91544399999999 43.169894),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
121,1179,1179,NY748319,YELLOW BRICK ROAD CASINO,800 W GENESEE ST.,,CHITTENANGO,NY,13037,43.048343,-75.90029,"800 W GENESEE ST.  CHITTENANGO, NY 13037",Original,1179.0,,,Correct,Correct,Correct,Correct,Active,YELLOW BRICK ROAD CASINO,"800 W GENESEE ST. CHITTENANGO, NY 13037",43.048343,-75.90029,POINT (-75.90029 43.048343),No,16.21240453,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,MADISON,,,,,,,
122,1180,1180,NY748321,PAINTED PONY POST,12631 VERSAILLES PLANK RD.,,LAWTONS,NY,14091,42.541319,-78.981903,"12631 VERSAILLES PLANK RD.  LAWTONS, NY 14091",Original,1180.0,1.0,yes,CLEAR CREEK EXPRESS,Correct,Correct,Correct,Active,CLEAR CREEK EXPRESS,"12631 VERSAILLES PLANK RD. LAWTONS, NY 14091",42.541319,-78.981903,POINT (-78.981903 42.541319),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
123,1181,1181,NY748322,SENECA ONE STOP - OIL SPRINGS,5376 W. SHORE RD.,,CUBA,NY,14727,42.223956,-78.311275,"5376 W. SHORE RD.  CUBA, NY 14727",Original,1181.0,,,Correct,Correct,Correct,Correct,Active,SENECA ONE STOP - OIL SPRINGS,"5376 W. SHORE RD. CUBA, NY 14727",42.223956,-78.311275,POINT (-78.31127499999999 42.223956),No,0.042086915999999995,,,Oil Springs,Oil Springs Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
124,1182,1182,NY748323,NATIVE PRIDE TRAVEL PLAZA,11359 SOUTHWESTERN BLVD.,(EXIT 58 FROM 1-90),IRVING,NY,14081,42.572631,-79.093902,"11359 SOUTHWESTERN BLVD. (EXIT 58 FROM 1-90) IRVING, NY 14081",Original,1182.0,,yes,Correct,"11359 Southwestern Blvd, Irving, NY 14081, USA",42.571897,-79.093495,Active,NATIVE PRIDE TRAVEL PLAZA,"11359 Southwestern Blvd, Irving, NY 14081, USA",42.571897,-79.09349499999999,POINT (-79.09349499999998 42.571897),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,11359 SOUTHWESTERN BLVD,IRVING,NY,14081,,ERIE,,,,,,,
125,1183,1183,NY748324,NATIVE PRIDE TOO,11404 ERIE ROAD,,IRVING,NY,14081,42.581045,-79.105994,"11404 ERIE ROAD  IRVING, NY 14081",Original,1183.0,,,Correct,Correct,Correct,Correct,Active,NATIVE PRIDE TOO,"11404 ERIE ROAD IRVING, NY 14081",42.581045,-79.105994,POINT (-79.105994 42.581045),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
126,1184,1184,NY748325,TADE NINO NEH GAS & CIGARETTES,11326 SOUTHWESTERN BOULEVARD,,IRVING,NY,14081,42.570159,-79.100902,"11326 SOUTHWESTERN BOULEVARD  IRVING, NY 14081",Original,1184.0,0.0,,Correct,"11326 Hwy 20, Irving, NY 14081, USA",42.5740192,-79.088963,Active,TADE NINO NEH GAS & CIGARETTES,"11326 Hwy 20, Irving, NY 14081, USA",42.5740192,-79.088963,POINT (-79.08896300000001 42.5740192),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,11326 HWY 20,IRVING,NY,14081,,ERIE,,,,,,,
127,1185,1185,NY748326,SENECA HAWK,11979 SOUTHWESTERN BOULEVARD,,IRVING,NY,14081,42.5693495,-79.1017984,"11979 SOUTHWESTERN BOULEVARD  IRVING, NY 14081",Google,1185.0,,yes,Correct,Correct,Correct,Correct,Active,SENECA HAWK,"11979 SOUTHWESTERN BOULEVARD IRVING, NY 14081",42.5693495,-79.1017984,POINT (-79.10179840000001 42.5693495),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
128,1186,1186,NY748327,FIRST AMERICAN TOBACCO,11403 ERIE RD.,,IRVING,NY,14081,42.580399,-79.10629,"11403 ERIE RD.  IRVING, NY 14081",Original,1186.0,,,Correct,Correct,Correct,Correct,Active,FIRST AMERICAN TOBACCO,"11403 ERIE RD. IRVING, NY 14081",42.580399,-79.10629,POINT (-79.10629 42.580399),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
129,1187,1187,NY748328,IRIQUOIS GAS & GO,730 BROAD ST.,,SALAMANCA,NY,14779,42.159366,-78.74261700000002,"730 BROAD ST.  SALAMANCA, NY 14779",Original,1187.0,0.0,,Correct,Correct,Correct,Correct,Active,IRIQUOIS GAS & GO,"730 BROAD ST. SALAMANCA, NY 14779",42.159366,-78.74261700000001,POINT (-78.74261700000002 42.159366),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
130,1188,1188,NY748329,UNI-MART,215 BROAD ST.,,SALAMANCA,NY,14779,42.156235,-78.723679,"215 BROAD ST.  SALAMANCA, NY 14779",Original,1188.0,,,Correct,"555 Wildwood Ave, Salamanca, NY 14779, USA",42.1587363,-78.6955783,Closed,UNI-MART,"555 Wildwood Ave, Salamanca, NY 14779, USA",42.158736299999994,-78.6955783,POINT (-78.69557829999999 42.1587363),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,555 WILDWOOD AVE,SALAMANCA,NY,14779,,CATTARAUGUS,,,,,,,
131,1189,1189,NY748330,NAFCO II,6665 RTE. 417,,KILL BUCK,NY,14748,42.155819,-78.672366,"6665 RTE. 417  KILL BUCK, NY 14748",Original,1189.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,NAFCO II,"6665 RTE. 417 KILL BUCK, NY 14748",42.155819,-78.672366,POINT (-78.672366 42.155819),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
132,1190,1190,NY748331,SIGNALS,11024 ROUTE 20,,IRVING,NY,14081,42.58247,-79.069131,"11024 ROUTE 20  IRVING, NY 14081",Original,1190.0,,,Correct,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.0690339,Active,SIGNALS,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.06903390000001,POINT (-79.06903390000002 42.5825268),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,11024 SOUTHWESTERN BLVD,IRVING,NY,14081,,ERIE,,,,,,,
133,1191,1191,NY748332,SAV-A-LOT FOOD STORE,35 CHURCH ST.,,SALAMANCA,NY,14779,42.1593,-78.71374,"35 CHURCH ST.  SALAMANCA, NY 14779",Original,1191.0,0.0,,Correct,Correct,Correct,Correct,Active,SAV-A-LOT FOOD STORE,"35 CHURCH ST. SALAMANCA, NY 14779",42.1593,-78.71374,POINT (-78.71374 42.1593),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
134,1192,1192,NY748333,BIG BEAR DISCOUNTS,39 BAKER ST.,,SALAMANCA,NY,14779,42.159356,-78.700766,"39 BAKER ST.  SALAMANCA, NY 14779",Original,1192.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,BIG BEAR DISCOUNTS,"39 BAKER ST. SALAMANCA, NY 14779",42.159356,-78.700766,POINT (-78.700766 42.159356),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
135,1193,1193,NY748334,SENECA NIAGARA RESORT & CASINO,310 FOURTH ST.,,NIAGARA FALLS,NY,14303,43.086286,-79.057753,"310 FOURTH ST.  NIAGARA FALLS, NY 14303",Original,1193.0,,,Correct,"310 4th St, Niagara Falls, NY 14303, USA",43.0862416,-79.0576795,Active,SENECA NIAGARA RESORT & CASINO,"310 4th St, Niagara Falls, NY 14303, USA",43.0862416,-79.0576795,POINT (-79.05767949999998 43.0862416),No,6.348923721,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,310 4TH ST,NIAGARA FALLS,NY,14303,,NIAGARA,1781286.0,"NIAGARA FALLS ICE FESTIVAL, INC.",,,,,
136,1194,1194,NY748335,SENECA BUFFALO CREEK CASINO,1 FULTON ST.,,BUFFALO,NY,14204,42.8735,-78.868783,"1 FULTON ST.  BUFFALO, NY 14204",Original,1194.0,,,Correct,Correct,Correct,Correct,Active,SENECA BUFFALO CREEK CASINO,"1 FULTON ST. BUFFALO, NY 14204",42.8735,-78.868783,POINT (-78.86878299999999 42.8735),No,17.88260132,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
137,1195,1195,NY748336,SENECA ALLEGANY RESORT & CASINO,777 SENECA ALLEGANY BLVD.,,SALAMANCA,NY,14779,42.153109,-78.746966,"777 SENECA ALLEGANY BLVD.  SALAMANCA, NY 14779",Original,1195.0,,,Correct,Correct,Correct,Correct,Active,SENECA ALLEGANY RESORT & CASINO,"777 SENECA ALLEGANY BLVD. SALAMANCA, NY 14779",42.153109,-78.746966,POINT (-78.746966 42.153109),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
138,1196,1196,NY748337,SENECA HICKORY STICK GOLF,4560 CREEK RD.,,LEWISTON,NY,14092,43.192672,-79.01775699999997,"4560 CREEK RD.  LEWISTON, NY 14092",Original,1196.0,,,Correct,Correct,Correct,Correct,Active,SENECA HICKORY STICK GOLF,"4560 CREEK RD. LEWISTON, NY 14092",43.192671999999995,-79.01775699999999,POINT (-79.01775699999997 43.19267199999999),No,1.679357794,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,FCC API ERROR,,,,,,,
