,Unnamed: 0,IMPAQ_ID,REI,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip
45,1103,1103,NY701784,MORNING STAR,13113 ROUTE 438,,GOWANDA,NY,14070,42.524735,-78.97363,"13113 ROUTE 438  GOWANDA, NY 14070",Original,1103.0,1.0,no,Correct,"6111 W Hoffman Rd, Springville, NY 14141, USA",42.497897,-78.760813,Active,MORNING STAR,"6111 W Hoffman Rd, Springville, NY 14141, USA",42.497896999999995,-78.760813,POINT (-78.760813 42.49789699999999),No,11.9532325,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,6111 W HOFFMAN RD,SPRINGVILLE,NY,14141,,ERIE,,,,,,,
46,1104,1104,NY701785,SENEKA SMOKE SHOP,702 BROAD ST,,SALAMANCA,NY,14779,42.159301,-78.74072,"702 BROAD ST  SALAMANCA, NY 14779",Original,1104.0,,,Correct,"1343, 702 Broad St, Salamanca, NY 14779, USA",42.1593545,-78.7408045,Closed,SENEKA SMOKE SHOP,"1343, 702 Broad St, Salamanca, NY 14779, USA",42.1593545,-78.74080450000001,POINT (-78.74080450000002 42.1593545),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,"1343, 702 BROAD ST",SALAMANCA,NY,14779,,CATTARAUGUS,,,,,,,
47,1105,1105,NY702040,SIGNALS,11024 ROUTE 20,,IRVING,NY,14081,42.582737,-79.0689,"11024 ROUTE 20  IRVING, NY 14081",Original,1105.0,,,Correct,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.0690339,Active,SIGNALS,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.06903390000001,POINT (-79.06903390000002 42.5825268),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,11024 SOUTHWESTERN BLVD,IRVING,NY,14081,,ERIE,,,,,,,
48,1106,1106,NY702203,SMOKIN JOES,4900 INDIAN HILL ROAD,,LEWISTON,NY,14092,43.177324,-78.98343,"4900 INDIAN HILL ROAD  LEWISTON, NY 14092",Original,1106.0,,,Correct,Correct,Correct,Correct,Active,SMOKIN JOES,"4900 INDIAN HILL ROAD LEWISTON, NY 14092",43.177324,-78.98343,POINT (-78.98343 43.177324),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
49,1107,1107,NY702373,SOVERIGN SENECA TOBACCO,1356 CAYUGA RD,,IRVING,NY,14081,42.562302,-79.00361,"1356 CAYUGA RD  IRVING, NY 14081",Original,1107.0,1.0,yes,Correct,Correct,Correct,Correct,Active,SOVERIGN SENECA TOBACCO,"1356 CAYUGA RD IRVING, NY 14081",42.562302,-79.00361,POINT (-79.00360999999999 42.562302),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
50,1108,1108,NY703731,SMOKIN JOES,2293 SAUNDERS SETTLEMENT RD,,SANBORN,NY,14132,43.143328,-78.92258000000002,"2293 SAUNDERS SETTLEMENT RD  SANBORN, NY 14132",Original,1108.0,,,SMOKIN JOES TRADING POST,Correct,Correct,Correct,Active,SMOKIN JOES TRADING POST,"2293 SAUNDERS SETTLEMENT RD SANBORN, NY 14132",43.143328000000004,-78.92258000000001,POINT (-78.92258000000002 43.143328),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
51,1109,1109,NY704865,WOLVES DEN,7060 POODRY RD,,BASOM,NY,14013,43.072004,-78.43045,"7060 POODRY RD  BASOM, NY 14013",Original,1109.0,1.0,yes,Correct,Correct,Correct,Correct,Active,WOLVES DEN,"7060 POODRY RD BASOM, NY 14013",43.072004,-78.43045,POINT (-78.43044999999999 43.072004),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
52,1110,1110,NY704928,WW VANDALIA GASMART,5017 ROUTE 417,,ALLEGANY,NY,14706,42.095747,-78.58128,"5017 ROUTE 417  ALLEGANY, NY 14706",Original,1110.0,,,Correct,"5017 NY-417, Allegany, NY 14706, USA",42.0956067,-78.5815574,Active,WW VANDALIA GASMART,"5017 NY-417, Allegany, NY 14706, USA",42.095606700000005,-78.58155740000001,POINT (-78.58155740000002 42.09560670000001),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,5017 -417,ALLEGANY,NY,14706,,CATTARAUGUS,,,,,,,
53,1111,1111,NY712355,GAIL'S TOBACCO & GAS OUTLET,2273 SAUNDERS SETTLEMENT ROAD,,SANBORN,NY,14132,43.143298,-78.92399,"2273 SAUNDERS SETTLEMENT ROAD  SANBORN, NY 14132",Original,1111.0,,,Correct,Correct,Correct,Correct,Active,GAIL'S TOBACCO & GAS OUTLET,"2273 SAUNDERS SETTLEMENT ROAD SANBORN, NY 14132",43.143298,-78.92399,POINT (-78.92399 43.143298),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
54,1112,1112,NY740018,TURTLE PIT CONVENIENCE STORE,1972 W PERIMETER RD,,STEAMBURG,NY,14783,42.086376,-78.89369,"1972 W PERIMETER RD  STEAMBURG, NY 14783",Census,1112.0,1.0,yes,Correct,Correct,Correct,Correct,Active,TURTLE PIT CONVENIENCE STORE,"1972 W PERIMETER RD STEAMBURG, NY 14783",42.086376,-78.89369,POINT (-78.89369000000001 42.086376),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
55,1113,1113,NY745946,LAKESIDE ENTERTAINMENT - UNION SPRINGS,271 CAYUGA ST.,,UNION SPRINGS,NY,13160,42.85367700000001,-76.690911,"271 CAYUGA ST.  UNION SPRINGS, NY 13160",Original,1113.0,,,Correct,"271 Cayuga St, Seneca Falls, NY 13148, USA",42.853682,-76.691439,Active,LAKESIDE ENTERTAINMENT - UNION SPRINGS,"271 Cayuga St, Seneca Falls, NY 13148, USA",42.853682,-76.691439,POINT (-76.691439 42.85368199999999),No,33.65318808,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,,271 CAYUGA ST,SENECA FALLS,NY,13148,,CAYUGA,,,,,,,
56,1114,1114,NY745947,LAKESIDE TRADING,299 CAYUGA ST.,,UNION SPRINGS,NY,13160,42.85694,-76.691726,"299 CAYUGA ST.  UNION SPRINGS, NY 13160",Original,1114.0,1.0,yes,LAKESIDE TRADING - UNION,Correct,Correct,Correct,Active,LAKESIDE TRADING - UNION,"299 CAYUGA ST. UNION SPRINGS, NY 13160",42.85694,-76.691726,POINT (-76.691726 42.85694),No,33.64876647,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,CAYUGA,,,,,,,
57,1115,1115,NY746206,AK GAS & TOBACCO,1569 NY 37,,HOGANSBURG,NY,13655,44.967467,-74.576963,"1569 NY 37  HOGANSBURG, NY 13655",Original,1115.0,,,Correct,"1569 NY-37, Hogansburg, NY 13655, USA",44.9676369,-74.5770192,Active,AK GAS & TOBACCO,"1569 NY-37, Hogansburg, NY 13655, USA",44.9676369,-74.57701920000001,POINT (-74.57701920000002 44.9676369),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,1569 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
58,1116,1116,NY746207,AKWAKS SMOKE SHOP,640 NY 37,,HOGANSBURG,NY,13655,44.97296,-74.66494499999997,"640 NY 37  HOGANSBURG, NY 13655",Original,1116.0,,,Correct,"640 NY-37, Hogansburg, NY 13655, USA",44.9727242,-74.6648534,Active,AKWAKS SMOKE SHOP,"640 NY-37, Hogansburg, NY 13655, USA",44.9727242,-74.66485340000001,POINT (-74.66485340000001 44.97272419999999),No,0.305610946,,,St. Regis Mohawk,St. Regis Mohawk Reservation,From Original List,,,,,,640 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
59,1117,1117,NY746208,AKWASANE TOBACCO SHOP,48 HERNE RD.,,HOGANSBURG,NY,13655,44.978342,-74.72204599999998,"48 HERNE RD.  HOGANSBURG, NY 13655",Original,1117.0,,,Correct,Correct,Correct,Correct,Closed,AKWASANE TOBACCO SHOP,"48 HERNE RD. HOGANSBURG, NY 13655",44.978342,-74.72204599999999,POINT (-74.72204599999998 44.978342),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FRANKLIN,,,,,,,
60,1118,1118,NY746209,AKWESASNE MOHAWK CASINO AND RESORT,873 NY 37,,HOGANSBURG,NY,13655,44.967515,-74.645474,"873 NY 37  HOGANSBURG, NY 13655",Original,1118.0,,,Correct,"873 NY-37, Hogansburg, NY 13655, USA",44.9707983,-74.6417511,Active,AKWESASNE MOHAWK CASINO AND RESORT,"873 NY-37, Hogansburg, NY 13655, USA",44.9707983,-74.6417511,POINT (-74.64175109999999 44.9707983),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,873 -37,HOGANSBURG,NY,13655,,FRANKLIN,265974.0,"AKWESASNE CULTURAL CENTER, INC.",,,,,
61,1119,1119,NY746210,BEAR'S DEN CONVENIENCE STORE,148 S.R. 37,,HOGANSBURG,NY,13655,44.9778018,-74.71031359999998,"148 S.R. 37  HOGANSBURG, NY 13655",Google,1119.0,,,Correct,"425 NY-37, Hogansburg, NY 13566, USA",44.9788669,-74.68316,Active,BEAR'S DEN CONVENIENCE STORE,"425 NY-37, Hogansburg, NY 13566, USA",44.9788669,-74.68316,POINT (-74.68316 44.9788669),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,425 -37,HOGANSBURG,NY,13566,,FRANKLIN,,,,,,,
62,1120,1120,NY746211,BEAR'S DEN CONVENIENCE STORE,425 NY 37,,HOGANSBURG,NY,13655,44.978666,-74.683487,"425 NY 37  HOGANSBURG, NY 13655",Original,1120.0,,,Correct,"425 NY-37, Hogansburg, NY 13566, USA",44.9788669,-74.68316,Active,BEAR'S DEN CONVENIENCE STORE,"425 NY-37, Hogansburg, NY 13566, USA",44.9788669,-74.68316,POINT (-74.68316 44.9788669),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,425 -37,HOGANSBURG,NY,13566,,FRANKLIN,,,,,,,
63,1121,1121,NY746212,BEAR'S DEN/EASTERN DOOR CONVENIENCE STORE,1285 S.R. 37,,HOGANSBURG,NY,13655,44.968304,-74.604345,"1285 S.R. 37  HOGANSBURG, NY 13655",Google,1121.0,1.0,yes,Correct,"1285 NY-37, Hogansburg, NY 13655, USA",44.9677874,-74.6169934,Active,BEAR'S DEN/EASTERN DOOR CONVENIENCE STORE,"1285 NY-37, Hogansburg, NY 13655, USA",44.9677874,-74.6169934,POINT (-74.6169934 44.9677874),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,1285 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
64,1122,1122,NY746213,CHIEFS TOBACCO OUTLET & GAS,397 NY 37,,HOGANSBURG,NY,13655,44.978574,-74.68723100000003,"397 NY 37  HOGANSBURG, NY 13655",Original,1122.0,,,Correct,"397 NY-37, Hogansburg, NY 13655, USA",44.9790235,-74.6862075,Active,CHIEFS TOBACCO OUTLET & GAS,"397 NY-37, Hogansburg, NY 13655, USA",44.9790235,-74.6862075,POINT (-74.68620749999999 44.9790235),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,397 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
65,1123,1123,NY746214,CTS MARKET,311 ST. REGIS RD.,,HOGANSBURG,NY,13655,44.993458,-74.655603,"311 ST. REGIS RD.  HOGANSBURG, NY 13655",Original,1123.0,,,Correct,Correct,Correct,Correct,Active,CTS MARKET,"311 ST. REGIS RD. HOGANSBURG, NY 13655",44.993458000000004,-74.655603,POINT (-74.655603 44.993458),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FRANKLIN,,,,,,,
66,1124,1124,NY746215,KEEGANS TOBACCO SHOP,103 ROOSEVELT HWY.,,AKWESASNE,NY,13655,44.9765656,-74.7181536,"103 ROOSEVELT HWY.  AKWESASNE, NY 13655",Google,1124.0,,,Correct,Correct,Correct,Correct,Active,KEEGANS TOBACCO SHOP,"103 ROOSEVELT HWY. AKWESASNE, NY 13655",44.9765656,-74.7181536,POINT (-74.71815359999999 44.9765656),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FRANKLIN,,,,,,,
67,1125,1125,NY746216,LUV'S TOBACCO,77 ROOSEVELT HWY.,,HOGANSBURG,NY,13655,44.9775211,-74.71484090000001,"77 ROOSEVELT HWY.  HOGANSBURG, NY 13655",Google,1125.0,,,Correct,Correct,Correct,Correct,Active,LUV'S TOBACCO,"77 ROOSEVELT HWY. HOGANSBURG, NY 13655",44.977521100000004,-74.71484090000001,POINT (-74.71484090000001 44.9775211),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FRANKLIN,,,,,,,
68,1126,1126,NY746217,MARKET 9,759 NY 37,,HOGANSBURG,NY,13655,44.969822,-74.65381500000002,"759 NY 37  HOGANSBURG, NY 13655",Original,1126.0,1.0,yes,TRUCK STOP #9,"759 NY-37, Hogansburg, NY 13655, USA",44.970127,-74.6540298,Active,TRUCK STOP #9,"759 NY-37, Hogansburg, NY 13655, USA",44.970127000000005,-74.65402979999999,POINT (-74.65402980000002 44.97012700000001),No,0.36121840299999997,,,St. Regis Mohawk,St. Regis Mohawk Reservation,From Original List,,,,,,759 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
69,1127,1127,NY746218,SMOKE STACKS,639 NY 37,,HOGANSBURG,NY,13655,44.972957,-74.66475,"639 NY 37  HOGANSBURG, NY 13655",Original,1127.0,,,Correct,"639 NY-37, Hogansburg, NY 13655, USA",44.9731519,-74.6644285,Active,SMOKE STACKS,"639 NY-37, Hogansburg, NY 13655, USA",44.9731519,-74.6644285,POINT (-74.6644285 44.9731519),No,0.285021664,,,St. Regis Mohawk,St. Regis Mohawk Reservation,From Original List,,,,,,639 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
70,1128,1128,NY746219,SMOKEY'S TOBACCO SHOP,908 NY 37,,BOMBAY,NY,12914,44.96636,-74.641136,"908 NY 37  BOMBAY, NY 12914",Census,1128.0,,,Correct,"908 NY-37, Hogansburg, NY 13655, USA",44.9659998,-74.6409333,Active,SMOKEY'S TOBACCO SHOP,"908 NY-37, Hogansburg, NY 13655, USA",44.9659998,-74.6409333,POINT (-74.6409333 44.9659998),No,0.167852728,,,St. Regis Mohawk,St. Regis Mohawk Reservation,From Original List,,,,,,908 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
71,1129,1129,NY746220,TWINLEAF,18 NY 37,,HOGANSBURG,NY,13655,44.979617,-74.72239300000003,"18 NY 37  HOGANSBURG, NY 13655",Original,1129.0,1.0,yes,TWINLEAF DINER AKWESASNE,"18 NY-37, Hogansburg, NY 13655, USA",44.9791394,-74.7227028,Active,TWINLEAF DINER AKWESASNE,"18 NY-37, Hogansburg, NY 13655, USA",44.979139399999994,-74.7227028,POINT (-74.72270279999999 44.9791394),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,18 -37,HOGANSBURG,NY,13655,,FRANKLIN,265974.0,"AKWESASNE CULTURAL CENTER, INC.",,,,,
72,1130,1130,NY746221,WILD BILL'S ONE STOP,564 NY 37,,HOGANSBURGH,NY,13655,44.975619,-74.673194,"564 NY 37  HOGANSBURGH, NY 13655",Original,1130.0,,,Correct,"564 NY-37, Hogansburg, NY 13655, USA",44.9748652,-74.6715068,Active,WILD BILL'S ONE STOP,"564 NY-37, Hogansburg, NY 13655, USA",44.9748652,-74.6715068,POINT (-74.6715068 44.97486519999999),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,564 -37,HOGANSBURG,NY,13655,,FRANKLIN,,,,,,,
73,1131,1131,NY746247,ANTONE'S,101 CENTRAL AVE.,,SALAMANCA,NY,14779,42.161329,-78.696058,"101 CENTRAL AVE.  SALAMANCA, NY 14779",Original,1131.0,,,Correct,Correct,Correct,Correct,Active,ANTONE'S,"101 CENTRAL AVE. SALAMANCA, NY 14779",42.161328999999995,-78.696058,POINT (-78.69605799999999 42.16132899999999),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
74,1132,1132,NY746248,BIG INDIAN SMOKE SHOP,597 MILESTRIP ROAD,,IRVING,NY,14081,42.573874,-79.082893,"597 MILESTRIP ROAD  IRVING, NY 14081",Original,1132.0,,,Correct,Correct,Correct,Correct,Active,BIG INDIAN SMOKE SHOP,"597 MILESTRIP ROAD IRVING, NY 14081",42.573873999999996,-79.082893,POINT (-79.082893 42.573874),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
75,1133,1133,NY746249,BROAD STREET SMOKE SHOP ,316 CENTER ST.,,SALAMANCA,NY,14779,42.164521,-78.744557,"316 CENTER ST.  SALAMANCA, NY 14779",Original,1133.0,1.0,yes,Correct,Correct,Correct,Correct,Active,BROAD STREET SMOKE SHOP ,"316 CENTER ST. SALAMANCA, NY 14779",42.164521,-78.744557,POINT (-78.744557 42.164521),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
76,1134,1134,NY746250,BUFFALO CREEK TOBACCO CO.,PO BOX 71,,VERSAILLES,NY,14168,42.519871,-78.9903285,"PO BOX 71  VERSAILLES, NY 14168",Google,1134.0,,,Correct,Correct,Correct,Correct,Active,BUFFALO CREEK TOBACCO CO.,"PO BOX 71 VERSAILLES, NY 14168",42.519871,-78.9903285,POINT (-78.9903285 42.519871),No,0.119985846,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
77,1135,1135,NY746251,CATT-REZ,10910 ERIE ROAD,,IRVING,NY,14081,42.585526,-79.10322,"10910 ERIE ROAD  IRVING, NY 14081",Original,1135.0,,,Correct,Correct,Correct,Correct,Active,CATT-REZ,"10910 ERIE ROAD IRVING, NY 14081",42.585526,-79.10322,POINT (-79.10321999999999 42.585526),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
78,1136,1136,NY746252,GRAND CENTER STATION,191 CENTER ST.,,SALAMANCA,NY,14779,42.161158,-78.743153,"191 CENTER ST.  SALAMANCA, NY 14779",Original,1136.0,,,Correct,Correct,Correct,Correct,Active,GRAND CENTER STATION,"191 CENTER ST. SALAMANCA, NY 14779",42.161158,-78.743153,POINT (-78.74315300000001 42.161158),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
79,1137,1137,NY746253,IROQUOIS SMOKE SHOP,14411 ROUTE 438,,GOWANDA,NY,14070,42.480337,-78.940933,"14411 ROUTE 438  GOWANDA, NY 14070",Original,1137.0,,,Correct,"14411 NY-438, Gowanda, NY 14070, USA",42.4823384,-78.9449053,Active,IROQUOIS SMOKE SHOP,"14411 NY-438, Gowanda, NY 14070, USA",42.482338399999996,-78.9449053,POINT (-78.9449053 42.4823384),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,14411 -438,GOWANDA,NY,14070,,ERIE,,,,,,,
80,1138,1138,NY746254,IROQUOIS TOBACCO DIRECT ,R.R. 17,,KILL BUCK,NY,14748,42.15833,-78.68111,"R.R. 17  KILL BUCK, NY 14748",Google,1138.0,1.0,maybe,Correct,Correct,Correct,Correct,Active,IROQUOIS TOBACCO DIRECT ,"R.R. 17 KILL BUCK, NY 14748",42.15833,-78.68111,POINT (-78.68111 42.15833),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
81,1139,1139,NY746255,KILL BUCK OUTLET ,6650 NY 417,,KILL BUCK,NY,14748,42.15521500000001,-78.671219,"6650 NY 417  KILL BUCK, NY 14748",Original,1139.0,,,Correct,"6650 NY-417, Kill Buck, NY 14748, USA",42.1555744,-78.6713205,Active,KILL BUCK OUTLET ,"6650 NY-417, Kill Buck, NY 14748, USA",42.1555744,-78.6713205,POINT (-78.67132049999999 42.1555744),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,6650 -417,KILL BUCK,NY,14748,,CATTARAUGUS,,,,,,,
82,1140,1140,NY746256,NAFCO QUICK STOP AND BURGER KING,881 BROAD ST.,,SALAMANCA,NY,14779,42.157655,-78.74861800000002,"881 BROAD ST.  SALAMANCA, NY 14779",Original,1140.0,,,Correct,Correct,Correct,Correct,Active,NAFCO QUICK STOP AND BURGER KING,"881 BROAD ST. SALAMANCA, NY 14779",42.157655,-78.74861800000001,POINT (-78.74861800000002 42.157655),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
83,1141,1141,NY746257,NATIVE WHOLESALE SUPPLY,10955 LOGAN DR.,,GOWANDA,NY,14070,42.4781765,-78.973697,"10955 LOGAN DR.  GOWANDA, NY 14070",Google,1141.0,,,Correct,Correct,Correct,Correct,Active,NATIVE WHOLESALE SUPPLY,"10955 LOGAN DR. GOWANDA, NY 14070",42.478176500000004,-78.973697,POINT (-78.973697 42.4781765),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
84,1142,1142,NY746258,PARKVIEW SUPERMARKET,545 BROAD ST.,,SALAMANCA,NY,14779,42.158202,-78.735708,"545 BROAD ST.  SALAMANCA, NY 14779",Original,1142.0,,,Correct,Correct,Correct,Correct,Active,PARKVIEW SUPERMARKET,"545 BROAD ST. SALAMANCA, NY 14779",42.158202,-78.735708,POINT (-78.735708 42.158202),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
85,1143,1143,NY746259,POST SMOKES ,560 BROAD ST.,,SALAMANCA,NY,14779,42.158299,-78.73595300000002,"560 BROAD ST.  SALAMANCA, NY 14779",Original,1143.0,,,Correct,"58 Main St, Salamanca, NY 14779, USA",42.157464,-78.7149799,Closed,POST SMOKES ,"58 Main St, Salamanca, NY 14779, USA",42.157464000000004,-78.71497990000002,POINT (-78.71497990000002 42.157464),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,58 MAIN ST,SALAMANCA,NY,14779,,CATTARAUGUS,1955935.0,"POST SMOKES, INC.",,,,,
86,1144,1144,NY746260,S T SMOKE SHOP,14195 NY 438,,GOWANDA,NY,14070,42.481382,-78.94331899999997,"14195 NY 438  GOWANDA, NY 14070",Original,1144.0,,,Correct,"14199 NY-438, Gowanda, NY 14070, USA",42.4877874,-78.9516843,Active,S T SMOKE SHOP,"14199 NY-438, Gowanda, NY 14070, USA",42.4877874,-78.9516843,POINT (-78.9516843 42.48778739999999),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,14199 -438,GOWANDA,NY,14070,,ERIE,,,,,,,
87,1145,1145,NY746261,SENECA GAMING AND ENTERTAINMENT,11099 ERIE ROAD,,IRVING,NY,14081,42.581364,-79.105724,"11099 ERIE ROAD  IRVING, NY 14081",Original,1145.0,1.0,yes,Correct,Correct,Correct,Correct,Active,SENECA GAMING AND ENTERTAINMENT,"11099 ERIE ROAD IRVING, NY 14081",42.581364,-79.105724,POINT (-79.105724 42.581364),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
88,1146,1146,NY746262,SENECA GAMING & ENTERTAINMENT - SALAMANCA,768 BROAD ST.,,SALAMANCA,NY,14779,42.159266,-78.744982,"768 BROAD ST.  SALAMANCA, NY 14779",Original,1146.0,,,Correct,Correct,Correct,Correct,Active,SENECA GAMING & ENTERTAINMENT - SALAMANCA,"768 BROAD ST. SALAMANCA, NY 14779",42.159265999999995,-78.744982,POINT (-78.74498199999999 42.159266),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
89,1147,1147,NY746263,SENECA ONE STOP - BROAD STREET,745 BROAD ST.,,IRVING,NY,14081,42.158839,-78.7450082,"745 BROAD ST.  IRVING, NY 14081",Google,1147.0,,,Correct,"745 Broad St, Salamanca, NY 14779, USA",42.158839,-78.7450082,Active,SENECA ONE STOP - BROAD STREET,"745 Broad St, Salamanca, NY 14779, USA",42.158839,-78.7450082,POINT (-78.7450082 42.158839),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,745 BROAD ST,SALAMANCA,NY,14779,,CATTARAUGUS,,,,,,,
90,1148,1148,NY746264,SENEKA SMOKE SHOP ,702 BROAD ST.,,SALAMANCA,NY,14779,42.159098,-78.740817,"702 BROAD ST.  SALAMANCA, NY 14779",Original,1148.0,,,Correct,"1343, 702 Broad St, Salamanca, NY 14779, USA",42.1593545,-78.7408045,Closed,SENEKA SMOKE SHOP ,"1343, 702 Broad St, Salamanca, NY 14779, USA",42.1593545,-78.74080450000001,POINT (-78.74080450000002 42.1593545),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,"1343, 702 BROAD ST",SALAMANCA,NY,14779,,CATTARAUGUS,,,,,,,
91,1149,1149,NY746265,SHOP 'N SAVE,10 BUFFALO ST.,,GOWANDA,NY,14070,42.464602,-78.93413699999998,"10 BUFFALO ST.  GOWANDA, NY 14070",Original,1149.0,,,Correct,Correct,Correct,Correct,Active,SHOP 'N SAVE,"10 BUFFALO ST. GOWANDA, NY 14070",42.464602,-78.93413699999999,POINT (-78.93413699999998 42.464602),No,0.685670145,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
