id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,Longitude,Latitude,matchsource
303.0,"2221  SCENIC DRIVE, MODESTO, CA, 95355",True,Exact,"2221 SCENIC DR, MODESTO, CA, 95355",640537563.0,L,6.0,99.0,905.0,2022.0,-120.956535,37.653183,Census
424.0,"8976  GRANTLINE RD, ELK GROVE, CA, 95624",True,Non_Exact,"8976 GRANT LINE RD, ELK GROVE, CA, 95624",133366036.0,L,6.0,67.0,9324.0,2009.0,-121.3,38.431496,Census
545.0,"1  DESERT LAKES DR, PALM SPRINGS, CA, 92264",True,Exact,"1 DESERT LAKES DR, PALM SPRINGS, CA, 92264",194764661.0,R,6.0,65.0,941000.0,4007.0,-116.5081,33.798965,Census
666.0,"SUITE 128, VAN NESS/MCALLISTER SAN FRANCISCO, CA, 94102",True,ROOFTOP,,,,,,,,-122.42079950000002,37.7786,Google
304.0,"6311  VAN NUYS BLVD  # 418, VAN NUYS, CA, 91401",True,Exact,"6311 VAN NUYS BLVD, VAN NUYS, CA, 91401",141561058.0,L,6.0,37.0,128303.0,1003.0,-118.44872,34.185,Census
425.0,"1341  LOS PADRES BLVD, SANTA CLARA, CA, 95050",True,ROOFTOP,,,,,,,,-121.9645967,37.349763200000005,Google
546.0,"225  BRIDGER AVE STE 1020, LAS VEGAS, NV, 89101",True,Exact,"225 BRIDGER AVE, LAS VEGAS, NV, 89101",201867451.0,R,32.0,3.0,700.0,2005.0,-115.14528,36.168240000000004,Census
667.0,", SAN FRANCISCO, CA, 94102",False,,,,,,,,,,,
305.0,"10750  GLENOAKS BLVD  # 2, PACOIMA, CA, 91331",True,Exact,"10750 GLENOAKS BLVD, PACOIMA, CA, 91331",141551302.0,R,6.0,37.0,980021.0,1019.0,-118.40154,34.26432,Census
426.0,"173  MAIN ST  # 400, SAYVILLE, NY, 11782",True,Non_Exact,"173 S MAIN ST, SAYVILLE, NY, 11782",114015447.0,R,36.0,103.0,147802.0,1019.0,-73.0792,40.736027,Census
547.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
668.0,"VAN  NESS  RM. 126, SAN FRANCISCO, CA, 94102",True,ROOFTOP,,,,,,,,-122.41912340000002,37.7782392,Google
306.0,"7453  OAKWOOD AVE, LOS ANGELES, CA, 90036",True,Exact,"7453 OAKWOOD AVE, LOS ANGELES, CA, 90036",141598636.0,R,6.0,37.0,214000.0,1003.0,-118.35233000000001,34.07824,Census
427.0,"4640  ADMIRALITY WAY STE 429, MARINA DEL REY, CA, 90292",True,Non_Exact,"4640 ADMIRALTY WAY, MARINA DEL REY, CA, 90292",141577227.0,L,6.0,37.0,702901.0,4005.0,-118.44103,33.981083,Census
548.0,"850  COUNTRY CLUB DR, BANNING, CA, 92220",True,Exact,"850 COUNTRY CLUB DR, BANNING, CA, 92220",195046594.0,R,6.0,65.0,43812.0,2010.0,-116.94134,33.919598,Census
669.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
307.0,"1501  LINCOLN, ANAHEIM, CA, 92805",True,ROOFTOP,,,,,,,,-117.89759740000001,33.8395351,Google
428.0,"1556  KATELLA AVE, ANAHEIM, CA, 92805",True,Non_Exact,"1556 E KATELLA AVE, ANAHEIM, CA, 92805",144028028.0,R,6.0,59.0,86303.0,1024.0,-117.89235,33.803337,Census
549.0,"161  OLD RANCH RD, PALM DESERT, CA, 92211",True,ROOFTOP,,,,,,,,-116.35160259999998,33.7546574,Google
308.0,"5067  LOGAN AVE, SAN DIEGO, CA, 92113",True,Exact,"5067 LOGAN AVE, SAN DIEGO, CA, 92113",195704918.0,R,6.0,73.0,3305.0,3000.0,-117.08633999999999,32.696762,Census
429.0,"23276  POINTE DR STE 112, LAGUNA HILLS, CA, 92653",True,Non_Exact,"23276 S POINTE DR, LAGUNA HILLS, CA, 92653",144062225.0,R,6.0,59.0,62622.0,4008.0,-117.72426599999999,33.625664,Census
309.0,"3546  ADAMS ST, RIVERSIDE, CA, 92504",True,Exact,"3546 ADAMS ST, RIVERSIDE, CA, 92504",194740637.0,L,6.0,65.0,31501.0,2000.0,-117.42100500000001,33.92901,Census
670.0,"195  TIERRA REJADA ROAD  # 14, SIMI VALLEY, CA, 93065",True,Exact,"195 TIERRA REJADA RD, SIMI VALLEY, CA, 93065",640537612.0,L,6.0,111.0,7700.0,1032.0,-118.80443600000001,34.274025,Census
550.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
671.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
430.0,"5919  ROLLING RD, WOODLAND HILLS, CA, 91367",True,Exact,"5919 ROLLING RD, WOODLAND HLS, CA, 91367",141534701.0,L,6.0,37.0,137201.0,1002.0,-118.60588,34.178535,Census
551.0,"3575  CAHUENGA BLVD. STE 125, LOS ANGELES, CA, 90068",True,ROOFTOP,,,,,,,,-118.3583789,34.1337247,Google
672.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
310.0,"13134  DAY ST  # F301, MORENO VALLEY, CA, 92553",True,Exact,"13134 DAY ST, MORENO VALLEY, CA, 92553",194747312.0,L,6.0,65.0,42506.0,1029.0,-117.27876,33.929787,Census
431.0,"31200  LANDAU BLVD.  # 2708, CATHEDRAL CITY, CA, 92270",True,Non_Exact,"31200 LANDAU BLVD, CATHEDRAL CTY, CA, 92234",195071395.0,L,6.0,65.0,44926.0,2000.0,-116.47558000000001,33.822903000000004,Census
552.0,"2400  PROFESSIONAL PARKWAY STE 100, SANTA MARIA, CA, 93455",True,Exact,"2400 PROFESSIONAL PKWY, SANTA MARIA, CA, 93455",108662996.0,L,6.0,83.0,2011.0,1011.0,-120.43826000000001,34.91661,Census
673.0,"2201  CENTRAL AVE, ALAMEDA, CA, 94501",True,Exact,"2201 CENTRAL AVE, ALAMEDA, CA, 94501",125005408.0,L,6.0,1.0,428000.0,1014.0,-122.24682,37.765879999999996,Census
311.0,"1001  CENTRAL AVE, GLENDALE, CA, 91204",True,Non_Exact,"1001 S CENTRAL AVE, GLENDALE, CA, 91204",141610194.0,R,6.0,37.0,302401.0,2003.0,-118.25783500000001,34.13483,Census
432.0,"1054  TUSTIN AVE., ANAHEIM, CA, 92807",True,Non_Exact,"1054 N TUSTIN AVE, ANAHEIM, CA, 92807",144130316.0,R,6.0,59.0,21813.0,1033.0,-117.83735,33.853237,Census
553.0,"28  211 DESERT PRINCESS DR, CATHEDRAL CITY, CA, 92234",True,RANGE_INTERPOLATED,,,,,,,,-116.48093020000002,33.8375101,Google
674.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
312.0,"2801  ARTESIA BOULEVARD UNIT A, LONG BEACH, CA, 90805",True,ROOFTOP,,,,,,,,-118.15970690000002,33.874944799999994,Google
433.0,"4500  IMPERIAL HWY, HAWTHORNE, CA, 90304",True,ROOFTOP,,,,,,,,-118.35490870000001,33.9305614,Google
554.0,"2716  OCEAN PARK BLVD  # 2026, SANTA MONICA, CA, 90405",True,Exact,"2716 OCEAN PARK BLVD, SANTA MONICA, CA, 90405",142454885.0,R,6.0,37.0,702300.0,2005.0,-118.45676399999999,34.018223,Census
675.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
313.0,"20910  VANOWEN ST, CANOGA PARK, CA, 91303",True,Exact,"20910 VANOWEN ST, CANOGA PARK, CA, 91303",141535285.0,L,6.0,37.0,134903.0,1004.0,-118.5888,34.19377,Census
434.0,"9723  TELFAIR AVE, PACOIMA, CA, 91331",True,Exact,"9723 TELFAIR AVE, PACOIMA, CA, 91331",141552044.0,L,6.0,37.0,104810.0,3010.0,-118.407555,34.246548,Census
555.0,"80  572, SANTA CARMEN INDIO, CA, 92203",True,ROOFTOP,,,,,,,,-116.25867659999999,33.754620700000004,Google
676.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
314.0,"12190  PERRIS BLVD STE Q, MORENO VALLEY, CA, 92557",True,Exact,"12190 PERRIS BLVD, MORENO VALLEY, CA, 92557",638903572.0,L,6.0,65.0,42403.0,2004.0,-117.22636399999999,33.943672,Census
435.0,"477  WAYSIDE PL., DIAMOND BAR, CA, 91765",True,Exact,"477 WAYSIDE PL, DIAMOND BAR, CA, 91765",241247654.0,R,6.0,37.0,403321.0,3007.0,-117.78876499999998,34.023426,Census
556.0,"28-211  DESERT PRINCESS DR, CATHEDRAL CITY, CA, 92234",True,RANGE_INTERPOLATED,,,,,,,,-116.48093020000002,33.8375101,Google
677.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
315.0,"3033  SCHLEE CYN RD, JAMUL, CA, 91935",True,Exact,"3033 SCHLEE CANYON RD, JAMUL, CA, 91935",612881176.0,L,6.0,73.0,21303.0,3014.0,-116.881584,32.715977,Census
436.0,"80  SANTA ANITA AVE, BURBANK, CA, 91502",True,Non_Exact,"80 E SANTA ANITA AVE, BURBANK, CA, 91502",141595442.0,R,6.0,37.0,310702.0,2015.0,-118.30606999999999,34.176743,Census
557.0,"2716  OCEAN PARK BLVD.  # 2026, SANTA MONICA, CA, 90405",True,Exact,"2716 OCEAN PARK BLVD, SANTA MONICA, CA, 90405",142454885.0,R,6.0,37.0,702300.0,2005.0,-118.45676399999999,34.018223,Census
678.0,"3700  EL CAMINO REAL, SAN MATEO, CA, 94403",True,RANGE_INTERPOLATED,,,,,,,,-122.29467890000001,37.5341799,Google
316.0,"927  LAS TUNAS DR.  # B, SAN GABRIEL, CA, 91776",True,ROOFTOP,,,,,,,,-118.0871202,34.1045345,Google
437.0,"2767  WEBB ST, VALLEJO, CA, 94591",True,Exact,"2767 WEBB ST, VALLEJO, CA, 94591",192528647.0,R,6.0,95.0,250300.0,2025.0,-122.22648999999998,38.101925,Census
558.0,"17  BUCKTHORN, IRVINE, CA, 92604",True,Exact,"17 BUCKTHORN, IRVINE, CA, 92604",144092091.0,L,6.0,59.0,52513.0,6003.0,-117.78708,33.677677,Census
679.0,"6663  HAMPTON DRIVE, SAN JOSE, CA, 95120",True,Exact,"6663 HAMPTON DR, SAN JOSE, CA, 95120",122923139.0,R,6.0,85.0,511910.0,3000.0,-121.86487,37.21448,Census
317.0,"7951  GARVEY AVE, ROSEMEAD, CA, 91770",True,Exact,"7951 GARVEY AVE, ROSEMEAD, CA, 91770",241241029.0,L,6.0,37.0,482304.0,2001.0,-118.09522,34.06264,Census
438.0,"1300  GIAHOS AVENUE, MODESTO, CA, 95358",True,Exact,"1300 GIAHOS AVE, MODESTO, CA, 95358",102630649.0,L,6.0,99.0,1603.0,3000.0,-121.03114,37.623734000000006,Census
559.0,"38095  VISTA DRIVE, CATHEDRAL CITY, CA, 92234",True,Exact,"38095 VISTA DR, CATHEDRAL CTY, CA, 92234",636595858.0,R,6.0,65.0,45000.0,2007.0,-116.4724,33.771744,Census
318.0,"1131  MAIN ST, SANTA ANA, CA, 92707",True,Non_Exact,"1131 S MAIN ST, SANTA ANA, CA, 92707",631774851.0,L,6.0,59.0,74602.0,3016.0,-117.86773000000001,33.734035,Census
439.0,"222  CARMEN LN  103, SANTA MARIA, CA, 93458",True,Exact,"222 CARMEN LN, SANTA MARIA, CA, 93458",108595437.0,L,6.0,83.0,2402.0,4008.0,-120.43821000000001,34.92483,Census
319.0,"7953  GARVEY AVE, ROSEMEAD, CA, 91770",True,Exact,"7953 GARVEY AVE, ROSEMEAD, CA, 91770",241241029.0,L,6.0,37.0,482304.0,2001.0,-118.0952,34.06264,Census
680.0,"144  TAMMY WY, GRASS VALLEY, CA, 95945",True,GEOMETRIC_CENTER,,,,,,,,-121.0524957,39.134921999999996,Google
560.0,"28211  DESERT PRINCESS DR, CATHEDRAL CITY, CA, 92234",True,Exact,"28211 DESERT PRINCESS DR, CATHEDRAL CTY, CA, 92234",195045009.0,R,6.0,65.0,941200.0,3002.0,-116.48366499999999,33.843315000000004,Census
681.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
440.0,"4006  CINNABAR ST., ANTIOCH, CA, 94509",True,Exact,"4006 CINNABAR ST, ANTIOCH, CA, 94509",192090966.0,L,6.0,13.0,355109.0,1012.0,-121.79586,37.98104,Census
561.0,"5  FIRST AMERICAN WAY, SANTA ANA, CA, 92707",True,Exact,"5 FIRST AMERICAN WAY, SANTA ANA, CA, 92707",144254611.0,L,6.0,59.0,74003.0,1095.0,-117.86518999999998,33.701159999999994,Census
682.0,"2290  COUNTRY CLUB DR, ALTADENA, CA, 91001",True,Exact,"2290 COUNTRY CLUB DR, ALTADENA, CA, 91001",642190305.0,L,6.0,37.0,461200.0,3003.0,-118.122925,34.185604,Census
320.0,"2009  FLORENCE AVE, LOS ANGELES, CA, 90047",True,Non_Exact,"2009 W FLORENCE AVE, LOS ANGELES, CA, 90047",141658141.0,R,6.0,37.0,237300.0,3010.0,-118.31378000000001,33.974583,Census
441.0,"6281  HAWKINS WAY, PAHRUMP, NV, 89061",True,Exact,"6281 HAWKINS WAY, PAHRUMP, NV, 89061",140579668.0,R,32.0,23.0,960406.0,2185.0,-115.95368,36.128516999999995,Census
562.0,"67-437  LAKOTA COURT, CATHEDRAL CITY, CA, 92234",True,ROOFTOP,,,,,,,,-116.4858565,33.8387218,Google
683.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
200.0,"575  MARKET STREET, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671.0,L,6.0,75.0,61500.0,1016.0,-122.40078000000001,37.789658,Census
321.0,"624  MORNING DR STE A, BAKERSFIELD, CA, 93306",True,Exact,"624 MORNING DR, BAKERSFIELD, CA, 93306",109097729.0,L,6.0,29.0,1101.0,1011.0,-118.91423999999999,35.367645,Census
442.0,"2890  POPLAR MEADOW LN, JAMUL, CA, 91935",True,Non_Exact,"2890 POPLAR MEADOW CT, JAMUL, CA, 91935",195444503.0,R,6.0,73.0,21303.0,3014.0,-116.883896,32.708923,Census
563.0,"2716  OCEAN PARK BLVD., SANTA MONICA, CA, 90405",True,Exact,"2716 OCEAN PARK BLVD, SANTA MONICA, CA, 90405",142454885.0,R,6.0,37.0,702300.0,2005.0,-118.45676399999999,34.018223,Census
684.0,"414  VALENCIA AVE  # 304, BURBANK, CA, 91501",True,ROOFTOP,,,,,,,,-118.29744140000001,34.1778961,Google
201.0,"2120  WILSHIRE BLVD,. STE. 200, SANTA MONICA, CA, 90403",True,Exact,"2120 WILSHIRE BLVD, SANTA MONICA, CA, 90403",141559369.0,R,6.0,37.0,701602.0,3014.0,-118.48151000000001,34.032692,Census
322.0,"1310  HOWE AVE STE A, SACRAMENTO, CA, 95825",True,Exact,"1310 HOWE AVE, SACRAMENTO, CA, 95825",133335386.0,R,6.0,67.0,5506.0,1001.0,-121.415306,38.589325,Census
443.0,"5105  FIGUROA ST, LOS ANGELES, CA, 90037",True,Non_Exact,"5105 S FIGUEROA ST, LOS ANGELES, CA, 90037",141659494.0,R,6.0,37.0,232120.0,2003.0,-118.282684,33.996403,Census
564.0,"3030  LBJ FREEWAY SUITE 600, DALLAS, TX, 75234",True,ROOFTOP,,,,,,,,-96.8758046,32.9112562,Google
685.0,"1640  5TH ST STE 112, SANTA MONICA, CA, 90401",True,Exact,"1640 5TH ST, SANTA MONICA, CA, 90401",241251375.0,R,6.0,37.0,701902.0,3013.0,-118.49063000000001,34.014183,Census
202.0,"6001  BOLILNGER CANYON ROAD, SAN RAMON, CA, 94583",True,Non_Exact,"6001 BOLLINGER CANYON RD, SAN RAMON, CA, 94583",192093602.0,R,6.0,13.0,345111.0,1001.0,-121.95988999999999,37.761497,Census
323.0,"29760  RANCHO CALIFORNIA RD. STE 111, TEMECULA, CA, 92591",True,Exact,"29760 RANCHO CALIFORNIA RD, TEMECULA, CA, 92591",194716460.0,L,6.0,65.0,43216.0,1005.0,-117.14256999999999,33.506679999999996,Census
444.0,"1451  VENICE BLVD, LOS ANGELES, CA, 90008",True,ROOFTOP,,,,,,,,-118.28562,34.044371000000005,Google
565.0,"3030  LBJ FRWY, DALLAS, TX, 75234",True,ROOFTOP,,,,,,,,-96.8758046,32.9112562,Google
686.0,"15001  FIGUEROA ST, GARDENA, CA, 90248",True,Non_Exact,"15001 S FIGUEROA ST, GARDENA, CA, 90248",642865108.0,R,6.0,37.0,291210.0,1000.0,-118.2832,33.896805,Census
203.0,"575  MARKET ST, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671.0,L,6.0,75.0,61500.0,1016.0,-122.40078000000001,37.789658,Census
324.0,"1399  CITRUS AVE, COVINA, CA, 91722",True,Non_Exact,"1399 N CITRUS AVE, COVINA, CA, 91722",241245408.0,L,6.0,37.0,405900.0,2000.0,-117.89027,34.105545,Census
445.0,"540  DESERT WAY UNIT 5, PALM SPRINGS, CA, 92264",True,Exact,"540 DESERT WAY, PALM SPRINGS, CA, 92264",194764301.0,L,6.0,65.0,44804.0,1008.0,-116.508026,33.815132,Census
566.0,"71-066  TAMARISK LN, RANCHO MIRAGE, CA, 92270",True,ROOFTOP,,,,,,,,-116.42238590000002,33.780032399999996,Google
687.0,"475  SAN ANTONIO RD, LOS ALTOS, CA, 94022",True,ROOFTOP,,,,,,,,-122.1139437,37.3745135,Google
204.0,"6001  BOLLINGER CANYON RD, SAN RAMON, CA, 94583",True,Exact,"6001 BOLLINGER CANYON RD, SAN RAMON, CA, 94583",192093602.0,R,6.0,13.0,345111.0,1001.0,-121.95988999999999,37.761497,Census
325.0,"141  WILLOW ST STE R, LONG BEACH, CA, 90806",True,ROOFTOP,,,,,,,,-118.19126000000001,33.8055242,Google
446.0,"61  WHITE, BLOSSOM IRVINE, CA, 92620",True,RANGE_INTERPOLATED,,,,,,,,-117.75604080000001,33.6908261,Google
567.0,", , , nan",True,ROOFTOP,,,,,,,,-84.389488,33.791638,Google
688.0,"915  LINCOLN AVE, TEMPLETON, CA, 93465",True,Exact,"915 LINCOLN AVE, TEMPLETON, CA, 93465",645336049.0,L,6.0,79.0,12900.0,2038.0,-120.71391000000001,35.548595,Census
205.0,"63708 HWY 96, HAPPY CAMP, CA, 96039",True,Non_Exact,"63708 STATE HWY 96, HAPPY CAMP, CA, 96039",113268128.0,R,6.0,93.0,500.0,2018.0,-123.37456999999999,41.798706,Census
326.0,"23200  DEL LAGO DR, LAGUNA HILLS, CA, 92653",True,Non_Exact,"23200 DEL LAGO DR, LAGUNA HILLS, CA, 92653",144062218.0,L,6.0,59.0,62622.0,4007.0,-117.72684,33.62657,Census
447.0,"83957  INDIO BLVD, INDIO, CA, 92201",True,ROOFTOP,,,,,,,,-116.2004439,33.709677299999996,Google
568.0,"6034  ARLINGTON BLVD, RICHMOND, CA, 94805",True,Exact,"6034 ARLINGTON BLVD, RICHMOND, CA, 94805",192040197.0,R,6.0,13.0,362000.0,3006.0,-122.31958,37.947575,Census
689.0,"840  VIEWRIDGE DR, SAN MATEO, CA, 94403",True,Exact,"840 VIEWRIDGE DR, SAN MATEO, CA, 94403",192394919.0,R,6.0,81.0,607000.0,2020.0,-122.31366000000001,37.527159999999995,Census
206.0,"63708 HWY. 96, HAPPY CAMP, CA, 96039",True,Non_Exact,"63708 STATE HWY 96, HAPPY CAMP, CA, 96039",113268128.0,R,6.0,93.0,500.0,2018.0,-123.37456999999999,41.798706,Census
327.0,"674  FAIRPLEX DR, POMONA, CA, 91768",True,Exact,"674 FAIRPLEX DR, POMONA, CA, 91768",141729535.0,R,6.0,37.0,402406.0,1002.0,-117.787544,34.0624,Census
448.0,"1963 HWY 111, EL CENTRO, CA, 92243",True,Non_Exact,"1963 STATE RTE 111, EL CENTRO, CA, 92243",640431128.0,L,6.0,25.0,11300.0,2000.0,-115.50085,32.796852,Census
569.0,"43670  LISBON WAY, PALM DESERT, CA, 92211",True,Exact,"43670 LISBON WAY, PALM DESERT, CA, 92211",195045894.0,L,6.0,65.0,44911.0,2015.0,-116.30531,33.731556,Census
207.0,"40103 HIGHWAY 33, KETTLEMAN CITY, CA, 93239",True,RANGE_INTERPOLATED,,,,,,,,-120.047453,35.8907811,Google
328.0,"21720  SHERMAN WAY, CANOGA PARK, CA, 91303",True,Exact,"21720 SHERMAN WAY, CANOGA PARK, CA, 91303",141535127.0,L,6.0,37.0,134520.0,1002.0,-118.60189,34.201015000000005,Census
449.0,"1008 AVE M14  STE A D180, PALMDALE, CA, 93551",True,ROOFTOP,,,,,,,,-118.14843700000002,34.63272329999999,Google
208.0,"40103 HIGHWAY 33, KETTLEMAN CITY, CA, 93239",True,RANGE_INTERPOLATED,,,,,,,,-120.047453,35.8907811,Google
329.0,"1100  ARTESIA BLVD, COMPTON, CA, 90220",True,Non_Exact,"1100 W ARTESIA BLVD, COMPTON, CA, 90220",142816918.0,R,6.0,37.0,543202.0,4048.0,-118.2437,33.873928,Census
209.0,"200  G' STREET, PORTERVILLE, CA, 93257",True,ROOFTOP,,,,,,,,-119.02282959999998,36.061888200000006,Google
690.0,"9701  WILSHIRE BLVD STE 700, BEVERLY HILLS, CA, 90212",True,Exact,"9701 WILSHIRE BLVD, BEVERLY HILLS, CA, 90212",141571592.0,R,6.0,37.0,700801.0,3040.0,-118.40565,34.067074,Census
570.0,"7031  ROSEVILLE ROAD SUITE A, SACRAMENTO, CA, 95842",True,Exact,"7031 ROSEVILLE RD, SACRAMENTO, CA, 95842",133410444.0,L,6.0,67.0,7422.0,1000.0,-121.34093500000002,38.694508,Census
691.0,"2000  DURANT AVE  # 117, BERKELEY, CA, 94704",True,Exact,"2000 DURANT AVE, BERKELEY, CA, 94704",606280450.0,R,6.0,1.0,422900.0,1007.0,-122.270004,37.866405,Census
450.0,"4500  BEEMAN AVE, STUDIO CITY, CA, 91604",True,Exact,"4500 BEEMAN AVE, STUDIO CITY, CA, 91604",141563883.0,R,6.0,37.0,143400.0,2011.0,-118.4073,34.15253,Census
571.0,"16339  FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",True,Exact,"16339 FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",145002069.0,R,6.0,71.0,115.0,2037.0,-117.6783,33.954613,Census
692.0,"527  AIRPORT WAY, MANTECA, CA, 95337",True,Exact,"527 AIRPORT WAY, MANTECA, CA, 95337",133881642.0,R,6.0,77.0,5122.0,1009.0,-121.252205,37.793147999999995,Census
330.0,"777  HARBOR BLVD, LA HABRA, CA, 90631",True,Non_Exact,"777 N HARBOR BLVD, LA HABRA, CA, 90631",637381903.0,L,6.0,59.0,1401.0,4000.0,-117.93305,33.938666999999995,Census
451.0,"16309  SAN, JACINTO FOUNTAIN VALLEY, CA, 92708",True,ROOFTOP,,,,,,,,-117.9240077,33.726487299999995,Google
572.0,"16339  FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",True,Exact,"16339 FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",145002069.0,R,6.0,71.0,115.0,2037.0,-117.6783,33.954613,Census
693.0,"4912  BROOKGLEN WAY, CARMICHAEL, CA, 95608",True,Exact,"4912 BROOKGLEN WAY, CARMICHAEL, CA, 95608",133343437.0,R,6.0,67.0,7903.0,5001.0,-121.31812,38.655052000000005,Census
210.0,"6277  BALL RD., CYPRESS, CA, 90630",True,Exact,"6277 BALL RD, CYPRESS, CA, 90630",609077187.0,L,6.0,59.0,110109.0,4009.0,-118.02304,33.817209999999996,Census
331.0,"1100  ARTESIA BLVD, COMPTON, CA, 90220",True,Non_Exact,"1100 W ARTESIA BLVD, COMPTON, CA, 90220",142816918.0,R,6.0,37.0,543202.0,4048.0,-118.2437,33.873928,Census
452.0,"1611  BEVERLY GLEN BLVD, LOS ANGELES, CA, 90024",True,Non_Exact,"1611 S BEVERLY GLEN BLVD, LOS ANGELES, CA, 90024",141571318.0,R,6.0,37.0,265700.0,2009.0,-118.424995,34.059475,Census
573.0,"16339  FAIRFIELD RANCH ROAD, CHINO HILLS, CA, 91709",True,Exact,"16339 FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",145002069.0,R,6.0,71.0,115.0,2037.0,-117.6783,33.954613,Census
694.0,"2469  GENOA HIGHLANDS DR, GENOA, NV, 89411",True,Exact,"2469 GENOA HIGHLANDS DR, GENOA, NV, 89411",173755513.0,L,32.0,5.0,1900.0,1118.0,-119.83895,39.016357,Census
211.0,"901  CARPENTER RD STE 8, MODESTO, CA, 95351",True,Exact,"901 CARPENTER RD, MODESTO, CA, 95351",102621899.0,R,6.0,99.0,1500.0,4014.0,-121.03052,37.630054,Census
332.0,"1100  ARTESIA BLVD, COMPTON, CA, 90220",True,Non_Exact,"1100 W ARTESIA BLVD, COMPTON, CA, 90220",142816918.0,R,6.0,37.0,543202.0,4048.0,-118.2437,33.873928,Census
453.0,"7906  TARMA ST, LONG BEACH, CA, 90808",True,Non_Exact,"7906 E TARMA ST, LONG BEACH, CA, 90808",141746476.0,R,6.0,37.0,555202.0,2011.0,-118.07773999999999,33.81812,Census
574.0,"16339  FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",True,Exact,"16339 FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",145002069.0,R,6.0,71.0,115.0,2037.0,-117.6783,33.954613,Census
695.0,"2720  GRETTA LN, ANAHEIM, CA, 92806",True,Non_Exact,"2720 E GRETTA LN, ANAHEIM, CA, 92806",144026810.0,R,6.0,59.0,11714.0,1044.0,-117.87141000000001,33.85011,Census
212.0,"9662  WINTER GARDEN BLVD STE A, LAKESIDE, CA, 92040",True,Non_Exact,"9662 WINTER GARDENS BLVD, LAKESIDE, CA, 92040",639047340.0,L,6.0,73.0,16702.0,2002.0,-116.93109,32.85322,Census
333.0,"1100  ARTESIA BLVD, COMPTON, CA, 90220",True,Non_Exact,"1100 W ARTESIA BLVD, COMPTON, CA, 90220",142816918.0,R,6.0,37.0,543202.0,4048.0,-118.2437,33.873928,Census
454.0,"8363  RESEDA BLVD STE 205, NORTHRIDGE, CA, 91324",True,Exact,"8363 RESEDA BLVD, NORTHRIDGE, CA, 91324",141541564.0,L,6.0,37.0,115404.0,2009.0,-118.53608999999999,34.222057,Census
575.0,"16339  FAIRFIELD RANCH RD, CHINO HILLS, CA, 90274",True,Non_Exact,"16339 FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",145002069.0,R,6.0,71.0,115.0,2037.0,-117.6783,33.954613,Census
696.0,"1  WILLOWBROOK COURT SUITE 210, PETALUMA, CA, 94954",True,Exact,"1 WILLOWBROOK CT, PETALUMA, CA, 94954",67518547.0,R,6.0,97.0,151201.0,4027.0,-122.67128999999998,38.276512,Census
213.0,"135  POLK, COALINGA, CA, 93210",True,RANGE_INTERPOLATED,,,,,,,,-120.3644355,36.13630029999999,Google
334.0,"1100  ARTESIA BLVD, COMPTON, CA, 90220",True,Non_Exact,"1100 W ARTESIA BLVD, COMPTON, CA, 90220",142816918.0,R,6.0,37.0,543202.0,4048.0,-118.2437,33.873928,Census
455.0,"10524  VARIEL AVENUE, CHATSWORTH, CA, 91311",True,Exact,"10524 VARIEL AVE, CHATSWORTH, CA, 91311",141532027.0,R,6.0,37.0,113101.0,2002.0,-118.59293999999998,34.26153,Census
576.0,"16339  FAIRFIELD RANCH ROAD, CHINO HILLS, CA, 91709",True,Exact,"16339 FAIRFIELD RANCH RD, CHINO HILLS, CA, 91709",145002069.0,R,6.0,71.0,115.0,2037.0,-117.6783,33.954613,Census
697.0,"2720  GRETTA LN, ANAHEIM, CA, 92806",True,Non_Exact,"2720 E GRETTA LN, ANAHEIM, CA, 92806",144026810.0,R,6.0,59.0,11714.0,1044.0,-117.87141000000001,33.85011,Census
