id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lon,lat
142,"1131  MAIN ST, SANTA ANA, CA, 92707",True,Non_Exact,"1131 S MAIN ST, SANTA ANA, CA, 92707",631774851,L,06,059,074602,3016,-117.86773,33.734035
263,"8675  NAGLE AVE, PANORAMA CITY, CA, 91402",True,Exact,"8675 NAGLE AVE, PANORAMA CITY, CA, 91402",141551916,L,06,037,119700,2000,-118.4231,34.226894
384,", , , nan",False,,,,,,,,,,
143,"20021  VENTURA BLVD, WOODLAND HILLS, CA, 91364",True,Exact,"20021 VENTURA BLVD, WOODLAND HLS, CA, 91364",141553908,R,06,037,137501,2000,-118.56942,34.171513
264,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
385,", , , nan",False,,,,,,,,,,
144,"4370  ARCADIA DRIVE, SAN DIEGO, CA, 92103",True,Exact,"4370 ARCADIA DR, SAN DIEGO, CA, 92103",195341751,L,06,073,000201,1003,-117.17392,32.75729
265,"10100  CULVER BLVD STE D, CULVER CITY, CA, 90232",True,Exact,"10100 CULVER BLVD, CULVER CITY, CA, 90232",141575319,L,06,037,702501,1007,-118.397865,34.0196
386,"1149  HACIENDA BLVD., LA PUENTE, CA, 91744",False,,,,,,,,,,
145,"7667  SLAUSON AVE, CITY OF COMMERCE, CA, 90040",False,,,,,,,,,,
266,"4435  EASTGATE MALL STE 300, SAN DIEGO, CA, 92121",True,Exact,"4435 EASTGATE MALL, SAN DIEGO, CA, 92121",611519549,R,06,073,008339,1062,-117.210526,32.87852
387,"ONE  TOWNE SQUARE STE 1913, SOUTHFIELD, MI, 48076",False,,,,,,,,,,
146,"2420  GRANTLINE, RO TRACY, CA, 95376",False,,,,,,,,,,
267,"4435  EASTGATE MALL STE 300, SAN DIEGO, CA, 92121",True,Exact,"4435 EASTGATE MALL, SAN DIEGO, CA, 92121",611519549,R,06,073,008339,1062,-117.210526,32.87852
388,"111  VALLEJO STREET, SAN FRANCISCO, CA, 94111",True,Exact,"111 VALLEJO ST, SAN FRANCISCO, CA, 94111",192281147,L,06,075,010500,1022,-122.40026,37.799652
147,"2377  GOLD MEADOW WAY STE 100-13, GOLD RIVER, CA, 95670",True,Exact,"2377 GOLD MEADOW WAY, GOLD RIVER, CA, 95670",133347047,L,06,067,008703,1016,-121.261284,38.621887
268,"4435  EASTGATE MALL STE 310, SAN DIEGO, CA, 92121",True,Exact,"4435 EASTGATE MALL, SAN DIEGO, CA, 92121",611519549,R,06,073,008339,1062,-117.210526,32.87852
389,"235  MONTGOMERY ST FL 16TH, SAN FRANCISCO, CA, 94104",True,Exact,"235 MONTGOMERY ST, SAN FRANCISCO, CA, 94104",192281309,L,06,075,011700,1025,-122.40248,37.791412
148,"100  VIA JUANA LN, SANTA YNEZ, CA, 93460",True,Exact,"100 VIA JUANA LN, SANTA YNEZ, CA, 93460",108593119,R,06,083,001906,5013,-120.09335,34.603058
269,"15915  VENTURA BLVD.  PH2, ENCINO, CA, 91436",True,Exact,"15915 VENTURA BLVD, ENCINO, CA, 91436",141556679,R,06,037,141400,3010,-118.47969,34.155838
149,"100  VIA JUANA LN, SANTA YNEZ, CA, 93460",True,Exact,"100 VIA JUANA LN, SANTA YNEZ, CA, 93460",108593119,R,06,083,001906,5013,-120.09335,34.603058
40,"1056  LORRAINE DR, REDDING, CA, 96002",True,Exact,"1056 LORRAINE DR, REDDING, CA, 96002",126673767,L,06,089,011209,1011,-122.35157,40.548744
41,", , , nan",False,,,,,,,,,,
42,"8692  LA MESA BLVD, LA MESA, CA, 92041",False,,,,,,,,,,
43,"6602  ALONDRA BL, PARAMOUNT, CA, 90723",True,Exact,"6602 ALONDRA BLVD, PARAMOUNT, CA, 90723",241248735,R,06,037,553802,3013,-118.1821,33.889103
44,"907  ALTADENA DR, ALTADENA, CA, 91001",True,Non_Exact,"907 E ALTADENA DR, ALTADENA, CA, 91001",142735437,L,06,037,460100,3009,-118.13115,34.190273
45,"1080  MAIN ST, ALTURAS, CA, 96101",True,Non_Exact,"1080 N MAIN ST, ALTURAS, CA, 96101",127077944,R,06,049,000100,2054,-120.542564,41.493507
46,"6992  EL CAJON BLVD., SAN DIEGO, CA, 92115",False,,,,,,,,,,
47,"9030  NATIONAL BLVD, LOS ANGELES, CA, 90034",True,Exact,"9030 NATIONAL BLVD, LOS ANGELES, CA, 90034",141574807,L,06,037,269800,2005,-118.39234,34.03128
48,"4525  WARING RD., SAN DIEGO, CA, 92120",True,Exact,"4525 WARING RD, SAN DIEGO, CA, 92120",195322801,R,06,073,009705,3011,-117.0869,32.782852
49,"2501  LINCOLN, ANAHEIM, CA, 92800",False,,,,,,,,,,
390,"16351  SKYLINE BLVD, WOODSIDE, CA, 94062",False,,,,,,,,,,
270,"15  SOUTH TEMPLE  STE 900, SAL LAKE CITY, UT, 84101",False,,,,,,,,,,
391,"2341  EASTLAKE AVE, SEATTLE, WA, 98111",False,,,,,,,,,,
150,"100  VIA JUANA LN, SANTA YNEZ, CA, 93460",True,Exact,"100 VIA JUANA LN, SANTA YNEZ, CA, 93460",108593119,R,06,083,001906,5013,-120.09335,34.603058
271,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
392,"1990  CALIFORNIA BLVD. SUITE 20, WALNUT CREEK, CA, 94596",True,Non_Exact,"1990 N CALIFORNIA BLVD, WALNUT CREEK, CA, 94596",192050088,R,06,013,339002,3012,-122.06623,37.90761
151,"700  1ST ST, GILROY, CA, 95020",True,Exact,"700 1ST ST, GILROY, CA, 95020",122932013,L,06,085,512508,1003,-121.58123,37.013447
272,"17721  SEMINOLE WAY, YORBA LINDA, CA, 92886",True,Exact,"17721 SEMINOLE WAY, YORBA LINDA, CA, 92886",143996197,L,06,059,021820,1005,-117.825584,33.876
393,"ONE  TOWNE SQUARE SUITE 1913, SOUTHFIELD, MI, 48076",False,,,,,,,,,,
152,"18  CHAMPIONSHIP PKWY, HAWTHORN WOODS, IL, 60047",True,Exact,"18 CHAMPIONSHIP PKWY, HAWTHORN WOODS, IL, 60047",119759663,R,17,097,864101,3028,-88.067276,42.256695
273,"19001  TUBA ST, NORTHRIDGE, CA, 91324",True,Exact,"19001 TUBA ST, NORTHRIDGE, CA, 91324",141539558,R,06,037,111204,1016,-118.547104,34.25673
394,"100  THE EMBARCADERO, PENTHOUSE SAN FRANCISCO, CA, 94105",True,Non_Exact,"100 THE EMBARCADERO, SAN FRANCISCO, CA, 94105",192302073,L,06,075,061500,1003,-122.39247,37.793594
153,"3500  VIA REAL, CARPINTERIA, CA, 93013",False,,,,,,,,,,
274,"2699  WHITE RD STE 150, IRVINE, CA, 92614",True,Exact,"2699 WHITE RD, IRVINE, CA, 92614",144058346,L,06,059,075515,1170,-117.842834,33.67972
395,"2341  EASTLAKE, SEATTLE, WA, 98111",False,,,,,,,,,,
154,"777  TAHQUITZ CANYON  # 200-42, PALM SPRINGS, CA, 92262",False,,,,,,,,,,
275,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
396,"1242  MARKET STREET, FIFTH FLOOR SAN FRANCISCO, CA, 94102",True,Non_Exact,"1242 MARKET ST, SAN FRANCISCO, CA, 94102",192298615,R,06,075,012402,1006,-122.41533,37.77832
155,"2766  FORRESTER DR, LOS ANGELES, CA, 90064",True,Exact,"2766 FORRESTER DR, LOS ANGELES, CA, 90064",141573522,L,06,037,269000,2004,-118.40243,34.042244
276,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
397,"700  DEMAREE ST., VISALIA, CA, 93277",True,Non_Exact,"700 S DEMAREE ST, VISALIA, CA, 93277",202779189,L,06,107,002002,2002,-119.33175,36.324863
156,"429  PLUMB LANE, RENO, NV, 89509",True,Non_Exact,"429 W PLUMB LN, RENO, NV, 89509",107045439,R,32,031,000300,2024,-119.81215,39.50574
277,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
398,"8278  MIRAMAR ROAD, SAN DIEGO, CA, 92126",True,Exact,"8278 MIRAMAR RD, SAN DIEGO, CA, 92126",195661018,L,06,073,008350,1016,-117.14117,32.89071
157,"3133  FRONTERA WY STE 103, BURLINGAME, CA, 94010",True,Exact,"3133 FRONTERA WAY, BURLINGAME, CA, 94010",192374819,L,06,081,605000,4003,-122.40204,37.582577
278,"30  HUNTER LANE CAMP, HIL, PA, 17011",True,Non_Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
399,"1224  POLK STREET, SAN FRANCISCO, CA, 94109",True,Exact,"1224 POLK ST, SAN FRANCISCO, CA, 94109",192280660,R,06,075,012000,1006,-122.42019,37.788162
158,"6551  FRY ST, BELL GARDENS, CA, 90201",True,Exact,"6551 FRY ST, BELL GARDENS, CA, 90201",141695622,L,06,037,534001,3000,-118.14795,33.96509
279,"8675  NAGLE AVE, PANORAMA CITY, CA, 91402",True,Exact,"8675 NAGLE AVE, PANORAMA CITY, CA, 91402",141551916,L,06,037,119700,2000,-118.4231,34.226894
159,"301  TIPPECANOE AVENUE, SAN BERNARDINO, CA, 92408",True,Non_Exact,"301 S TIPPECANOE AVE, SAN BERNARDINO, CA, 92408",614818691,L,06,071,980100,1060,-117.259674,34.098022
50,"225  MAIN STREET, CHESTER, CA, 96020",False,,,,,,,,,,
51,"575  MARKET STREET, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671,L,06,075,061500,1016,-122.40078,37.789658
52,"2120  WILSHIRE BLVD,. STE. 200, SANTA MONICA, CA, 90403",True,Exact,"2120 WILSHIRE BLVD, SANTA MONICA, CA, 90403",141559369,R,06,037,701602,3014,-118.48151,34.032692
53,"6001  BOLILNGER CANYON ROAD, SAN RAMON, CA, 94583",True,Non_Exact,"6001 BOLLINGER CANYON RD, SAN RAMON, CA, 94583",192093602,R,06,013,345111,1001,-121.95989,37.761497
54,"575  MARKET ST, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671,L,06,075,061500,1016,-122.40078,37.789658
55,"6001  BOLLINGER CANYON RD, SAN RAMON, CA, 94583",True,Exact,"6001 BOLLINGER CANYON RD, SAN RAMON, CA, 94583",192093602,R,06,013,345111,1001,-121.95989,37.761497
56,"1294  DALTON STREET, TULARE, CA, 93274",True,Exact,"1294 DALTON ST, TULARE, CA, 93274",202824407,L,06,107,002904,1017,-119.321625,36.193478
57,"2505  PRIMROSE LANE, UPLAND, CA, 91786",True,Non_Exact,"2505 PRIMROSE LN, UPLAND, CA, 91784",144669031,L,06,071,000804,2005,-117.662506,34.15634
58,"8747  SHASTA LILY WAY, ELK GROVE, CA, 95758",False,,,,,,,,,,
59,"561  BUENA VISTA AVE, OXNARD, CA, 93030",True,Exact,"561 BUENA VISTA AVE, OXNARD, CA, 93030",110116661,R,06,111,009100,2001,-119.16269,34.196144
280,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,42,041,010203,2023,-76.916,40.258434
160,", , , nan",False,,,,,,,,,,
281,"10100  CULVER BLVD STE D, CULVER CITY, CA, 90232",True,Exact,"10100 CULVER BLVD, CULVER CITY, CA, 90232",141575319,L,06,037,702501,1007,-118.397865,34.0196
161,"10800  PICO BLVD STE 271, LOS ANGELES, CA, 90064",False,,,,,,,,,,
282,"4435  EASTGATE MALL STE 300, SAN DIEGO, CA, 92121",True,Exact,"4435 EASTGATE MALL, SAN DIEGO, CA, 92121",611519549,R,06,073,008339,1062,-117.210526,32.87852
162,"44951 US HWY 101, LAYTONVILLE, CA, 95454",True,Non_Exact,"44951 US HWY 101, LAYTONVILLE, CA, 95454",67304410,R,06,045,010200,5005,-123.48295,39.687553
283,"4435  EASTGATE MALL STE 300, SAN DIEGO, CA, 92121",True,Exact,"4435 EASTGATE MALL, SAN DIEGO, CA, 92121",611519549,R,06,073,008339,1062,-117.210526,32.87852
163,"2118  WINTERHAVEN DRIVE, WINTERHAVEN, CA, 92283",True,Non_Exact,"2118 W WINTERHAVEN DR, WINTERHAVEN, CA, 92283",636458842,L,06,025,940000,3042,-114.634674,32.73837
284,"4435  EASTGATE MALL STE 310, SAN DIEGO, CA, 92121",True,Exact,"4435 EASTGATE MALL, SAN DIEGO, CA, 92121",611519549,R,06,073,008339,1062,-117.210526,32.87852
164,"1542  SAN FERNANDO RD, SAN FERNANDO, CA, 91340",True,Exact,"1542 SAN FERNANDO RD, SAN FERNANDO, CA, 91340",241239105,R,06,037,320300,3008,-118.44719,34.288155
285,"15915  VENTURA BLVD.  PH2, ENCINO, CA, 91436",True,Exact,"15915 VENTURA BLVD, ENCINO, CA, 91436",141556679,R,06,037,141400,3010,-118.47969,34.155838
165,"2815  SUNSET BLVD STE 107, LOS ANGELES, CA, 90026",True,Exact,"2815 SUNSET BLVD, LOS ANGELES, CA, 90026",141615786,R,,,,,-118.27239,34.082264
286,"15  SOUTH TEMPLE  STE 900, SAL LAKE CITY, UT, 84101",False,,,,,,,,,,
166,"2221  SCENIC DR, MODESTO, CA, 95355",True,Exact,"2221 SCENIC DR, MODESTO, CA, 95355",640537563,L,,,,,-120.956535,37.653183
287,"30  HUNTER LANE, CAMP HILL, PA, 17011",True,Exact,"30 HUNTER LN, CAMP HILL, PA, 17011",60990261,L,,,,,-76.916,40.258434
167,"3266  CAHUENGA BLVD, LOS ANGELES, CA, 90068",True,Non_Exact,"3266 CAHUENGA BLVD E, LOS ANGELES, CA, 90068",142674711,R,06,037,189701,1012,-118.346344,34.128693
288,"17721  SEMINOLE WAY, YORBA LINDA, CA, 92886",True,Exact,"17721 SEMINOLE WAY, YORBA LINDA, CA, 92886",143996197,L,06,059,021820,1005,-117.825584,33.876
168,"71757  29 PALMS HWY  # D, TWENTYNINE PALMS, CA, 92277",False,,,,,,,,,,
289,"19001  TUBA ST, NORTHRIDGE, CA, 91324",True,Exact,"19001 TUBA ST, NORTHRIDGE, CA, 91324",141539558,R,06,037,111204,1016,-118.547104,34.25673
169,"11722  SALVIA ST, JURUPA VALLEY, CA, 91752",False,,,,,,,,,,
60,"1056  LORRAINE DR, REDDING, CA, 96002",True,Exact,"1056 LORRAINE DR, REDDING, CA, 96002",126673767,L,06,089,011209,1011,-122.35157,40.548744
61,", , , nan",False,,,,,,,,,,
62,"8692  LA MESA BLVD, LA MESA, CA, 92041",False,,,,,,,,,,
63,"6602  ALONDRA BL, PARAMOUNT, CA, 90723",True,Exact,"6602 ALONDRA BLVD, PARAMOUNT, CA, 90723",241248735,R,06,037,553802,3013,-118.1821,33.889103
64,"907  ALTADENA DR, ALTADENA, CA, 91001",True,Non_Exact,"907 E ALTADENA DR, ALTADENA, CA, 91001",142735437,L,06,037,460100,3009,-118.13115,34.190273
65,"1080  MAIN ST, ALTURAS, CA, 96101",True,Non_Exact,"1080 N MAIN ST, ALTURAS, CA, 96101",127077944,R,06,049,000100,2054,-120.542564,41.493507
66,"6992  EL CAJON BLVD., SAN DIEGO, CA, 92115",False,,,,,,,,,,
67,"9030  NATIONAL BLVD, LOS ANGELES, CA, 90034",True,Exact,"9030 NATIONAL BLVD, LOS ANGELES, CA, 90034",141574807,L,06,037,269800,2005,-118.39234,34.03128
68,"4525  WARING RD., SAN DIEGO, CA, 92120",True,Exact,"4525 WARING RD, SAN DIEGO, CA, 92120",195322801,R,06,073,009705,3011,-117.0869,32.782852
69,"2501  LINCOLN, ANAHEIM, CA, 92800",False,,,,,,,,,,
290,"2699  WHITE RD STE 150, IRVINE, CA, 92614",True,Exact,"2699 WHITE RD, IRVINE, CA, 92614",144058346,L,06,059,075515,1170,-117.842834,33.67972
170,"213  VERMONT AVE, LOS ANGELES, CA, 90004",False,,,,,,,,,,
291,"ONE  CVS DRIVE, WOONSOCKET, RI, 02895",False,,,,,,,,,,
171,"2334  FLETCHER DR, LOS ANGELES, CA, 90039",True,Exact,"2334 FLETCHER DR, LOS ANGELES, CA, 90039",638621536,R,06,037,187300,1013,-118.25764,34.105206
292,"ONE  CVS DR, WOONSOCKET, RI, 02895",False,,,,,,,,,,
172,"4213  MCHENRY AVE, MODESTO, CA, 95356",True,Exact,"4213 MCHENRY AVE, MODESTO, CA, 95356",644834776,L,06,099,000506,4009,-120.99449,37.698463
293,"2815  SUNSET BLVD STE 107, LOS ANGELES, CA, 90026",True,Exact,"2815 SUNSET BLVD, LOS ANGELES, CA, 90026",141615786,R,06,037,195600,4004,-118.27239,34.082264
173,"5621  BALBOA AVE, SAN DIEGO, CA, 92111",True,Exact,"5621 BALBOA AVE, SAN DIEGO, CA, 92111",195305046,R,06,073,008509,5003,-117.17998,32.819954
294,"2221  SCENIC DR, MODESTO, CA, 95355",True,Exact,"2221 SCENIC DR, MODESTO, CA, 95355",640537563,L,06,099,000905,2022,-120.956535,37.653183
174,"718  LA BREA AVE, INGLEWOOD, CA, 90302",False,,,,,,,,,,
295,"3266  CAHUENGA BLVD, LOS ANGELES, CA, 90068",True,Non_Exact,"3266 CAHUENGA BLVD E, LOS ANGELES, CA, 90068",142674711,R,06,037,189701,1012,-118.346344,34.128693
175,"2221  SCENIC DRIVE, MODESTO, CA, 95355",True,Exact,"2221 SCENIC DR, MODESTO, CA, 95355",640537563,L,06,099,000905,2022,-120.956535,37.653183
296,"71757  29 PALMS HWY  # D, TWENTYNINE PALMS, CA, 92277",False,,,,,,,,,,
176,"6311  VAN NUYS BLVD  # 418, VAN NUYS, CA, 91401",True,Exact,"6311 VAN NUYS BLVD, VAN NUYS, CA, 91401",141561058,L,06,037,128303,1003,-118.44872,34.185
297,"11722  SALVIA ST, JURUPA VALLEY, CA, 91752",False,,,,,,,,,,
177,"10750  GLENOAKS BLVD  # 2, PACOIMA, CA, 91331",True,Exact,"10750 GLENOAKS BLVD, PACOIMA, CA, 91331",141551302,R,06,037,980021,1019,-118.40154,34.26432
298,"213  VERMONT AVE, LOS ANGELES, CA, 90004",False,,,,,,,,,,
178,"7453  OAKWOOD AVE, LOS ANGELES, CA, 90036",True,Exact,"7453 OAKWOOD AVE, LOS ANGELES, CA, 90036",141598636,R,06,037,214000,1003,-118.35233,34.07824
299,"2334  FLETCHER DR, LOS ANGELES, CA, 90039",True,Exact,"2334 FLETCHER DR, LOS ANGELES, CA, 90039",638621536,R,06,037,187300,1013,-118.25764,34.105206
179,"1501  LINCOLN, ANAHEIM, CA, 92805",False,,,,,,,,,,
70,"225  MAIN STREET, CHESTER, CA, 96020",False,,,,,,,,,,
71,"575  MARKET STREET, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671,L,06,075,061500,1016,-122.40078,37.789658
72,"2120  WILSHIRE BLVD,. STE. 200, SANTA MONICA, CA, 90403",True,Exact,"2120 WILSHIRE BLVD, SANTA MONICA, CA, 90403",141559369,R,06,037,701602,3014,-118.48151,34.032692
73,"6001  BOLILNGER CANYON ROAD, SAN RAMON, CA, 94583",True,Non_Exact,"6001 BOLLINGER CANYON RD, SAN RAMON, CA, 94583",192093602,R,06,013,345111,1001,-121.95989,37.761497
74,"575  MARKET ST, SAN FRANCISCO, CA, 94105",True,Exact,"575 MARKET ST, SAN FRANCISCO, CA, 94105",192301671,L,06,075,061500,1016,-122.40078,37.789658
75,"6001  BOLLINGER CANYON RD, SAN RAMON, CA, 94583",True,Exact,"6001 BOLLINGER CANYON RD, SAN RAMON, CA, 94583",192093602,R,06,013,345111,1001,-121.95989,37.761497
76,"4747  FIRST STREET SUITE 140, FRESNO, CA, 93726",True,Non_Exact,"4747 N 1ST ST, FRESNO, CA, 93726",197575179,L,06,019,005302,2003,-119.7723,36.804035
77,"769  132ND AVE, HUDSON, WI, 54016",True,Exact,"769 132ND AVE, HUDSON, WI, 54016",110919953,R,55,109,120400,3060,-92.64706,45.05247
78,"310  4TH STREET STE 200, CHARLOTTESVILLE, VA, 22902",False,,,,,,,,,,
79,"18  TREMONT ST STE 530STE 530, BOSTON, MA, 02108",True,Exact,"18 TREMONT ST, BOSTON, MA, 02108",85709827,R,25,025,030300,3026,-71.05984,42.35901
180,"5067  LOGAN AVE, SAN DIEGO, CA, 92113",True,Exact,"5067 LOGAN AVE, SAN DIEGO, CA, 92113",195704918,R,06,073,003305,3000,-117.08634,32.696762
181,"3546  ADAMS ST, RIVERSIDE, CA, 92504",True,Exact,"3546 ADAMS ST, RIVERSIDE, CA, 92504",194740637,L,06,065,031501,2000,-117.421005,33.92901
182,"13134  DAY ST  # F301, MORENO VALLEY, CA, 92553",True,Exact,"13134 DAY ST, MORENO VALLEY, CA, 92553",194747312,L,06,065,042506,1029,-117.27876,33.929787
183,"1001  CENTRAL AVE, GLENDALE, CA, 91204",True,Non_Exact,"1001 S CENTRAL AVE, GLENDALE, CA, 91204",141610194,R,06,037,302401,2003,-118.257835,34.13483
184,"2801  ARTESIA BOULEVARD UNIT A, LONG BEACH, CA, 90805",False,,,,,,,,,,
185,"1294  DALTON STREET, TULARE, CA, 93274",True,Exact,"1294 DALTON ST, TULARE, CA, 93274",202824407,L,06,107,002904,1017,-119.321625,36.193478
186,"2505  PRIMROSE LANE, UPLAND, CA, 91786",True,Non_Exact,"2505 PRIMROSE LN, UPLAND, CA, 91784",144669031,L,06,071,000804,2005,-117.662506,34.15634
187,"8747  SHASTA LILY WAY, ELK GROVE, CA, 95758",False,,,,,,,,,,
188,"561  BUENA VISTA AVE, OXNARD, CA, 93030",True,Exact,"561 BUENA VISTA AVE, OXNARD, CA, 93030",110116661,R,06,111,009100,2001,-119.16269,34.196144
189,"1056  LORRAINE DR, REDDING, CA, 96002",True,Exact,"1056 LORRAINE DR, REDDING, CA, 96002",126673767,L,06,089,011209,1011,-122.35157,40.548744
80,"9371  IRVINE BOULEVARD, IRVINE, CA, 92618",False,,,,,,,,,,
81,"17831  SKY PARK CIRCLE STE H, IRVINE, CA, 92614",False,,,,,,,,,,
82,"503  DEL ORO AVE, DAVIS, CA, 95616",True,Exact,"503 DEL ORO AVE, DAVIS, CA, 95616",67696184,L,06,113,010509,1004,-121.75317,38.56503
83,"436  14TH ST. STE. 1220, OAKLAND, CA, 94612",True,Exact,"436 14TH ST, OAKLAND, CA, 94612",605991832,R,06,001,402900,1032,-122.27042,37.80405
84,"350  GRAND  FL AVE_25TH, LOS ANGELES, CA, 90071",False,,,,,,,,,,
85,"201  DOLORES AVENUE, SAN LEANDRO, CA, 94577",True,Exact,"201 DOLORES AVE, SAN LEANDRO, CA, 94577",125012312,R,06,001,432600,4000,-122.152626,37.72285
86,"1401  S ST STE 223, BAKERSFIELD, CA, 93301",False,,,,,,,,,,
87,"579  1ST ST, WEST SONOMA, CA, 95476",False,,,,,,,,,,
88,"579  1ST ST, W SONOMA, CA, 95476",False,,,,,,,,,,
89,"2857  CHIANTI AVE, MADERA, CA, 93637",True,Exact,"2857 CHIANTI AVE, MADERA, CA, 93637",102358260,R,06,039,000503,1054,-120.094826,36.946728
190,", , , nan",False,,,,,,,,,,
191,"8692  LA MESA BLVD, LA MESA, CA, 92041",False,,,,,,,,,,
192,"6602  ALONDRA BL, PARAMOUNT, CA, 90723",True,Exact,"6602 ALONDRA BLVD, PARAMOUNT, CA, 90723",241248735,R,06,037,553802,3013,-118.1821,33.889103
193,"907  ALTADENA DR, ALTADENA, CA, 91001",True,Non_Exact,"907 E ALTADENA DR, ALTADENA, CA, 91001",142735437,L,06,037,460100,3009,-118.13115,34.190273
194,"1080  MAIN ST, ALTURAS, CA, 96101",True,Non_Exact,"1080 N MAIN ST, ALTURAS, CA, 96101",127077944,R,06,049,000100,2054,-120.542564,41.493507
195,"6992  EL CAJON BLVD., SAN DIEGO, CA, 92115",False,,,,,,,,,,
196,"9030  NATIONAL BLVD, LOS ANGELES, CA, 90034",True,Exact,"9030 NATIONAL BLVD, LOS ANGELES, CA, 90034",141574807,L,06,037,269800,2005,-118.39234,34.03128
197,"4525  WARING RD., SAN DIEGO, CA, 92120",True,Exact,"4525 WARING RD, SAN DIEGO, CA, 92120",195322801,R,06,073,009705,3011,-117.0869,32.782852
198,"2501  LINCOLN, ANAHEIM, CA, 92800",False,,,,,,,,,,
199,"225  MAIN STREET, CHESTER, CA, 96020",False,,,,,,,,,,
90,"5314  VIA DOLORES, THOUSAND OAKS, CA, 91320",True,Exact,"5314 VIA DOLORES, THOUSAND OAKS, CA, 91320",110053240,R,06,111,005802,2011,-118.988365,34.170036
91,"15617  RISING RIVER PLACE, SAN DIEGO, CA, 92127",True,Exact,"15617 RISING RIVER PL, SAN DIEGO, CA, 92127",618670938,R,06,073,017030,1123,-117.148315,33.01964
92,"15024  HUNTINGTON GATE DR, POWAY, CA, 92064",True,Exact,"15024 HUNTINGTON GATE DR, POWAY, CA, 92064",624818804,R,06,073,017054,3000,-117.03004,32.98572
93,"4378  OTHELLO DR, FREMONT, CA, 94555",True,Exact,"4378 OTHELLO DR, FREMONT, CA, 94555",606840964,L,06,001,441521,1003,-122.05284,37.575176
94,"1620  5TH AVE STE 650, SAN DIEGO, CA, 92101",True,Exact,"1620 5TH AVE, SAN DIEGO, CA, 92101",637439588,L,06,073,005600,1002,-117.16022,32.722115
95,"4353  1ST ST, SAN JOSE, CA, 95134",False,,,,,,,,,,
96,"3473  MCKEE RD, SAN JOSE, CA, 95127",False,,,,,,,,,,
97,", , , nan",False,,,,,,,,,,
98,"74-495 HWY 111, PALM DESERT, CA, 92260",False,,,,,,,,,,
99,"3543  DEER CREST DR, DANVILLE, CA, 94506",True,Exact,"3543 DEER CREST DR, DANVILLE, CA, 94506",192080386,L,06,013,355112,2011,-121.881935,37.80852
