Unnamed: 0,IMPAQ_ID,REI,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip
1222,1222,OK402246,SHIDLER COUNTRY STORE,101 S COSDEN,,SHIDLER,OK,74652,36.78193431,-96.66130676,"101 S COSDEN  SHIDLER, OK 74652",Original,1222.0,,,Correct,"100 Cosden Ave, Shidler, OK 74652, USA",36.7818191,-96.6610089,Active,SHIDLER COUNTRY STORE,"100 Cosden Ave, Shidler, OK 74652, USA",36.7818191,-96.6610089,POINT (-96.6610089 36.7818191),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,100 COSDEN AVE,SHIDLER,OK,74652,OSAGE,OSAGE,1900406334,"SHIDLER COUNTRY STORE, INC.",LOETTA SMITH,,SHIDLER,OK,
1223,1223,OK402263,TWO RIVERS CASINO,101 WHITE EAGLE DR,,PONCA CITY,OK,74601,36.60630778,-97.08297937,"101 WHITE EAGLE DR  PONCA CITY, OK 74601",Original,1223.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,TWO RIVERS CASINO,"101 WHITE EAGLE DR PONCA CITY, OK 74601",36.60630778,-97.08297937,POINT (-97.08297937 36.60630778),No,1.743348696,,,Osage,Osage Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,KAY,KAY,,,,,,,
1224,1224,OK402416,SHIDLER COUNTRY STORE,106 S COSDEN,,SHIDLER,OK,74652,36.78187136,-96.66109092,"106 S COSDEN  SHIDLER, OK 74652",Original,1224.0,,,Correct,"100 Cosden Ave, Shidler, OK 74652, USA",36.7818191,-96.6610089,Active,SHIDLER COUNTRY STORE,"100 Cosden Ave, Shidler, OK 74652, USA",36.7818191,-96.6610089,POINT (-96.6610089 36.7818191),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,100 COSDEN AVE,SHIDLER,OK,74652,OSAGE,OSAGE,1900406334,"SHIDLER COUNTRY STORE, INC.",LOETTA SMITH,,SHIDLER,OK,
1225,1225,OK402445,TONKAWA SMOKE SHOP,10750 ALLEN DR,,TONKAWA,OK,74659,36.66768651,-97.26484022,"10750 ALLEN DR  TONKAWA, OK 74659",Original,1225.0,1.0,yes,Correct,Correct,Correct,Correct,Active,TONKAWA SMOKE SHOP,"10750 ALLEN DR TONKAWA, OK 74659",36.66768651,-97.26484022,POINT (-97.26484022 36.66768651),No,1.7773047519999998,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,KAY,KAY,,,,,,,
1226,1226,OK402469,J BAR S SALOON,109 S FIFTH ST,,BARNSDALL,OK,74002,36.56170834,-96.16170654,"109 S FIFTH ST  BARNSDALL, OK 74002",Original,1226.0,,,Correct,"109 5th St, Barnsdall, OK 74002, USA",36.5614606,-96.1616858,Active,J BAR S SALOON,"109 5th St, Barnsdall, OK 74002, USA",36.561460600000004,-96.1616858,POINT (-96.1616858 36.5614606),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,109 5TH ST,BARNSDALL,OK,74002,OSAGE,OSAGE,,,,,,,
1227,1227,OK402473,THE STORE #2,109 W OSAGE ST,,WYNONA,OK,74084,36.54624002,-96.32700188,"109 W OSAGE ST  WYNONA, OK 74084",Original,1227.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,THE STORE #2,"109 W OSAGE ST WYNONA, OK 74084",36.54624002,-96.32700188,POINT (-96.32700188 36.54624002),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,,,,,,,
1228,1228,OK402574,KEN'S STORE,11082 NEW PRUE RD,,PRUE,OK,74060,36.26748621,-96.25519106,"11082 NEW PRUE RD  PRUE, OK 74060",Original,1228.0,,,Correct,"23939 Prue Rd, Prue, OK 74060, USA",36.2679729,-96.2604553,Active,KEN'S STORE,"23939 Prue Rd, Prue, OK 74060, USA",36.2679729,-96.26045529999999,POINT (-96.26045529999999 36.2679729),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,23939  RD,PRUE,OK,74060,OSAGE,OSAGE,1900629744,"KEN\'S STORE, INC.",JACK Y GOREE,,TULSA,OK,
1229,1229,OK402889,NATIVE LIGHTS CASINO,12375 N HIGHWAY 77,,NEWKIRK,OK,74647,36.9756233,-97.04355308,"12375 N HIGHWAY 77  NEWKIRK, OK 74647",Original,1229.0,,,Correct,"Native Lights Casino, 12375 US-77, Newkirk, OK 74647, USA",36.9739984,-97.0451871,Active,NATIVE LIGHTS CASINO,"Native Lights Casino, 12375 US-77, Newkirk, OK 74647, USA",36.9739984,-97.04518709999999,POINT (-97.04518709999999 36.97399840000001),No,10.77145615,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,,NATIVE LIGHTS CASINO 12375 US-77,NEWKIRK,OK,74647,KAY,KAY,,,,,,,
1230,1230,OK402911,OTOE TRAVEL PLAZA,12501 N HWY 177,,NEWKIRK,OK,74647,35.724548,-97.0176291,"12501 N HWY 177  NEWKIRK, OK 74647",Google,1230.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,OTOE TRAVEL PLAZA,"12501 N HWY 177 NEWKIRK, OK 74647",35.724548,-97.0176291,POINT (-97.01762909999999 35.724548),No,39.00458984,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,KAY,KAY,,,,,,,
1231,1231,OK403245,KAW SMOKE SHOP,1535 E HUBBARD RD,,PONCA CITY,OK,74604,36.75347281,-97.06407562,"1535 E HUBBARD RD  PONCA CITY, OK 74604",Original,1231.0,,,Correct,Correct,Correct,Correct,Active,KAW SMOKE SHOP,"1535 E HUBBARD RD PONCA CITY, OK 74604",36.75347281,-97.06407562,POINT (-97.06407562 36.75347281),Yes,0.0,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,From Original List,,,,,,No changes,No changes,No changes,No changes,KAY,KAY,,,,,,,
1232,1232,OK403258,VELERO/THUNDERBIRD EXPRESS/AST GROCER,15730 E HWY 9,,NORMAN,OK,73026,35.23128061,-97.20750857,"15730 E HWY 9  NORMAN, OK 73026",Original,1232.0,1.0,maybe,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,VELERO/THUNDERBIRD EXPRESS/AST GROCER,"15730 E HWY 9 NORMAN, OK 73026",35.23128061,-97.20750857,POINT (-97.20750857 35.23128061),No,46.85222588,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,CLEVELAND,CLEVELAND,,,,,,,
1233,1233,OK403308,RED DEVIL SUPERETTE,161 S MAIN ST,,FAIRFAX,OK,74637,36.56996415,-96.70439328,"161 S MAIN ST  FAIRFAX, OK 74637",Original,1233.0,,,Correct,Correct,Correct,Correct,Active,RED DEVIL SUPERETTE,"161 S MAIN ST FAIRFAX, OK 74637",36.56996415,-96.70439328,POINT (-96.70439328000001 36.56996415),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,1900418126,"RED DEVIL SUPERETTE, INC.",ROCK REESE,,FAIRFAX,OK,
1234,1234,OK403545,HARRAH SMOKESHOP,19857 NE 23RD ST,,HARRAH,OK,73045,35.49352086,-97.17967594,"19857 NE 23RD ST  HARRAH, OK 73045",Original,1234.0,1.0,yes,AST SMOKE SHOP / HARRAH SMOKE SHOP,Correct,Correct,Correct,Active,AST SMOKE SHOP / HARRAH SMOKE SHOP,"19857 NE 23RD ST HARRAH, OK 73045",35.49352086,-97.17967594,POINT (-97.17967594 35.49352086),No,45.12638285,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OKLAHOMA,OKLAHOMA,,,,,,,
1235,1235,OK403673,OSAGE CASINO-PAWHUSKA,2017 E 15TH ST,,PAWHUSKA,OK,74036,36.6729385,-96.31457184,"2017 E 15TH ST  PAWHUSKA, OK 74036",Original,1235.0,,,Correct,"2017 E. 15th St &, OK-99, Pawhuska, OK 74056, USA",36.6735692,-96.3143599,Active,OSAGE CASINO-PAWHUSKA,"2017 E. 15th St &, OK-99, Pawhuska, OK 74056, USA",36.6735692,-96.3143599,POINT (-96.3143599 36.6735692),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,2017 E. 15TH ST & -99,PAWHUSKA,OK,74056,OSAGE,OSAGE,,,,,,,
1236,1236,OK403754,JIM'S PLACE,2072 CR 3575,,PAWHUSKA,OK,74056,36.91291152,-96.20121371,"2072 CR 3575  PAWHUSKA, OK 74056",Original,1236.0,,,Correct,Correct,Correct,Correct,Active,JIM'S PLACE,"2072 CR 3575 PAWHUSKA, OK 74056",36.91291152,-96.20121371,POINT (-96.20121371 36.91291152),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,1900348444,"JIM\'S PLACE, INC.",JAMES B. SMITH,,COLBERT,OK,
1237,1237,OK404105,KICKAPOO C STORE,25200 E HIGHWAY 62,,HARRAH,OK,73045,35.49263254,-97.11002207,"25200 E HIGHWAY 62  HARRAH, OK 73045",Original,1237.0,1.0,yes,Correct,"25200 US-62, Harrah, OK 73045, USA",35.4931324,-97.0845857,Active,KICKAPOO C STORE,"25200 US-62, Harrah, OK 73045, USA",35.49313239999999,-97.0845857,POINT (-97.08458570000001 35.49313239999999),No,38.94211706,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,25200 US-62,HARRAH,OK,73045,OKLAHOMA,LINCOLN,,,,,,,
1238,1238,OK404106,KICKAPOO CASINO,25230 E HIGHWAY 62,,HARRAH,OK,73045,35.49263254,-97.10989616,"25230 E HIGHWAY 62  HARRAH, OK 73045",Original,1238.0,1.0,yes,KICKAPOO CASINO HARRAH,"25230 US-62, Harrah, OK 73045, USA",35.4929867,-97.0833791,Active,KICKAPOO CASINO HARRAH,"25230 US-62, Harrah, OK 73045, USA",35.4929867,-97.0833791,POINT (-97.0833791 35.4929867),No,38.86273312,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,25230 US-62,HARRAH,OK,73045,OKLAHOMA,LINCOLN,,,,,,,
1239,1239,OK404259,TURTLE STOP,2M E JCT HWY 60 & 137,,WYANDOTTE,OK,74370,36.8051922,-94.7196624,"2M E JCT HWY 60 & 137  WYANDOTTE, OK 74370",Google,1239.0,1.0,yes,LUCKY TURTLE CASINO,"64499 US-60, Wyandotte, OK 74370, USA",36.804916,-94.7257353,Active,LUCKY TURTLE CASINO,"64499 US-60, Wyandotte, OK 74370, USA",36.804916,-94.7257353,POINT (-94.7257353 36.804916),No,11.06717482,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,64499 US-60,WYANDOTTE,OK,74370,OTTAWA,OTTAWA,,,,,,,
1240,1240,OK404333,OTTER STOP,301 S MAIN ST,,MIAMI,OK,74354,36.87047447,-94.87706888,"301 S MAIN ST  MIAMI, OK 74354",Original,1240.0,,,Correct,Correct,Correct,Correct,Active,OTTER STOP,"301 S MAIN ST MIAMI, OK 74354",36.87047447,-94.87706888,POINT (-94.87706888 36.87047447),No,0.635324104,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OTTAWA,OTTAWA,,,,,,,
1241,1241,OK404550,MARVIN'S FOODS,324 N EASTERN AVE,,HOMINY,OK,74035,36.41799672,-96.38948677,"324 N EASTERN AVE  HOMINY, OK 74035",Original,1241.0,,,Correct,Correct,Correct,Correct,Closed,MARVIN'S FOODS,"324 N EASTERN AVE HOMINY, OK 74035",36.41799672,-96.38948677,POINT (-96.38948677 36.41799672),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,2312213996,MARVIN\'S FOOD STORES,CHARLES VANN COMBS,,STILWELL,OK,
1242,1242,OK404596,BIG AL'S,3360 N 209TH WEST AVE STE A,,SAND SPRINGS,OK,74063,36.18427195,-96.22575626,"3360 N 209TH WEST AVE STE A  SAND SPRINGS, OK 74063",Original,1242.0,,,Correct,"3660 New Prue Rd, Sand Springs, OK 74063, USA",36.2075605,-96.2099508,Active,BIG AL'S,"3660 New Prue Rd, Sand Springs, OK 74063, USA",36.2075605,-96.20995079999999,POINT (-96.20995080000002 36.2075605),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,3660 NEW PRUE RD,SAND SPRINGS,OK,74063,TULSA,OSAGE,3512494263,BIG AL\'S,MOMTAZ BEGUM,,SAND SPRINGS,OK,
1243,1243,OK404802,MR BASS,4000 W ROGERS BLVD,,SKIATOOK,OK,74070,36.36856,-96.0302,"4000 W ROGERS BLVD  SKIATOOK, OK 74070",Original,1243.0,1.0,maybe,Correct,Correct,Correct,Correct,Active,MR BASS,"4000 W ROGERS BLVD SKIATOOK, OK 74070",36.368559999999995,-96.0302,POINT (-96.03019999999999 36.36856),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,TULSA,TULSA,1900390818,"MR. BASS, INC.",RON GIBSON,,SAND SPRINGS,OK,
1244,1244,OK404838,SEMINOLE FOOD MART,401 W STROTHER AVE,,SEMINOLE,OK,74868,35.23168327,-96.6747967,"401 W STROTHER AVE  SEMINOLE, OK 74868",Original,1244.0,,,Correct,"401 W Strothers Ave, Seminole, OK 74868, USA",35.2318149,-96.67504,Active,SEMINOLE FOOD MART,"401 W Strothers Ave, Seminole, OK 74868, USA",35.231814899999996,-96.67504,POINT (-96.67504 35.2318149),No,12.06947593,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,401 W STROTHERS AVE,SEMINOLE,OK,74868,SEMINOLE,SEMINOLE,,,,,,,
1245,1245,OK404906,GARRETTS COUNTRY STORE & GRILL,412 W SPRUCE AVE,,BARNSDALL,OK,74002,36.55713281,-96.15978058,"412 W SPRUCE AVE  BARNSDALL, OK 74002",Original,1245.0,,,Correct,Correct,Correct,Correct,Active,GARRETTS COUNTRY STORE & GRILL,"412 W SPRUCE AVE BARNSDALL, OK 74002",36.55713281,-96.15978058,POINT (-96.15978058 36.55713281),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,1912012407,"GARRETT\'S COUNTRY STORE & GRILL, INC.",SHELLY GARRETT,,BARNSDALL,OK,
1246,1246,OK404909,WOODRIDGE MARKET,4128 LAKE RD,,PONCA CITY,OK,74604,36.70910027,-97.0261782,"4128 LAKE RD  PONCA CITY, OK 74604",Original,1246.0,,,Correct,Correct,Correct,Correct,Active,WOODRIDGE MARKET,"4128 LAKE RD PONCA CITY, OK 74604",36.70910027,-97.0261782,POINT (-97.0261782 36.70910027),Yes,0.0,Kaw/Ponca,Kaw/Ponca joint-use OTSA,,,From Original List,,,,,,No changes,No changes,No changes,No changes,KAY,KAY,1900672547,WOODRIDGE MARKET,MOHAMMAD ALAM ZAIB,,EDMOND,OK,
1247,1247,OK404938,CHIEF LIQUOR,418 S W 15TH ST,,WAGONER,OK,74467,35.94417995,-95.38225539,"418 S W 15TH ST  WAGONER, OK 74467",Original,1247.0,1.0,yes,CHIEF LIQUORS,Correct,Correct,Correct,Active,CHIEF LIQUORS,"418 S W 15TH ST WAGONER, OK 74467",35.94417995,-95.38225539,POINT (-95.38225539 35.94417995),No,42.83844807,,,Osage,Osage Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,WAGONER,WAGONER,,,,,,,
1248,1248,OK405201,BILLY B'S OF HOMINY,501 E 1ST ST,,HOMINY,OK,74035,36.41466923,-96.38921698,"501 E 1ST ST  HOMINY, OK 74035",Original,1248.0,,,Correct,Correct,Correct,Correct,Active,BILLY B'S OF HOMINY,"501 E 1ST ST HOMINY, OK 74035",36.41466923,-96.38921698,POINT (-96.38921698 36.41466923),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,3512350871,BILLY B\'S OF HOMINY,ARTHUR JOHNSON Jr,,TULSA,OK,
1249,1249,OK405226,Z MART ENTERPRISES LLC,502 E MAIN ST,,HOMINY,OK,74035,36.41535271,-96.38850651,"502 E MAIN ST  HOMINY, OK 74035",Original,1249.0,,,Correct,Correct,Correct,Correct,Active,Z MART ENTERPRISES LLC,"502 E MAIN ST HOMINY, OK 74035",36.41535271,-96.38850651,POINT (-96.38850651 36.41535271),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,3512055401,Z MART ENTERPRISES LLC,Naveed Zafar,,Hominy,OK,
1250,1250,OK405262,CHOCTAW TR,505 N HIGHWAY 59,,HEAVENER,OK,74957,34.8885578,-94.6033558,"505 N HIGHWAY 59  HEAVENER, OK 74957",Google,1250.0,,,CHOCTAW TRAVEL PLAZA,"505 US-59, Heavener, OK 74937, USA",34.9106113,-94.6047896,Active,CHOCTAW TRAVEL PLAZA,"505 US-59, Heavener, OK 74937, USA",34.91061129999999,-94.60478959999999,POINT (-94.60478959999999 34.91061130000001),No,120.7212121,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,505 US-59,HEAVENER,OK,74937,LEFLORE,LE FLORE,,,,,,,
1251,1251,OK405342,HANDY'S GROCERY,521 EAST MAIN STREET,,PAWHUSKA,OK,74056,36.66277414,-96.33309028,"521 EAST MAIN STREET  PAWHUSKA, OK 74056",Original,1251.0,1.0,yes,Correct,Correct,Correct,Correct,Active,HANDY'S GROCERY,"521 EAST MAIN STREET PAWHUSKA, OK 74056",36.66277414,-96.33309028,POINT (-96.33309027999999 36.66277414),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,,,,,,,
1252,1252,OK405422,OSAGE TRAVEL PLAZA,5591 W ROGERS BLVD,,SKIATOOK,OK,74070,36.36967,-96.05348,"5591 W ROGERS BLVD  SKIATOOK, OK 74070",Original,1252.0,1.0,yes,Correct,"5591 W C Rogers Blvd, Skiatook, OK 74070, USA",36.369673,-96.0534843,Active,OSAGE TRAVEL PLAZA,"5591 W C Rogers Blvd, Skiatook, OK 74070, USA",36.369673,-96.0534843,POINT (-96.05348429999999 36.369673),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,5591 W C ROGERS BLVD,SKIATOOK,OK,74070,TULSA,OSAGE,,,,,,,
1253,1253,OK405432,KAW SOUTHWIND CASINO,5640 N LA CANN RD,,NEWKIRK,OK,74647,36.87724648,-97.03095359,"5640 N LA CANN RD  NEWKIRK, OK 74647",Original,1253.0,,,Correct,Correct,Correct,Correct,Active,KAW SOUTHWIND CASINO,"5640 N LA CANN RD NEWKIRK, OK 74647",36.87724648,-97.03095359,POINT (-97.03095359 36.87724648),No,4.974044725,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,KAY,KAY,,,,,,,
1254,1254,OK405607,FASTRIP #5,611 E STEVE OWENS BLVD,,MIAMI,OK,74954,36.87127285,-94.8710898,"611 E STEVE OWENS BLVD  MIAMI, OK 74954",Original,1254.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,FASTRIP #5,"611 E STEVE OWENS BLVD MIAMI, OK 74954",36.87127285,-94.8710898,POINT (-94.87108979999999 36.87127285),No,0.717929252,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OTTAWA,OTTAWA,2300344965,FASTRIP #5,REG OFFICE,,MIAMI,OK,
1255,1255,OK405622,OTTER 2,61475 E 100 RD,,MIAMI,OK,74354,36.87112198,-94.77848523,"61475 E 100 RD  MIAMI, OK 74354",Original,1255.0,1.0,yes,HIGH WINDS CASINO,Correct,Correct,Correct,Active,HIGH WINDS CASINO,"61475 E 100 RD MIAMI, OK 74354",36.87112198,-94.77848523,POINT (-94.77848523 36.87112198),No,6.496030888,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OTTAWA,OTTAWA,,,,,,,
1256,1256,OK405717,O-GAH-PAH CONVENIENCE CENTER,6590 S 580 RD,,MIAMI,OK,74354,36.91987422,-94.84198634,"6590 S 580 RD  MIAMI, OK 74354",Original,1256.0,,,Correct,Correct,Correct,Correct,Active,O-GAH-PAH CONVENIENCE CENTER,"6590 S 580 RD MIAMI, OK 74354",36.91987422,-94.84198634,POINT (-94.84198634000001 36.91987422),No,2.321357741,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OTTAWA,OTTAWA,,,,,,,
1257,1257,OK405754,DOWNSTREAM CASINO RESORT,69300 E NEE RD,,QUAPAW,OK,74363,36.99814219,-94.62477314,"69300 E NEE RD  QUAPAW, OK 74363",Original,1257.0,,,Correct,Correct,Correct,Correct,Active,DOWNSTREAM CASINO RESORT,"69300 E NEE RD QUAPAW, OK 74363",36.99814219,-94.62477314,POINT (-94.62477314 36.99814219),No,17.28400349,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OTTAWA,OTTAWA,,,,,,,
1258,1258,OK405761,EASTERN SHAWNEE TRAVEL CENTER,69721 E 100 RD,,WYANDOTTE,OK,74370,36.86897259,-94.62727326,"69721 E 100 RD  WYANDOTTE, OK 74370",Original,1258.0,,,Correct,Correct,Correct,Correct,Active,EASTERN SHAWNEE TRAVEL CENTER,"69721 E 100 RD WYANDOTTE, OK 74370",36.86897259,-94.62727326,POINT (-94.62727326 36.86897259),No,16.36316946,,,Miami/Peoria,Miami/Peoria joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,OTTAWA,OTTAWA,,,,,,,
1259,1259,OK406131,7 CLANS TRAVEL PLAZA #2,8401 HIGHWAY 177,,RED ROCK,OK,74651,36.48476241,-97.07033632,"8401 HIGHWAY 177  RED ROCK, OK 74651",Original,1259.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,7 CLANS TRAVEL PLAZA #2,"8401 HIGHWAY 177 RED ROCK, OK 74651",36.48476241,-97.07033632,POINT (-97.07033632 36.48476241),No,4.117094539,,,Osage,Osage Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,NOBLE,NOBLE,,,,,,,
1260,1260,OK406253,MAVERIC MINI MART #26,914 W 7TH ST,,PAWHUSKA,OK,74056,36.66572392,-96.35239872,"914 W 7TH ST  PAWHUSKA, OK 74056",Original,1260.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,MAVERIC MINI MART #26,"914 W 7TH ST PAWHUSKA, OK 74056",36.66572392,-96.35239872,POINT (-96.35239872 36.66572392),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,,,,,,,
1261,1261,OK406300,THE CROSSROADS,9445 STATE HWY 20 (NW CORNER HWY 20,,SKIATOOK,OK,74070,36.37493717,-96.09572331,"9445 STATE HWY 20 (NW CORNER HWY 20  SKIATOOK, OK 74070",Original,1261.0,,,Correct,"9445 OK-20, Skiatook, OK 74070, USA",36.3769517,-96.0995431,Active,THE CROSSROADS,"9445 OK-20, Skiatook, OK 74070, USA",36.376951700000006,-96.0995431,POINT (-96.09954310000001 36.37695170000001),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,9445 -20,SKIATOOK,OK,74070,TULSA,OSAGE,1910221491,THE CROSSROADS,THE CORPORATION COMPANY,,OKLAHOMA CITY,OK,
1262,1262,OK406332,KANZA TRAVEL PLAZA,9695 N HIGHWAY 177 I-35 EXIT 231,,BRAMAN,OK,74632,36.94046883,-97.3434769,"9695 N HIGHWAY 177 I-35 EXIT 231  BRAMAN, OK 74632",Original,1262.0,,,Correct,"9695 N Highway #177, Braman, OK 74632, USA",36.9399405,-97.3438202,Active,KANZA TRAVEL PLAZA,"9695 N Highway #177, Braman, OK 74632, USA",36.939940500000006,-97.34382020000001,POINT (-97.3438202 36.93994050000001),No,9.423289991,,,Kaw/Ponca,Kaw/Ponca joint-use OTSA,From Original List,,,,,,9695 N HIGHWAY # 177,BRAMAN,OK,74632,KAY,KAY,,,,,,,
1263,1263,OK406372,KUM & GO #,2101 E MAIN,,PAWHUSKA,OK,74056,36.6630979,-96.33774877,"2101 E MAIN  PAWHUSKA, OK 74056",Original,1263.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,KUM & GO #,"2101 E MAIN PAWHUSKA, OK 74056",36.6630979,-96.33774877,POINT (-96.33774877 36.6630979),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,,,,,,,
1264,1264,OK406583,SEMINOLE FOOD MART #61,401 W STROTHERS AVE,,SEMINOLE,OK,74868,35.231746,-96.6748945,"401 W STROTHERS AVE  SEMINOLE, OK 74868",Google,1264.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,SEMINOLE FOOD MART #61,"401 W STROTHERS AVE SEMINOLE, OK 74868",35.231746,-96.6748945,POINT (-96.67489449999999 35.231746),No,12.05999472,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,SEMINOLE,SEMINOLE,,,,,,,
1265,1265,OK406601,SEMINOLE NATION TRAVEL PLAZA,11267 N HIGHWAY 99,,SEMINOLE,OK,74868,35.19511,-96.67013,"11267 N HIGHWAY 99  SEMINOLE, OK 74868",Original,1265.0,,,Correct,Correct,Correct,Correct,Active,SEMINOLE NATION TRAVEL PLAZA,"11267 N HIGHWAY 99 SEMINOLE, OK 74868",35.19511,-96.67013,POINT (-96.67013 35.19511),No,11.754671,,,Creek/Seminole,Creek/Seminole joint-use OTSA,From Original List,,,,,,No changes,No changes,No changes,No changes,SEMINOLE,SEMINOLE,,,,,,,
1266,1266,OK406649,BOAT N TOTE,1670 OSAGE COVE ROAD,,BURBANK,OK,74633,36.72171573,-96.88968054,"1670 OSAGE COVE ROAD  BURBANK, OK 74633",Original,1266.0,0.0,,BOAT-N-TOTE,Correct,Correct,Correct,Active,BOAT-N-TOTE,"1670 OSAGE COVE ROAD BURBANK, OK 74633",36.72171573,-96.88968054,POINT (-96.88968054 36.72171573),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,,,,,,,
1267,1267,OK731625,DOLLAR GEN STORE #4474,1820 E MAIN ST,,PAWHUSKA,OK,74056,36.66739000000001,-96.3165,"1820 E MAIN ST  PAWHUSKA, OK 74056",Original,1267.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,DOLLAR GEN STORE #4474,"1820 E MAIN ST PAWHUSKA, OK 74056",36.667390000000005,-96.3165,POINT (-96.3165 36.66739000000001),Yes,0.0,Osage,Osage Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,OSAGE,OSAGE,,,,,,,
