address,block,countyfp,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res,FDA_match,id,FDA_dist_miles,FDA_coord,Niel_id,TDLinx Store Code,File Date,Store Status Indicator,bizname,Store Number,paddress1,pcity,pstate,pzip,Store Place Name,Store State FIPS Code ,Store County FIPS Code ,Store Country Name,Trade Channel Code,Sub-Channel Code,Number of Stores/Outlets Code,Chain Indicator,Area Code,Phone Number,Store Volume ,Weekly Volume (000s),Area of Selling Space ,Full Time Employee Equivalents,Number of Checkouts,TDLinx Account Code for the Owner/Company,Retail Family Code for the Owner/Company,Owner Name,Owner City,Owner State ,Owner State FIPS Code,Owner County FIPS Code,TDLinx Account Code for the Marketing Group ,Marketing Group Name,Non-Corporate Owned,paddress2,FDA_id
"2005 N 14th St Ste 110, Ponca City, OK, 74601",1000,71,36.726288,-97.06721,TRUE,Non_Exact,"2005 N 14TH ST, PONCA CITY, OK, 74601",R,40,115892347,202,Census,POINT (-97.06721 36.726288),TRUE,Kaw/Ponca,Kaw/Ponca joint-use OTSA,FALSE,,,GEOMETRYCOLLECTION EMPTY,515279,515279,20181116,O-Open Store,FOOD PYRAMID,68,2005 N 14TH ST STE 110,PONCA CITY,OK,74601,Ponca City,40,71,USA,05-Grocery,5-Supermarket-Conventional,G-51-100 Stores,C-Chain Store,580,7629537,"09-$12,000,001 to $16,000,000",250,38,92,10,197496,31070,RPCS Inc,Rogersville,MO,29,77,203238,Food Pyramid,N,,
"730 Broad St, Salamanca, NY, 14779",6005,9,42.159367,-78.7431,TRUE,Exact,"730 BROAD ST, SALAMANCA, NY, 14779",L,36,122063988,940300,Census,POINT (-78.7431 42.159367),TRUE,Allegany,Allegany Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1535160,1535160,20181116,O-Open Store,IROQUOIS GAS & GO,,730 BROAD ST,SALAMANCA,NY,14779,Salamanca,36,9,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,716,9452040,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"1115 S Mohave Ave, Parker, AZ, 85344",,,34.1472519,-114.2931677,TRUE,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.2931677 34.1472519),TRUE,Colorado River,Colorado River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,7425188,7425188,20181116,O-Open Store,RUNNING MAN,,1115 S MOHAVE AVE,PARKER,AZ,85344,Parker,4,12,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,5751513,"05-$2,000,001 to $4,000,000",40,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"28645 Airport Rd, Parker, AZ, 85344",,,34.154272,-114.272461,TRUE,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.272461 34.154272),TRUE,Colorado River,Colorado River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,7425197,7425197,20181116,O-Open Store,RUNNING MAN,2,28645 AIRPORT RD,PARKER,AZ,85344,Parker,4,12,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,,,"03-$1,000,001 to $1,500,000",25,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"721 Broad & Center St, Salamanca, NY, 14779",,,42.158835,-78.742351,TRUE,ROOFTOP,,,,,,Google,POINT (-78.742351 42.158835),TRUE,Allegany,Allegany Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1535158,1535158,20181116,O-Open Store,ANTONES II ISS,,721 BROAD & CENTER ST,SALAMANCA,NY,14779,Salamanca,36,9,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,716,9451237,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"19380 Tuolumne Rd N, Tuolumne, CA, 95379",,,37.9712768,-120.239033,TRUE,ROOFTOP,,,,,,Google,POINT (-120.239033 37.9712768),TRUE,Tuolumne,Tuolumne Rancheria,FALSE,,,GEOMETRYCOLLECTION EMPTY,3950781,3950781,20181116,O-Open Store,BEAR CREEK,,19380 TUOLUMNE RD N,TUOLUMNE,CA,95379,Tuolumne,6,109,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,209,9289391,"05-$2,000,001 to $4,000,000",70,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"12500 Hwy 96, Hoopa, CA, 95546",,,41.0627223,-123.6870819,TRUE,ROOFTOP,,,,,,Google,POINT (-123.6870819 41.0627223),TRUE,Hoopa Valley,Hoopa Valley Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1419039,1419039,20181116,O-Open Store,HOOPA MINI MART,,12500 HWY 96,HOOPA,CA,95546,Hoopa,6,23,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,530,6254341,"07-$6,000,001 to $8,000,000",150,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"9030 E Talking Stick Way, Scottsdale, AZ, 85250",,,33.5385703,-111.8871517,TRUE,RANGE_INTERPOLATED,,,,,,Google,POINT (-111.8871517 33.5385703),TRUE,Salt River,Salt River Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,7592423,7592423,20181116,O-Open Store,SHELL,,9030 E TALKING STICK WAY,SCOTTSDALE,AZ,85250,Scottsdale,4,13,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,C-Chain Store,480,5963800,"05-$2,000,001 to $4,000,000",60,2,0,0,999999,99999,Independent,,,,,96959,Shell,Y,,
"7001 W Sundust Rd, Chandler, AZ, 85226",,,33.2793413,-111.9624004,TRUE,ROOFTOP,,,,,,Google,POINT (-111.9624004 33.2793413),TRUE,Gila River,Gila River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1907442,1907442,20181116,O-Open Store,LOVES TRAVEL STOP,328,7001 W SUNDUST RD,CHANDLER,AZ,85226,Chandler,4,13,USA,07-Convenience Store,7-Conventional Convenience,J-201-500 Stores,C-Chain Store,520,7961185,"05-$2,000,001 to $4,000,000",70,3,0,0,24297,61110,Loves Country Stores Inc,Oklahoma City,OK,40,109,124669,Loves Travel Stop,N,,
"4231 W Riggs Rd, Chandler, AZ, 85248",,,33.2187088,-111.914989,TRUE,ROOFTOP,,,,,,Google,POINT (-111.914989 33.2187088),TRUE,Gila River,Gila River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,7547648,7547648,20181116,O-Open Store,SHELL,,4231 W RIGGS RD,CHANDLER,AZ,85248,Chandler,4,13,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,C-Chain Store,,,"05-$2,000,001 to $4,000,000",40,2,0,0,999999,99999,Independent,,,,,96959,Shell,Y,,
"34323 Valley Center Rd, Valley Center, CA, 92082",,,33.2779178,-116.9531849,TRUE,ROOFTOP,,,,,,Google,POINT (-116.9531849 33.2779178),TRUE,Rincon,Rincon Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1421327,1421327,20181116,O-Open Store,RINCON INDIAN RESERVATION MARKET,,34323 VALLEY CENTER RD,VALLEY CENTER,CA,92082,Valley Center,6,73,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,760,7491209,"03-$1,000,001 to $1,500,000",20,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"8823 E Chaparral Rd, Scottsdale, AZ, 85250",1077,13,33.509384,-111.887985,TRUE,Non_Exact,"8823 E CHAPARRAL RD, SCOTTSDALE, AZ, 85250",R,4,128969284,941300,Census,POINT (-111.887985 33.509384),TRUE,Salt River,Salt River Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1532027,1532027,20181116,O-Open Store,CHEVRON,203688,8823 E CHAPARRAL RD,SCOTTSDALE,AZ,85250,Scottsdale,4,13,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,C-Chain Store,480,9902004,"05-$2,000,001 to $4,000,000",40,3,0,0,999999,99999,Independent,,,,,97804,Chevron,Y,,
"27002 Hwy 395, Alturas, CA, 96101",,,41.5332396,-120.4657353,TRUE,ROOFTOP,,,,,,Google,POINT (-120.4657353 41.5332396),TRUE,XL Ranch,XL Ranch Rancheria,FALSE,,,GEOMETRYCOLLECTION EMPTY,7504706,7504706,20181116,O-Open Store,CHIMNEY ROCK TRAVEL CENTER,,27002 HWY 395,ALTURAS,CA,96101,Alturas,6,49,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,530,2332470,"06-$4,000,001 to $6,000,000",100,4,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"20 E State Route 260, Camp Verde, AZ, 86322",,,34.5552773,-111.8535515,TRUE,ROOFTOP,,,,,,Google,POINT (-111.8535515 34.5552773),TRUE,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1527733,1527733,20181116,O-Open Store,ERNIES MINI MART,,20 E STATE ROUTE 260,CAMP VERDE,AZ,86322,Camp Verde,4,25,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,5676270,"05-$2,000,001 to $4,000,000",40,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"9211 E Via De Ventura, Scottsdale, AZ, 85258",,,33.553079,-111.8821977,TRUE,ROOFTOP,,,,,,Google,POINT (-111.8821977 33.553079),TRUE,Salt River,Salt River Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1944897,1944897,20181116,O-Open Store,VENTURA MARKET GAS STATION,,9211 E VIA DE VENTURA,SCOTTSDALE,AZ,85258,Scottsdale,4,13,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,480,3621588,"07-$6,000,001 to $8,000,000",125,3,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"379 Martin Rd, Akron, NY, 14001",1020,37,43.054234,-78.451294,TRUE,Exact,"379 MARTIN RD, AKRON, NY, 14001",L,36,635581050,940100,Census,POINT (-78.45129399999998 43.054234),TRUE,Tonawanda,Tonawanda Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1816555,1816555,20181116,O-Open Store,WESTERN DOOR,,379 MARTIN RD,AKRON,NY,14001,Akron,36,37,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,716,5421750,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"2407 N Main St, Miami, OK, 74354",,,36.9040438,-94.8779957,TRUE,ROOFTOP,,,,,,Google,POINT (-94.8779957 36.9040438),TRUE,Miami/Peoria,Miami/Peoria joint-use OTSA,FALSE,,,GEOMETRYCOLLECTION EMPTY,1730193,1730193,20181116,O-Open Store,MURPHY USA,6867,2407 N MAIN ST,MIAMI,OK,74354,Miami,40,115,USA,07-Convenience Store,1-Gas Station/Kiosk,K-501+ Stores,C-Chain Store,918,5424450,,0,0,0,0,207665,25948,Murphy USA/Div 10430,El Dorado,AR,5,139,167240,Murphy USA,N,,
"Hwy 212, Ridgeview, SD, 57652",,,45.0859744,-100.8030182,TRUE,GEOMETRIC_CENTER,,,,,,Google,POINT (-100.8030182 45.0859744),TRUE,Cheyenne River,Cheyenne River Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,2227325,2227325,20181116,O-Open Store,TEDS SERVICE,,HWY 212,RIDGEVIEW,SD,57652,Ridgeview,46,41,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,605,7332415,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"5139 W Wildhorse Pass Blvd, Chandler, AZ, 85226",,,33.2775009,-111.9703209,TRUE,GEOMETRIC_CENTER,,,,,,Google,POINT (-111.9703209 33.2775009),TRUE,Gila River,Gila River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,3692310,3692310,20181116,O-Open Store,CHEVRON,,5139 W WILDHORSE PASS BLVD,CHANDLER,AZ,85226,Chandler,4,13,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,C-Chain Store,480,7177500,"08-$8,000,001 to $12,000,000",175,2,0,0,999999,99999,Independent,,,,,97804,Chevron,Y,,
"150435 Rio Vista Dr, Earp, CA, 92242",,,34.128595,-114.3689388,TRUE,ROOFTOP,,,,,,Google,POINT (-114.3689388 34.128595),TRUE,Colorado River,Colorado River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,3611539,3611539,20181116,O-Open Store,GREEN MART,,150435 RIO VISTA DR,EARP,CA,92242,Big River,6,71,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,760,6655298,"02-$500,001 to $1,000,000",10,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"125 Ehlers Way, Klamath, CA, 95548",,,41.5310847,-124.0406708,TRUE,ROOFTOP,,,,,,Google,POINT (-124.0406708 41.5310847),TRUE,Yurok,Yurok Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1912668,1912668,20181116,O-Open Store,PEM MEY FUEL MART,,125 EHLERS WAY,KLAMATH,CA,95548,Klamath,6,15,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,707,4823510,"03-$1,000,001 to $1,500,000",25,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"Hwy 225, Owyhee, NV, 89832",,,41.9429842,-116.0966133,TRUE,GEOMETRIC_CENTER,,,,,,Google,POINT (-116.0966133 41.9429842),TRUE,Duck Valley,Duck Valley Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1991650,1991650,20181116,O-Open Store,OUR GROCERY STORE GAS KIOSK,,HWY 225,OWYHEE,NV,89832,Owyhee,32,7,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,775,7573301,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"33740 Valley Center Rd, Valley Center, CA, 92082",1041,73,33.26443,-116.9539,TRUE,Exact,"33740 VALLEY CENTER RD, VALLEY CENTER, CA, 92082",R,6,612880055,19106,Census,POINT (-116.9539 33.26443),TRUE,Rincon,Rincon Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,7003852,7003852,20181116,O-Open Store,7 ELEVEN,39531,33740 VALLEY CENTER RD,VALLEY CENTER,CA,92082,Valley Center,6,73,USA,07-Convenience Store,7-Conventional Convenience,K-501+ Stores,C-Chain Store,760,7492562,"05-$2,000,001 to $4,000,000",50,2,0,0,208001,34690,7 Eleven Inc/South West,Irving,TX,48,113,95666,7 Eleven,Y,,
"101 Main St, Pine Ridge, SD, 57770",,,43.0214745,-102.5697005,TRUE,ROOFTOP,,,,,,Google,POINT (-102.5697005 43.0214745),TRUE,Pine Ridge,Pine Ridge Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1829597,1829597,20181116,O-Open Store,PINE RIDGE OIL,,101 MAIN ST,PINE RIDGE,SD,57770,Pine Ridge,46,102,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,605,8675743,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"1100 S California Ave, Parker, AZ, 85344",1037,12,34.149303,-114.2885,TRUE,Non_Exact,"1100 S CALIFORNIA AVE, PARKER, AZ, 85344",L,4,129602912,940200,Census,POINT (-114.2885 34.149303),TRUE,Colorado River,Colorado River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,634849,634849,20181116,O-Open Store,SHELL,,1100 S CALIFORNIA AVE,PARKER,AZ,85344,Parker,4,12,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,C-Chain Store,928,6698181,"05-$2,000,001 to $4,000,000",40,2,0,0,999999,99999,Independent,,,,,96959,Shell,Y,,
"2577 W Casa Blanca Rd, Bapchule, AZ, 85121",,,33.1177429,-111.8562055,TRUE,RANGE_INTERPOLATED,,,,,,Google,POINT (-111.8562055 33.1177429),TRUE,Gila River,Gila River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,692936,692936,20181116,O-Open Store,CASA BLANCA MARKET,,2577 W CASA BLANCA RD,BAPCHULE,AZ,85121,Bapchule,4,21,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,520,3154013,"03-$1,000,001 to $1,500,000",20,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"5 Hwy 70, San Carlos, AZ, 85550",,,33.3583419,-110.6687553,TRUE,ROOFTOP,,,,,,Google,POINT (-110.6687553 33.3583419),TRUE,San Carlos,San Carlos Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1538296,1538296,20181116,O-Open Store,CUTTER CONVENIENCE,,5 HWY 70,SAN CARLOS,AZ,85550,San Carlos,4,9,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,4757658,"05-$2,000,001 to $4,000,000",60,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"2 N Pipe Springs Rd, Fredonia, AZ, 86022",,,36.8974199,-112.7494456,TRUE,GEOMETRIC_CENTER,,,,,,Google,POINT (-112.7494456 36.8974199),TRUE,Kaibab,Kaibab Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1529331,1529331,20181116,O-Open Store,REDCLIFF CHEVRON,,2 N PIPE SPRINGS RD,FREDONIA,AZ,86022,Fredonia,4,15,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,C-Chain Store,928,6436040,"04-$1,500,001 to $2,000,000",30,1,0,0,999999,99999,Independent,,,,,97804,Chevron,Y,,
"5126 Garlow Rd, Lewiston, NY, 14092",1005,63,43.164436,-78.98357,TRUE,Exact,"5126 GARLOW RD, LEWISTON, NY, 14092",R,36,48694335,940001,Census,POINT (-78.98357 43.164436),TRUE,Tuscarora Nation,Tuscarora Nation Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1469436,1469436,20181116,O-Open Store,GARLOWS TRADING POST,,5126 GARLOW RD,LEWISTON,NY,14092,Lewiston,36,63,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,716,5313638,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"320 E Bluewater Dr, Parker, AZ, 85344",1071,12,34.16416,-114.28962,TRUE,Exact,"320 BLUEWATER DR, PARKER, AZ, 85344",L,4,129602678,940300,Census,POINT (-114.28962 34.16416),TRUE,Colorado River,Colorado River Indian Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,7415229,7415229,20181116,O-Open Store,QUICK E MINI MART,,320 E BLUEWATER DR,PARKER,AZ,85344,Parker,4,12,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,6691627,"05-$2,000,001 to $4,000,000",40,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"Hwy 73, Whiteriver, AZ, 85941",,,33.8370182,-109.9645749,TRUE,GEOMETRIC_CENTER,,,,,,Google,POINT (-109.9645749 33.8370182),TRUE,Fort Apache,Fort Apache Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1825334,1825334,20181116,O-Open Store,CANYON DAY CONVENIENCE,,HWY 73,WHITERIVER,AZ,85941,Whiteriver,4,7,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,3381326,"04-$1,500,001 to $2,000,000",35,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"650 Buck Hwy, Bayfield, CO, 81122",3039,67,37.12931,-107.62374,TRUE,Exact,"650 BUCK HWY, BAYFIELD, CO, 81122",R,8,91729176,940300,Census,POINT (-107.62374 37.12931),TRUE,Southern Ute,Southern Ute Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,638391,638391,20181116,O-Open Store,GIANT,6063,650 BUCK HWY,BAYFIELD,CO,81122,Bayfield,8,67,USA,07-Convenience Store,7-Conventional Convenience,K-501+ Stores,C-Chain Store,970,8849860,"05-$2,000,001 to $4,000,000",70,2,0,0,35581,31470,Giant Industries Inc,Tempe,AZ,4,13,400126,Giant,N,,
"1555 Hwy 69, Prescott, AZ, 86301",2099,25,34.548252,-112.445595,TRUE,Non_Exact,"1555 STATE RTE 69, PRESCOTT, AZ, 86301",R,4,608169920,500,Census,POINT (-112.445595 34.54825200000001),TRUE,Yavapai-Prescott,Yavapai-Prescott Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,687326,687326,20181116,O-Open Store,GOOD 2 GO,555,1555 HWY 69,PRESCOTT,AZ,86301,Prescott,4,25,USA,07-Convenience Store,7-Conventional Convenience,G-51-100 Stores,C-Chain Store,928,4452366,"04-$1,500,001 to $2,000,000",30,2,0,0,400661,53193,Good 2 Go Stores LLC,Idaho Falls,ID,16,19,402251,Good 2 Go,N,,
"15126 S Avenue B, Somerton, AZ, 85350",,,32.6107858,-114.6499024,TRUE,ROOFTOP,,,,,,Google,POINT (-114.6499024 32.6107858),TRUE,Cocopah,Cocopah Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,699785,699785,20181116,O-Open Store,COCOPAH CORNER,2,15126 S AVENUE B,SOMERTON,AZ,85350,Somerton,4,27,USA,07-Convenience Store,7-Conventional Convenience,B-2-3 Stores,I-Independent Store,928,3411444,"05-$2,000,001 to $4,000,000",50,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"604 E Prospect Ave, Ponca City, OK, 74601",,,36.7383019,-97.0765474,TRUE,ROOFTOP,,,,,,Google,POINT (-97.07654740000001 36.7383019),TRUE,Kaw/Ponca,Kaw/Ponca joint-use OTSA,FALSE,,,GEOMETRYCOLLECTION EMPTY,2770322,2770322,20181116,O-Open Store,J & K QUICK LUBE PHILLIPS 66,,604 E PROSPECT AVE,PONCA CITY,OK,74601,Ponca City,40,71,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,C-Chain Store,580,7622212,,0,0,0,0,999999,99999,Independent,,,,,97848,Phillips 66,Y,,
"2635 Barham Ave, Corning, CA, 96021",3031,103,39.875286,-122.20064,TRUE,Exact,"2635 BARHAM AVE, CORNING, CA, 96021",L,6,119421171,1100,Census,POINT (-122.20064 39.875286),TRUE,Paskenta,Paskenta Rancheria,FALSE,,,GEOMETRYCOLLECTION EMPTY,2033164,2033164,20181116,O-Open Store,CHEVRON,,2635 BARHAM AVE,CORNING,CA,96021,Corning,6,103,USA,07-Convenience Store,7-Conventional Convenience,D-6-10 Stores,C-Chain Store,530,8244990,"06-$4,000,001 to $6,000,000",100,1,0,0,115377,314,Mountain Counties Supply Co,Redding,CA,6,89,97804,Chevron,Y,,
"221 S Cooley Rd, Cibecue, AZ, 85911",,,34.0168672,-110.4792654,TRUE,GEOMETRIC_CENTER,,,,,,Google,POINT (-110.4792654 34.0168672),TRUE,Fort Apache,Fort Apache Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1831607,1831607,20181116,O-Open Store,CIBEQUE SHOPPING CENTER,,221 S COOLEY RD,CIBECUE,AZ,85911,Cibecue,4,17,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,3322500,"05-$2,000,001 to $4,000,000",60,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"11359 Route 20, Irving, NY, 14081",,,42.571851,-79.0939297,TRUE,ROOFTOP,,,,,,Google,POINT (-79.0939297 42.571851),TRUE,Cattaraugus,Cattaraugus Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1497556,1497556,20181116,O-Open Store,NATIVE PRIDE,,11359 ROUTE 20,IRVING,NY,14081,Irving,36,29,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,716,9345130,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"84051 Indio Blvd, Indio, CA, 92201",2057,65,33.707157,-116.19777,TRUE,Exact,"84051 INDIO BLVD, INDIO, CA, 92201",R,6,613818956,940400,Census,POINT (-116.19777 33.707157),TRUE,Cabazon,Cabazon Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,647034,647034,20181116,O-Open Store,ONE STOP SHOPPE,,84051 INDIO BLVD,INDIO,CA,92201,Indio,6,65,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,760,3473023,"04-$1,500,001 to $2,000,000",30,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"824 Main St & C St, Timber Lake, SD, 57656",,,45.4302184,-101.0738909,TRUE,RANGE_INTERPOLATED,,,,,,Google,POINT (-101.0738909 45.4302184),TRUE,Cheyenne River,Cheyenne River Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,685542,685542,20181116,O-Open Store,TIMBER LAKE SERVICE,,824 MAIN ST & C ST,TIMBER LAKE,SD,57656,Timber Lake,46,41,USA,07-Convenience Store,1-Gas Station/Kiosk,A-1 Store,I-Independent Store,605,8653666,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"25 Browns Rd, Alpine, CA, 91901",1088,73,32.84873,-116.683395,TRUE,Exact,"25 BROWNS RD, ALPINE, CA, 91901",L,6,195338374,21202,Census,POINT (-116.683395 32.84873),TRUE,Viejas,Viejas Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,1753608,1753608,20181116,O-Open Store,MAR TAR AWA RV PARK,,25 BROWNS RD,ALPINE,CA,91901,Alpine,6,73,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,619,4453275,"05-$2,000,001 to $4,000,000",40,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"2 N Chief Ave, Whiteriver, AZ, 85941",1042,17,33.833088,-109.965454,TRUE,Exact,"2 CHIEF AVE, WHITERIVER, AZ, 85941",R,4,172689152,940302,Census,POINT (-109.965454 33.833088),TRUE,Fort Apache,Fort Apache Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,700033,700033,20181116,O-Open Store,APACHE SERVICE STATION,,2 N CHIEF AVE,WHITERIVER,AZ,85941,Whiteriver,4,17,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,928,3384315,"06-$4,000,001 to $6,000,000",80,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"1115 E Prospect Ave, Ponca City, OK, 74601",2001,71,36.73857,-97.0723,TRUE,Non_Exact,"1115 E PROSPECT AVE, PONCA CITY, OK, 74601",R,40,115894035,202,Census,POINT (-97.0723 36.73857),TRUE,Kaw/Ponca,Kaw/Ponca joint-use OTSA,FALSE,,,GEOMETRYCOLLECTION EMPTY,1522862,1522862,20181116,O-Open Store,MURPHY USA,6607,1115 E PROSPECT AVE,PONCA CITY,OK,74601,Ponca City,40,71,USA,07-Convenience Store,1-Gas Station/Kiosk,K-501+ Stores,C-Chain Store,580,7635997,,0,0,0,0,207665,25948,Murphy USA/Div 10430,El Dorado,AR,5,139,167240,Murphy USA,N,,
"53 Co Rd 982, Arboles, CO, 81121",1131,7,37.0235,-107.41468,TRUE,Exact,"53 CO RD 982, ARBOLES, CO, 81121",L,8,127324702,940400,Census,POINT (-107.41468 37.0235),TRUE,Southern Ute,Southern Ute Reservation,FALSE,,,GEOMETRYCOLLECTION EMPTY,996182,996182,20181116,O-Open Store,PIEDRA PEAK GENERAL STORE,,53 CO RD 982,ARBOLES,CO,81121,Arboles,8,7,USA,07-Convenience Store,7-Conventional Convenience,A-1 Store,I-Independent Store,970,8832395,"05-$2,000,001 to $4,000,000",40,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
