address,block,countyfp,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res,FDA_match,id,FDA_dist_miles,FDA_coord,Niel_id,TDLinx Store Code,File Date,Store Status Indicator,bizname,Store Number,paddress1,pcity,pstate,pzip,Store Place Name,Store State FIPS Code ,Store County FIPS Code ,Store Country Name,Trade Channel Code,Sub-Channel Code,Number of Stores/Outlets Code,Chain Indicator,Area Code,Phone Number,Store Volume ,Weekly Volume (000s),Area of Selling Space ,Full Time Employee Equivalents,Number of Checkouts,TDLinx Account Code for the Owner/Company,Retail Family Code for the Owner/Company,Owner Name,Owner City,Owner State ,Owner State FIPS Code,Owner County FIPS Code,TDLinx Account Code for the Marketing Group ,Marketing Group Name,Non-Corporate Owned,paddress2,FDA_id
"4996 W Rogers Blvd, Skiatook, OK, 74070",2064.0,113.0,36.368595,-96.03971,True,Exact,"4996 W ROGERS BLVD, SKIATOOK, OK, 74070",L,40.0,82388180.0,940010.0,Census,POINT (-96.03971 36.368595),True,Osage,Osage Reservation,True,,0.563946021185852,GEOMETRYCOLLECTION EMPTY,1581255.0,1581255,20181116,O-Open Store,OSAGE TRADING CO,,4996 W ROGERS BLVD,SKIATOOK,OK,74070,Skiatook,40,113,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,918.0,3963675.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1414.0
"109 S Main St, Kooskia, ID, 83539",3012.0,49.0,46.138863,-115.97876000000001,True,Exact,"109 MAIN ST, KOOSKIA, ID, 83539",R,16.0,195883245.0,940000.0,Census,POINT (-115.97876 46.138863),True,Nez Perce,Nez Perce Reservation,True,,0.006758757236848523,GEOMETRYCOLLECTION EMPTY,1526473.0,1526473,20181116,O-Open Store,PURPLE FEATHER SMOKE SHOP,,109 S MAIN ST,KOOSKIA,ID,83539,Kooskia,16,49,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,208.0,9267356.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,494.0
"5318 Chief Brown Ln, Darrington, WA, 98241",,,48.3200381,-121.55297759999998,True,ROOFTOP,,,,,,Google,POINT (-121.5529776 48.3200381),True,Sauk-Suiattle,Sauk-Suiattle Reservation,True,,0.08020242570247439,GEOMETRYCOLLECTION EMPTY,2227294.0,2227294,20181116,O-Open Store,TWO RIVERS SMOKE SHOP,,5318 CHIEF BROWN LN,DARRINGTON,WA,98241,Darrington,53,57,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,360.0,4362105.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1736.0
"597 Peace Pipe Rd, Lac du Flambeau, WI, 54538",1258.0,125.0,45.970515999999996,-89.89248,True,Exact,"597 PEACE PIPE RD, LAC DU FLAMBEAU, WI, 54538",L,55.0,165565869.0,940000.0,Census,POINT (-89.89248000000001 45.970516),True,Lac du Flambeau,Lac du Flambeau Reservation,True,,0.2514071483429645,GEOMETRYCOLLECTION EMPTY,2075374.0,2075374,20181116,O-Open Store,LDF SMOKE SHOP,,597 PEACE PIPE RD,LAC DU FLAMBEAU,WI,54538,Lac du Flambeau,55,125,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,715.0,5889510.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1880.0
"2990 S Curry St, Carson City, NV, 89703",2016.0,510.0,39.13982,-119.77045,True,Non_Exact,"2990 S CURRY ST, CARSON CITY, NV, 89703",R,32.0,640435849.0,300.0,Census,POINT (-119.77045 39.13982),True,Carson,Carson Colony,True,,0.006955836455403261,GEOMETRYCOLLECTION EMPTY,1471801.0,1471801,20181116,O-Open Store,WASHOE ONE STOP,62,2990 S CURRY ST,CARSON CITY,NV,89703,Carson City,32,510,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,775.0,8859550.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1014.0
"10 Havasu Lake Rd, Needles, CA, 92363",2103.0,71.0,34.504073999999996,-114.39858000000001,True,Exact,"10 HAVASU LAKE RD, NEEDLES, CA, 92363",R,6.0,625707352.0,25100.0,Census,POINT (-114.39858 34.504074),True,Chemehuevi,Chemehuevi Reservation,True,,7805.497760270316,GEOMETRYCOLLECTION EMPTY,3569850.0,3569850,20181116,O-Open Store,HAVASU LANDING MARKET,,10 HAVASU LAKE RD,NEEDLES,CA,92363,Needles,6,71,USA,05-Grocery,4-Superette,A-1 Store,I-Independent Store,760.0,8584593.0,"03-$1,000,001 to $1,500,000",27,3,11,2,999999,99999,Independent,,,,,555555,No Group Assignment,N,,353.0
"449 Shanks Rd, Basom, NY, 14013",1022.0,37.0,43.05065,-78.445114,True,Exact,"449 SHANKS RD, BASOM, NY, 14013",L,36.0,48146127.0,940100.0,Census,POINT (-78.445114 43.05065),True,Tonawanda,Tonawanda Reservation,True,,0.01803525255388184,GEOMETRYCOLLECTION EMPTY,2911985.0,2911985,20181116,O-Open Store,SMOKE RINGS,,449 SHANKS RD,BASOM,NY,14013,Basom,36,37,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,5424169.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1174.0
"1535 E Hubbard Rd, Ponca City, OK, 74604",1164.0,71.0,36.753025,-97.0649,True,Non_Exact,"1535 E HUBBARD RD, PONCA CITY, OK, 74604",R,40.0,115898001.0,600.0,Census,POINT (-97.06489999999999 36.753025),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA,True,,0.06128418979318912,GEOMETRYCOLLECTION EMPTY,1615737.0,1615737,20181116,O-Open Store,KAW SMOKE SHOP,,1535 E HUBBARD RD,PONCA CITY,OK,74604,Ponca City,40,71,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,580.0,7630722.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1232.0
"11404 Erie Rd, Irving, NY, 14081",,,42.579133,-79.1070676,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-79.10706759999999 42.579133),True,Cattaraugus,Cattaraugus Reservation,True,,0.09705452265791545,GEOMETRYCOLLECTION EMPTY,1532792.0,1532792,20181116,O-Open Store,FIRST AMERICAN TOBACCO,,11404 ERIE RD,IRVING,NY,14081,Irving,36,29,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,9347032.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1187.0
"8001 E Mckellips Rd, Scottsdale, AZ, 85257",,,33.4506126,-111.90841999999999,True,ROOFTOP,,,,,,Google,POINT (-111.90842 33.4506126),True,Salt River,Salt River Reservation,True,,0.04202958413609783,GEOMETRYCOLLECTION EMPTY,846075.0,846075,20181116,O-Open Store,ON AUK MOR INDIAN SMOKE SHOP,2,8001 E MCKELLIPS RD,SCOTTSDALE,AZ,85257,Scottsdale,4,13,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,D-6-10 Stores,C-Chain Store,480.0,9490971.0,,0,0,0,0,103071,24270,On Auk Mor,Scottsdale,AZ,4.0,13.0,555555,No Group Assignment,N,,159.0
"200 W State St, Salamanca, NY, 14779",4004.0,9.0,42.162777,-78.72126,True,Exact,"200 W STATE ST, SALAMANCA, NY, 14779",R,36.0,122025546.0,940300.0,Census,POINT (-78.72126 42.162777),True,Allegany,Allegany Reservation,True,,1.7940582646959908,GEOMETRYCOLLECTION EMPTY,7364463.0,7364463,20181116,O-Open Store,SENECA ADVANTAGE,,200 W STATE ST,SALAMANCA,NY,14779,Salamanca,36,9,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,9451200.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1196.0
"1031 Ledge Rd, Basom, NY, 14013",1027.0,37.0,43.04524,-78.415146,True,Exact,"1031 LEDGE RD, BASOM, NY, 14013",L,36.0,48146132.0,940100.0,Census,POINT (-78.41514599999999 43.04524),True,Tonawanda,Tonawanda Reservation,True,,0.027464186316554173,GEOMETRYCOLLECTION EMPTY,1469065.0,1469065,20181116,O-Open Store,TOTEM POLE SMOKE,,1031 LEDGE RD,BASOM,NY,14013,Basom,36,37,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,5421183.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1175.0
"9716 W F St, Worley, ID, 83876",,,47.4005625,-116.91723219999999,True,ROOFTOP,,,,,,Google,POINT (-116.9172322 47.4005625),True,Coeur d'Alene,Coeur d'Alene Reservation,True,,0.01244726733787248,GEOMETRYCOLLECTION EMPTY,1665144.0,1665144,20181116,O-Open Store,CHEAP SMOKES,,9716 W F ST,WORLEY,ID,83876,Worley,16,55,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,208.0,6867071.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,465.0
"597 Milestrip Rd, Irving, NY, 14081",1011.0,29.0,42.573741999999996,-79.08485,True,Exact,"597 MILESTRIP RD, IRVING, NY, 14081",R,36.0,48323333.0,940000.0,Census,POINT (-79.08485 42.573742),True,Cattaraugus,Cattaraugus Reservation,True,,0.1281297604170876,GEOMETRYCOLLECTION EMPTY,1469267.0,1469267,20181116,O-Open Store,BIG INDIAN SMOKE SHOP,,597 MILESTRIP RD,IRVING,NY,14081,Irving,36,29,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,9340370.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1133.0
"7060 Poodry Rd, Basom, NY, 14013",1003.0,37.0,43.07255,-78.43034,True,Exact,"7060 POODRY RD, BASOM, NY, 14013",L,36.0,48146009.0,940100.0,Census,POINT (-78.43034 43.07255),True,Tonawanda,Tonawanda Reservation,True,,0.03638359498692002,GEOMETRYCOLLECTION EMPTY,2222792.0,2222792,20181116,O-Open Store,WOLVES DEN,,7060 POODRY RD,BASOM,NY,14013,Basom,36,37,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,5429347.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1110.0
"316 Center St, Salamanca, NY, 14779",4026.0,9.0,42.16484000000001,-78.744644,True,Exact,"316 CENTER ST, SALAMANCA, NY, 14779",R,36.0,122063027.0,940300.0,Census,POINT (-78.74464399999999 42.16484000000001),True,Allegany,Allegany Reservation,True,,0.4761904244815304,GEOMETRYCOLLECTION EMPTY,1541936.0,1541936,20181116,O-Open Store,BROAD STREET SMOKE SHOP,,316 CENTER ST,SALAMANCA,NY,14779,Salamanca,36,9,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,9459900.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1069.0
"1919 Main Ave, Saint Maries, ID, 83861",2032.0,9.0,47.316044,-116.58013000000001,True,Exact,"1919 MAIN AVE, ST MARIES, ID, 83861",L,16.0,192859559.0,940000.0,Census,POINT (-116.58013 47.316044),True,Coeur d'Alene,Coeur d'Alene Reservation,True,,0.04753104635492398,GEOMETRYCOLLECTION EMPTY,1469881.0,1469881,20181116,O-Open Store,THE SMOKE SHOP,,1919 MAIN AVE,SAINT MARIES,ID,83861,Saint Maries,16,9,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,208.0,2454720.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,506.0
"1325 Upper Mountain Rd, Lewiston, NY, 14092",1001.0,63.0,43.171436,-78.982445,True,Exact,"1325 UPPER MOUNTAIN RD, LEWISTON, NY, 14092",L,36.0,48685683.0,940001.0,Census,POINT (-78.982445 43.171436),True,Tuscarora Nation,Tuscarora Nation Reservation,True,,0.8900777060929583,GEOMETRYCOLLECTION EMPTY,1468557.0,1468557,20181116,O-Open Store,RANDYS SMOKE SHOP,,1325 UPPER MOUNTAIN RD,LEWISTON,NY,14092,Lewiston,36,63,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,2975636.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1178.0
"2293 Saunders Settlement Rd, Sanborn, NY, 14132",2007.0,63.0,43.143238000000004,-78.922775,True,Exact,"2293 SAUNDERS SETTLEMENT RD, SANBORN, NY, 14132",L,36.0,48688073.0,940001.0,Census,POINT (-78.922775 43.143238),True,Tuscarora Nation,Tuscarora Nation Reservation,True,,1.805932171215141,GEOMETRYCOLLECTION EMPTY,971080.0,971080,20181116,O-Open Store,SMOKIN JOES,9,2293 SAUNDERS SETTLEMENT RD,SANBORN,NY,14132,Sanborn,36,63,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,D-6-10 Stores,C-Chain Store,716.0,2619293.0,,0,0,0,0,115467,323,Smokin Joes HQ,Sanborn,NY,36.0,63.0,555555,No Group Assignment,N,,1179.0
"986 Bloomingdale Rd, Basom, NY, 14013",1016.0,37.0,43.067474,-78.41696999999998,True,Exact,"986 BLOOMINGDALE RD, BASOM, NY, 14013",R,36.0,48146067.0,940100.0,Census,POINT (-78.41696999999998 43.067474),True,Tonawanda,Tonawanda Reservation,True,,0.029575306638996487,GEOMETRYCOLLECTION EMPTY,1497537.0,1497537,20181116,O-Open Store,THE REZ SMOKE SHOP,,986 BLOOMINGDALE RD,BASOM,NY,14013,Basom,36,37,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,5422887.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1172.0
"10115 E Mcdowell Rd, Scottsdale, AZ, 85256",3000.0,13.0,33.46578,-111.86336499999999,True,Exact,"10115 E MCDOWELL RD, SCOTTSDALE, AZ, 85256",R,4.0,128233470.0,941300.0,Census,POINT (-111.863365 33.46578),True,Salt River,Salt River Reservation,True,,0.07606964040730264,GEOMETRYCOLLECTION EMPTY,846069.0,846069,20181116,O-Open Store,ON AUK MOR INDIAN SMOKE SHOP,1,10115 E MCDOWELL RD,SCOTTSDALE,AZ,85256,Scottsdale,4,13,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,D-6-10 Stores,C-Chain Store,480.0,9454116.0,,0,0,0,0,103071,24270,On Auk Mor,Scottsdale,AZ,4.0,13.0,555555,No Group Assignment,N,,158.0
"525 S 8th St, Fairfax, OK, 74637",5115.0,113.0,36.565709999999996,-96.71036,True,Exact,"525 S 8TH ST, FAIRFAX, OK, 74637",L,40.0,82319694.0,940003.0,Census,POINT (-96.71035999999999 36.56571),True,Osage,Osage Reservation,True,,0.022085733369228915,GEOMETRYCOLLECTION EMPTY,1528190.0,1528190,20181116,O-Open Store,FAIRFAX SMOKE SHOP,,525 S 8TH ST,FAIRFAX,OK,74637,Fairfax,40,113,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,918.0,6423845.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1451.0
"4231 W Riggs Rd, Chandler, AZ, 85248",,,33.2187088,-111.91498899999999,True,ROOFTOP,,,,,,Google,POINT (-111.914989 33.2187088),True,Gila River,Gila River Indian Reservation,True,,3.1709232485669245,GEOMETRYCOLLECTION EMPTY,700028.0,700028,20181116,O-Open Store,AKIMEL SMOKE SHOP,,4231 W RIGGS RD,CHANDLER,AZ,85248,Sun Lakes,4,13,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,520.0,7962171.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,42.0
"103 Rooseveltown Rd, Hogansburg, NY, 13655",1030.0,33.0,44.97714600000001,-74.71505,True,Exact,"103 ROOSEVELTOWN RD, HOGANSBURG, NY, 13655",L,36.0,639214197.0,940000.0,Census,POINT (-74.71505000000001 44.97714600000001),True,St. Regis Mohawk,St. Regis Mohawk Reservation,True,,5696.802758466976,GEOMETRYCOLLECTION EMPTY,1772377.0,1772377,20181116,O-Open Store,KEEGANS TOBACCO SHOP,,103 ROOSEVELTOWN RD,HOGANSBURG,NY,13655,Hogansburg,36,33,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,518.0,3584463.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1125.0
"702 Broad St, Salamanca, NY, 14779",6007.0,9.0,42.159237,-78.74176999999997,True,Exact,"702 BROAD ST, SALAMANCA, NY, 14779",R,36.0,122025276.0,940300.0,Census,POINT (-78.74176999999997 42.159237),True,Allegany,Allegany Reservation,True,,0.06291257981796916,GEOMETRYCOLLECTION EMPTY,1625202.0,1625202,20181116,O-Open Store,SENEKA SMOKE SHOP,,702 BROAD ST,SALAMANCA,NY,14779,Salamanca,36,9,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,716.0,9450576.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1149.0
"1225 N Main St, Las Vegas, NV, 89101",2002.0,3.0,36.185226,-115.13752,True,Non_Exact,"1225 N MAIN ST, LAS VEGAS, NV, 89101",L,32.0,201936594.0,401.0,Census,POINT (-115.13752 36.185226),True,Las Vegas,Las Vegas Indian Colony,True,,0.10985662873749218,GEOMETRYCOLLECTION EMPTY,744050.0,744050,20181116,O-Open Store,PAIUTE MINI MART,,1225 N MAIN ST,LAS VEGAS,NV,89101,Las Vegas,32,3,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,702.0,3876433.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,1051.0
"318 Main St, Kamiah, ID, 83536",,,46.2283211,-116.02837759999998,True,ROOFTOP,,,,,,Google,POINT (-116.0283776 46.2283211),True,Nez Perce,Nez Perce Reservation,True,,0.04264297610715036,GEOMETRYCOLLECTION EMPTY,1804190.0,1804190,20181116,O-Open Store,KAMIAH DRUG,,318 MAIN ST,KAMIAH,ID,83536,Kamiah,16,61,USA,03-Drug,3-Conventional Drug,A-1 Store,I-Independent Store,208.0,9352301.0,"03-$1,000,001 to $1,500,000",20,7,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,478.0
"44 Frontier Dr, Cherokee, NC, 28719",,,35.4690709,-83.30667,True,ROOFTOP,,,,,,Google,POINT (-83.30667 35.4690709),True,Eastern Cherokee,Eastern Cherokee Reservation,True,,1.9523148471886889,GEOMETRYCOLLECTION EMPTY,7482941.0,7482941,20181116,O-Open Store,RICK SMOKE SHOP,,44 FRONTIER DR,CHEROKEE,NC,28719,Cherokee,37,99,USA,04-Cigarette Outlet,4-Conventional Cigarette Outlet,A-1 Store,I-Independent Store,828.0,4973556.0,,0,0,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,819.0
"334 Main St, New Town, ND, 58763",2059.0,61.0,47.979668,-102.48715,True,Exact,"334 MAIN ST, NEW TOWN, ND, 58763",L,38.0,200598157.0,940400.0,Census,POINT (-102.48715 47.979668),True,Fort Berthold,Fort Berthold Reservation,True,,0.020398911673242204,GEOMETRYCOLLECTION EMPTY,2016007.0,2016007,20181116,O-Open Store,LARSEN SERVICE DRUG,1103,334 MAIN ST,NEW TOWN,ND,58763,New Town,38,61,USA,03-Drug,3-Conventional Drug,A-1 Store,I-Independent Store,701.0,6272410.0,"05-$2,000,001 to $4,000,000",60,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,844.0
