address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract
"110 N Main St, Saint Ignatius, MT, 59865",,,2103648,47.3176651,-114.0968036,Google,RANGE_INTERPOLATED,,,,,
"44900 Highway 101, Laytonville, CA, 95454",,,749426,39.6863058,-123.4820743,Google,ROOFTOP,,,,,
"331 N Main St, Fairfax, OK, 74637",,,7606329,36.5738715,-96.7046171,Google,RANGE_INTERPOLATED,,,,,
"485 W Seneca St, Oneida, NY, 13421",,,1798629,43.0765743,-75.6122564,Google,ROOFTOP,,,,,
"100 Valley View Dr, Pender, NE, 68047",,,657784,42.1081305,-96.7062561,Google,ROOFTOP,,,,,
"4570 Lyons Rd Ste 101, Pompano Beach, FL, 33073",,,1975195,26.2877409,-80.1849347,Google,ROOFTOP,,,,,
"4300 Cerrillos Rd, Santa Fe, NM, 87507",,,769499,35.6346145,-106.019227,Google,ROOFTOP,,,,,
"3801 S State Highway 97, Sand Springs, OK, 74063",,,2608846,36.1079686,-96.1162768,Google,ROOFTOP,,,,,
"2885 Cerrillos Rd, Santa Fe, NM, 87507",,,769497,35.6564954,-105.990507,Google,ROOFTOP,,,,,
"23658 San Vicente Rd, Ramona, CA, 92065",,,992714,33.0062041,-116.8187172,Google,ROOFTOP,,,,,
"4303 Hollywood Blvd, Hollywood, FL, 33021",,,1796232,26.0109142,-80.1867873,Google,ROOFTOP,,,,,
"51 Branscomb Rd, Laytonville, CA, 95454",,,669557,39.6873969,-123.4841318,Google,ROOFTOP,,,,,
"4201 Rodeo Rd, Santa Fe, NM, 87507",,,485783,35.6397407,-106.0085179,Google,ROOFTOP,,,,,
"4420 W Hillsboro Blvd, Pompano Beach, FL, 33073",,,7344628,26.3170949,-80.1842372,Google,ROOFTOP,,,,,
"707 S Dora St, Ukiah, CA, 95482",,,658667,39.144543,-123.2109975,Google,ROOFTOP,,,,,
"14 Central Ave S, Killdeer, ND, 58640",,,808813,47.3720146,-102.754179,Google,RANGE_INTERPOLATED,,,,,
"140 N 12th Ave, Hanford, CA, 93230",,,7470408,36.3238487,-119.676534,Google,ROOFTOP,,,,,
"862 SE 25th St, Okeechobee, FL, 34974",,,7386078,27.2210084,-80.8208884,Google,ROOFTOP,,,,,
"355 Lakeport Blvd, Lakeport, CA, 95453",,,702593,39.0337844,-122.9178802,Google,ROOFTOP,,,,,
"3005 E Riggs Rd, Chandler, AZ, 85249",,,1995604,33.2185501,-111.7883885,Google,ROOFTOP,,,,,
"86-032 Farrington Hwy Ste 101, Waianae, HI, 96792",,,3780023,21.4401808,-158.1857867,Google,ROOFTOP,,,,,
"1127 Camino Del Rio, Durango, CO, 81301",,,7387399,37.2769068,-107.8821981,Google,ROOFTOP,,,,,
"6871 E State Route 106, Union, WA, 98592",,,2053387,47.3479437,-123.0734083,Google,ROOFTOP,,,,,
"510 Ellis Ave, Ashland, WI, 54806",,,2626233,46.5888702,-90.880243,Google,ROOFTOP,,,,,
"211 N 8th St, Klamath Falls, OR, 97601",,,7583270,42.2273809,-121.782229,Google,ROOFTOP,,,,,
"98-199 Kamehameha Hwy, Aiea, HI, 96701",,,1798674,21.38137,-157.9426236,Google,ROOFTOP,,,,,
"8745 Niagara Falls Blvd, Niagara Falls, NY, 14304",,,2710605,43.0919932,-78.9614811,Google,ROOFTOP,,,,,
"427 E 4th St, Carnegie, OK, 73015",,,7494447,35.1020604,-98.5957882,Google,RANGE_INTERPOLATED,,,,,
"4300 Nuhou St, Lihue, HI, 96766",,,2070932,21.9670052,-159.3795695,Google,ROOFTOP,,,,,
"1058 Main St, Fortuna, CA, 95540",,,658673,40.5981785,-124.1557552,Google,ROOFTOP,,,,,
"16 Washington St, Taunton, MA, 27802",,,1405679,41.9032243,-71.0990114,Google,ROOFTOP,,,,,
"108 Blaine St, Saint Ignatius, MT, 59865",,,1407857,47.3189323,-114.0957017,Google,ROOFTOP,,,,,
"508 3rd St, Kamiah, ID, 83536",,,7448535,46.2297218,-116.0273924,Google,ROOFTOP,,,,,
"1903 Euclid Ave, Horton, KS, 66439",,,655161,39.6741775,-95.5305159,Google,ROOFTOP,,,,,
"692 E St, Williams, CA, 95987",,,670307,39.1548837,-122.1495461,Google,ROOFTOP,,,,,
"120 E 100 S, Kanab, UT, 84741",,,1415009,37.0460429,-112.5259932,Google,ROOFTOP,,,,,
"1355 W Rogers Blvd Ste 8, Skiatook, OK, 74070",,,3670586,36.3679314,-96.0190574,Google,ROOFTOP,,,,,
"5211 Sheridan St, Hollywood, FL, 33021",,,3822915,26.0346797,-80.1971675,Google,ROOFTOP,,,,,
"805 E Main St, Fernley, NV, 89408",,,620674,39.6045433,-119.2334606,Google,ROOFTOP,,,,,
"101 E 24th St, Yuma, AZ, 85364",,,769428,32.6841717,-114.6650009,Google,ROOFTOP,,,,,
