Unnamed: 0,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip
1959,1959,,,WINE BUFF,30 BUFFALO THUNDER TRL,Correct,30 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.85934,,,-105.99493000000001,,,"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99493 35.85934),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,7405499.0,,,,,,,
1979,1979,,,KOKOMAN FINE WINES,34 CITIES OF GOLD RD,Correct,34 CITIES OF GOLD RD,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.886722999999996,,,-106.018654,,,"34 Cities Of Gold Rd, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-106.018654 35.886723),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,801686.0,,,,,,,
1998,1998,,,VAPE TAOS,102 PASEO DEL PUEBLO NORTE STE C,Correct,102 PASEO DEL PUEBLO NORTE STE C,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.40736,,,-105.57327,,,"102 Paseo Del Pueblo Norte Ste C, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57327 36.40736),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,4037656.0,5100011,"VAPE TAOS, LLC",NICHOLAS DONALD BRAINARD JR.,102 C PASEO DEL PUEBLO NORTE TAOS NM 87571,TAOS,NM,87571
2021,2021,,,HALONA MARKETPLACE,1276 HWY 53,Correct,1276 HWY 53,ZUNI,Correct,ZUNI,NM,Correct,NM,87327,Correct,87327.0,,,35.07286,,,-108.83511000000001,,,"1276 Hwy 53, Zuni, NM, 87327",,Correct,MCKINLEY,,,,,,Active,POINT (-108.83511 35.07286),Yes,,Zuni,Zuni Reservation,,,New Retailer,Independent,,,N,7611481.0,,,,,,,
2023,2023,,,CIDS FOOD MARKET,623 PASEO DEL PUEBLO NORTE,Correct,623 PASEO DEL PUEBLO NORTE,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.41767,,,-105.57059,,,"623 Paseo Del Pueblo Norte, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57059 36.41767),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,1514500.0,1507490,"CID'S FOOD MARKET, INC.","ROBERT E BACKER, PO BOX 406, EL PRADO",316 SPRUCE LN TAOS NM 87571,TAOS,NM,87571
2038,2038,,,TAOS PUEBLO SMOKE SHOP,964 PASEO DEL PUEBLO NORTE,Correct,964 PASEO DEL PUEBLO NORTE,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.425262,,,-105.57356999999999,,,"964 Paseo Del Pueblo Norte, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57357 36.425262),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,7589479.0,,,,,,,
2069,2069,,,CITY MARKET,US HWY 491 & NM HWY 64,US HWY 491 &  HWY 64,US HWY 491 &  HWY 64,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,36.7868425,,,-108.6846479,,,"US Hwy 491 & NM Hwy 64, Shiprock, NM, 87420",,Correct,SAN JUAN,,,,,,Active,POINT (-108.6846479 36.7868425),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,King Soopers,Denver,CO,N,307347.0,655852,"CITY MARKET, INC.",MERGED OUT OF EXISTENCE,SEE FT11 FOR SERVICE OF PROCESS,,,
2087,2087,,,POJOAQUE SUPERMARKET,9 W GUTIERREZ,Correct,9 W GUTIERREZ,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.8831954,,,-106.01084479999999,,,"9 W Gutierrez, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-106.0108448 35.8831954),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,247507.0,,,,,,,
2111,2111,,,BASHAS DINE MARKET,HWY 57 & INDIAN SERVICE RD 9,Correct,HWY 57 & INDIAN SERVICE RD 9,CROWNPOINT,Correct,CROWNPOINT,NM,Correct,NM,87313,Correct,87313.0,,,35.698763899999996,,,-108.13965619999999,,,"Hwy 57 & Indian Service Rd 9, Crownpoint, NM, 87313",,Correct,MCKINLEY,,,,,,Active,POINT (-108.1396562 35.6987639),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Bashas Markets Inc,Chandler,AZ,N,405315.0,,,,,,,
2121,2121,,,SMITHS FUEL CENTER,224 PASEO DEL PUEBLO SUR,Correct,224 PASEO DEL PUEBLO SUR,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.404022,,,-105.57427,,,"224 Paseo Del Pueblo Sur, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57427 36.404022),Yes,,Taos,Taos Pueblo,,,New Retailer,Smiths Food & Drug Inc,Salt Lake City,UT,N,3353543.0,,,,,,,
2123,2123,,,SMITHS,224 PASEO DEL PUEBLO SUR,Correct,224 PASEO DEL PUEBLO SUR,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.404022,,,-105.57427,,,"224 Paseo Del Pueblo Sur, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57427 36.404022),Yes,,Taos,Taos Pueblo,,,New Retailer,Smiths Food & Drug,Salt Lake City,UT,N,286237.0,,,,,,,
2184,2184,,,SHELL,US HWY 64 & US HWY 491 S,Correct,US HWY 64 & US HWY 491 S,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,36.7741297,,,-108.6983011,,,"US Hwy 64 & US Hwy 491 S, Shiprock, NM, 87420",,Correct,SAN JUAN,,,,,,Active,POINT (-108.6983011 36.7741297),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Independent,,,Y,2620453.0,,,,,,,
2185,2185,,,ALLSUPS,507 PASEO DEL PUEBLO NORTE,Correct,507 PASEO DEL PUEBLO NORTE,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.414584999999995,,,-105.56782,,,"507 Paseo Del Pueblo Norte, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.56782 36.414585),Yes,,Taos,Taos Pueblo,,,New Retailer,Allsups Conv Stores Inc,Clovis,NM,N,346625.0,5442150,"Allsup's, Inc.",C T CORPORATION SYSTEM,206 S CORONADO AVE ESPANOLA NM 87532,Espanola,NM,87532
2187,2187,,,KICKS 66 TRAVEL CENTER,57 OGO WII,Correct,57 OGO WII,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.883854,,,-106.01586999999999,,,"57 Ogo Wii, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-106.01587 35.883854),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,2651143.0,,,,,,,
2191,2191,,,CAMEL ROCK VALERO,10 CAMEL ROCK RD,Correct,10 CAMEL ROCK RD,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.8237626,,,-105.9752503,,,"10 Camel Rock Rd, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.9752503 35.8237626),Yes,,Tesuque,Tesuque Pueblo,,,New Retailer,Independent,,,Y,3095581.0,,,,,,,
2193,2193,,,CONOCO,INDIAN HWY 12,Correct,INDIAN HWY 12,NAVAJO,Correct,NAVAJO,NM,Correct,NM,87328,Correct,87328.0,,,36.139905299999995,,,-109.04582040000001,,,"Indian Hwy 12, Navajo, NM, 87328",,Correct,SAN JUAN,,,,,,Active,POINT (-109.0458204 36.1399053),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Sandia Oil Co Inc,Albuquerque,NM,Y,854397.0,1113638,CONOCO INC.,MERGED OUT OF EXISTENCE,SEE FT11 FOR SERVICE OF PROCESS,,,
2195,2195,,,POJOAQUE PUEBLO CONVENIENCE,112 CITIES OF GOLD RD,Correct,112 CITIES OF GOLD RD,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.879257,,,-106.00961000000001,,,"112 Cities Of Gold Rd, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-106.00961 35.879257),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,1535141.0,,,,,,,
2198,2198,,,GIANT,HWY 491,Correct,HWY 491,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,36.80523529999999,,,-108.69140759999999,,,"Hwy 491, Shiprock, NM, 87420",,Correct,SAN JUAN,,,,,,Active,POINT (-108.6914076 36.80523529999999),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Giant Industries Inc,Tempe,AZ,N,300853.0,,,,,,,
2201,2201,,,ZUNI EXPRESS,1229 HWY 53,Correct,1229 HWY 53,ZUNI,Correct,ZUNI,NM,Correct,NM,87327,Correct,87327.0,,,35.071274,,,-108.84137,,,"1229 Hwy 53, Zuni, NM, 87327",,Correct,MCKINLEY,,,,,,Active,POINT (-108.84137 35.071274),Yes,,Zuni,Zuni Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,635509.0,2292399,"ZUNI EXPRESS, LLC","ROBERT G. MOSS, ESQ.",501 AIRPORT DR STE 100 FARMINGTON NM 87401,FARMINGTON,NM,87401
2205,2205,,,SHEEPSPRINGS EXPRESS,491 RED MESA RD,Correct,491 RED MESA RD,SHEEP SPRINGS,Correct,SHEEP SPRINGS,NM,Correct,NM,87364,Correct,87364.0,,,36.1439251,,,-108.70803899999999,,,"491 Red Mesa Rd, Sheep Springs, NM, 87364",,Correct,SAN JUAN,,,,,,Active,POINT (-108.708039 36.1439251),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,1910366.0,,,,,,,
2219,2219,,,REDROCK CONVENIENCE STORE,1204 HIGHWAY 371,Correct,1204 HIGHWAY 371,GALLUP,Correct,GALLUP,NM,Correct,NM,87301,Correct,87301.0,,,35.52325949999999,,,-108.1332808,,,"1204 Highway 371, Gallup, NM, 87301",,Correct,MCKINLEY,,,,,,Active,POINT (-108.1332808 35.52325949999999),Yes,,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,New Retailer,Independent,,,N,1832224.0,,,,,,,
2222,2222,,,GIANT,1189 HWY 53,Correct,1189 HWY 53,ZUNI,Correct,ZUNI,NM,Correct,NM,87327,Correct,87327.0,,,35.06948,,,-108.84773999999999,,,"1189 Hwy 53, Zuni, NM, 87327",,Correct,MCKINLEY,,,,,,Active,POINT (-108.84774 35.06948),Yes,,Zuni,Zuni Reservation,,,New Retailer,Giant Industries Inc,Tempe,AZ,N,684652.0,,,,,,,
2226,2226,,,POJOAQUE TRAVEL CENTER,67 OGO WII,Correct,67 OGO WII,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.887904999999996,,,-106.0217,,,"67 Ogo Wii, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-106.0217 35.887905),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,1793499.0,,,,,,,
2227,2227,,,SHIPROCK QUIK MART,HWY 491 & 64 W,Correct,HWY 491 & 64 W,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,36.774028799999996,,,-108.69744159999999,,,"Hwy 491 & 64 W, Shiprock, NM, 87420",,Correct,SAN JUAN,,,,,,Active,POINT (-108.6974416 36.7740288),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Independent,,,N,1439894.0,,,,,,,
2235,2235,,,SKY CITY TRAVEL CENTER,I 40,Correct,I 40,PUEBLO OF ACOMA,Correct,PUEBLO OF ACOMA,NM,Correct,NM,87034,Correct,87034.0,,,35.0395185,,,-107.49198259999999,,,"I 40, Pueblo of Acoma, NM, 87034",,Correct,CIBOLA,,,,,,Active,POINT (-107.4919826 35.0395185),Yes,,Laguna,Laguna Pueblo,,,New Retailer,Independent,,,N,695226.0,,,,,,,
2236,2236,,,BLACKHAT SPEEDYS,HWY 264,Correct,HWY 264,GALLUP,Correct,GALLUP,NM,Correct,NM,87301,Correct,87301.0,,,35.6225468,,,-108.7803756,,,"Hwy 264, Gallup, NM, 87301",,Correct,MCKINLEY,,,,,,Active,POINT (-108.7803756 35.6225468),Yes,,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,New Retailer,Independent,,,N,442267.0,,,,,,,
2238,2238,,,SHIPROCK EXPRESS,HWY 491 & 666,Correct,HWY 491 & 666,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,36.909771,,,-108.7200542,,,"Hwy 491 & 666, Shiprock, NM, 87420",,Correct,SAN JUAN,,,,,,Active,POINT (-108.7200542 36.909771),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,3660231.0,2203792,"SHIPROCK EXPRESS, L.L.C.","KURT A. SOMMER, ESQ.",200 WEST MARCY ST STE 129 SANTA FE NM 87501,SANTA FE,NM,87501
2248,2248,,,RED MESA EXPRESS,HWY 666 20 MI N OF TOHATCHI,Correct,HWY 666 20 MI N OF TOHATCHI,TOHATCHI,Correct,TOHATCHI,NM,Correct,NM,87325,Correct,87325.0,,,35.85867620000001,,,-108.75813400000001,,,"Hwy 666 20 Mi N Of tohatchi, Tohatchi, NM, 87325",,Correct,MCKINLEY,,,,,,Active,POINT (-108.758134 35.85867620000001),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,2106580.0,,,,,,,
2251,2251,,,GIANT,1318 PASEO DEL PUEBLO NORTE,Correct,1318 PASEO DEL PUEBLO NORTE,EL PRADO,Correct,EL PRADO,NM,Correct,NM,87529,Correct,87529.0,,,36.4366616,,,-105.57649740000002,,,"1318 Paseo Del Pueblo Norte, El Prado, NM, 87529",,Correct,TAOS,,,,,,Active,POINT (-105.5764974 36.4366616),Yes,,Taos,Taos Pueblo,,,New Retailer,Giant Industries Inc,Tempe,AZ,N,1791264.0,,,,,,,
2252,2252,,,GIANT,HWY 491 & HWY 666,Correct,HWY 491 & HWY 666,NEWCOMB,Correct,NEWCOMB,NM,Correct,NM,87455,Correct,87455.0,,,36.2828091,,,-108.70866059999999,,,"Hwy 491 & Hwy 666, Newcomb, NM, 87455",,Correct,SAN JUAN,,,,,,Active,POINT (-108.7086606 36.2828091),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Giant Industries Inc,Tempe,AZ,N,639178.0,,,,,,,
2253,2253,,,RED MESA EXPRESS,HWY 64,Correct,HWY 64,SHIPROCK,Correct,SHIPROCK,NM,Correct,NM,87420,Correct,87420.0,,,36.782906200000006,,,-108.6814999,,,"Hwy 64, Shiprock, NM, 87420",,Correct,SAN JUAN,,,,,,Active,POINT (-108.6814999 36.78290620000001),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,7419358.0,,,,,,,
2254,2254,,,NAVAJO PETROLEUM,HWY 264,Correct,HWY 264,GALLUP,Correct,GALLUP,NM,Correct,NM,87301,Correct,87301.0,,,35.6225468,,,-108.7803756,,,"Hwy 264, Gallup, NM, 87301",,Correct,MCKINLEY,,,,,,Active,POINT (-108.7803756 35.6225468),Yes,,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,New Retailer,Independent,,,N,3100587.0,70961,THE NAVAJO PETROLEUM COMPANY,,,,,
2260,2260,,,RED MESA EXPRESS,11260 HWY 550,Correct,11260 HWY 550,NAGEEZI,Correct,NAGEEZI,NM,Correct,NM,87037,Correct,87037.0,,,36.24834310000001,,,-107.73371979999999,,,"11260 Hwy 550, Nageezi, NM, 87037",,Correct,SAN JUAN,,,,,,Active,POINT (-107.7337198 36.24834310000001),Yes,,Navajo Nation,Navajo Nation Off-Reservation Trust Land,,,New Retailer,Thriftway Marketing Corp,Farmington,NM,N,973112.0,,,,,,,
2352,2352,,,FAMILY DOLLAR,18094 US 84 285,Correct,18094 US 84 285,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87501,Correct,87501.0,,,35.77927639999999,,,-105.94778640000001,,,"18094 US 84 285, Santa Fe, NM, 87501",,Correct,SANTA FE,,,,,,Active,POINT (-105.9477864 35.77927639999999),Yes,,Tesuque,Tesuque Pueblo,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7326689.0,,,,,,,
2388,2388,,,THE BURGER STAND AT TAOS ALE,401 PASEO DEL PUEBLO NORTE,Correct,401 PASEO DEL PUEBLO NORTE,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.412216,,,-105.56884,,,"401 Paseo Del Pueblo Norte, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.56884 36.412216),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,7319407.0,,,,,,,
2400,2400,,,ESKES BREW PUB,106 DES GEORGES LN,Correct,106 DES GEORGES LN,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.405999,,,-105.573178,,,"106 Des Georges Ln, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.573178 36.405999),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,1630971.0,,,,,,,
2402,2402,,,TAOS MESA BREWING,201 PASEO DEL PUEBLO SUR,Correct,201 PASEO DEL PUEBLO SUR,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.405674,,,-105.57403000000001,,,"201 Paseo Del Pueblo Sur, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57403 36.405674),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,7493583.0,4282455,"TAOS MESA BREWING, LLC",GARY M. FEUERMAN,827 PASEO DEL PUEBLO NORTE TAOS NM 87571,TAOS,NM,87571
2406,2406,,,BUFFALO THUNDER BLUE TOWER,30 BUFFALO THUNDER TRL,Correct,30 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.85934,,,-105.99493000000001,,,"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99493 35.85934),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,2652134.0,,,,,,,
2409,2409,,,TURQUOISE TRAIL BAR & GRILL,30 BUFFALO THUNDER TRL,Correct,30 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.85934,,,-105.99493000000001,,,"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99493 35.85934),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,2652165.0,,,,,,,
2416,2416,,,ALLEY CANTINA L,121 TERESINA LN,Correct,121 TERESINA LN,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,,36.407973,,,-105.5747381,,,"121 Teresina Ln, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.5747381 36.407973),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,5205068.0,,,,,,,
2509,2509,,,SHADEH NIGHTCLUB,20 BUFFALO THUNDER TRL,Correct,20 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.85927,,,-105.99467,,,"20 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99467 35.85927),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,7587431.0,,,,,,,
2510,2510,,,CITIES OF GOLD LOUNGE,30 BUFFALO THUNDER TRL,Correct,30 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.85934,,,-105.99493000000001,,,"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99493 35.85934),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,1929565.0,,,,,,,
2560,2560,,,PUGANINI TOWA GOLF COURSE,17746 US 84/285,Correct,17746 US 84/285,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.779276,,,-105.94778600000001,,,"17746 Us 84/285, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.947786 35.779276),Yes,,Tesuque,Tesuque Pueblo,,,New Retailer,Independent,,,N,1765854.0,,,,,,,
2565,2565,,,NORTHERN EDGE NAVAJO CASINO,HWY 36,Correct,HWY 36,FRUITLAND,Correct,FRUITLAND,NM,Correct,NM,87416,Correct,87416.0,,,36.7213937,,,-108.39712450000002,,,"Hwy 36, Fruitland, NM, 87416",,Correct,SAN JUAN,,,,,,Active,POINT (-108.3971245 36.7213937),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Independent,,,N,4032487.0,,,,,,,
2581,2581,,,CAMEL ROCK CASINO,17486 HWY 84 285,Correct,17486 HWY 84 285,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87501,Correct,87501.0,,,35.77927639999999,,,-105.94778640000001,,,"17486 Hwy 84 285, Santa Fe, NM, 87501",,Correct,SANTA FE,,,,,,Active,POINT (-105.9477864 35.77927639999999),Yes,,Tesuque,Tesuque Pueblo,,,New Retailer,Independent,,,N,1820730.0,,,,,,,
2608,2608,,,BIG ROCK BOWLING CENTER,460 N RIVERSIDE DR,Correct,460 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,,,35.99599050000001,,,-106.068101,,,"460 N Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,,,,,Active,POINT (-106.068101 35.99599050000001),Yes,,Santa Clara,Santa Clara Pueblo,,,New Retailer,Independent,,,N,7613925.0,,,,,,,
2615,2615,,,NORTHERN EDGE NAVAJO CASINO,2752 INDIAN SERVICE RD 36,Correct,2752 INDIAN SERVICE RD 36,FARMINGTON,Correct,FARMINGTON,NM,Correct,NM,87499,Correct,87499.0,,,36.7216379,,,-108.26119299999999,,,"2752 Indian Service Rd 36, Farmington, NM, 87499",,Correct,SAN JUAN,,,,,,Active,POINT (-108.261193 36.7216379),Yes,,Navajo Nation,Navajo Nation Reservation,,,New Retailer,Independent,,,N,7439946.0,,,,,,,
2624,2624,,,STRIKE GOLD BOWLING,10 CITIES OF GOLD RD STE B,Correct,10 CITIES OF GOLD RD STE B,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,,35.88908400000001,,,-106.02073,,,"10 Cities Of Gold Rd Ste B, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-106.02073 35.88908400000001),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,1648955.0,,,,,,,
2650,2650,,,FAIRVIEW PHARMACY,734 N RIVERSIDE DR,Correct,734 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,,,36.001553,,,-106.06296499999999,,,"734 N Riverside Dr, Espanola, NM, 87532",,Correct,SANTA FE,,,,,,Active,POINT (-106.062965 36.001553),Yes,,Santa Clara,Santa Clara Pueblo,,,New Retailer,Independent,,,N,1620542.0,2971687,"FAIRVIEW PHARMACY SERVICES, LLC",SECRETARY OF STATE,EXECUTIVE-LEGISLATIVE BUILDING SANTA FE NM 87503,SANTA FE,NM,87503
2660,2660,,,EL REY DISCOUNT LIQUOR,811 N RIVERSIDE DR,Correct,811 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,,,36.00228660000001,,,-106.06277959999998,,,"811 N Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,,,,,Active,POINT (-106.0627796 36.00228660000001),Yes,,Santa Clara,Santa Clara Pueblo,,,New Retailer,Independent,,,N,7304845.0,,,,,,,
2676,2676,,,SAINT & SINNERS LIQUOR,503 S RIVERSIDE DR,Correct,503 S RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,,,35.987972,,,-106.06265,,,"503 S Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,,,,,Active,POINT (-106.06265 35.987972),Yes,,Santa Clara,Santa Clara Pueblo,,,New Retailer,Independent,,,N,801804.0,,,,,,,
2688,2688,,,APACHE HOUSE OF LIQUORS,13605 US HWY 64,Correct,13605 US HWY 64,DULCE,Correct,DULCE,NM,Correct,NM,87528,Correct,87528.0,,,36.93425,,,-106.98567,,,"13605 US Hwy 64, Dulce, NM, 87528",,Correct,RIO ARRIBA,,,,,,Active,POINT (-106.98567 36.93425),Yes,,Jicarilla Apache Nation,Jicarilla Apache Nation Reservation,,,New Retailer,Independent,,,N,801796.0,,,,,,,
2706,2706,,,RIVERSIDE TOBACCO LIQUOR,638 N RIVERSIDE DR,Correct,638 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,,,35.987896,,,-106.06227,,,"638 N Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,,,,,Active,POINT (-106.06227 35.987896),Yes,,Santa Clara,Santa Clara Pueblo,,,New Retailer,Independent,,,N,3977688.0,,,,,,,
2720,2720,,,CVS PHARMACY,1202 N RIVERSIDE DR,Correct,1202 N RIVERSIDE DR,ESPANOLA,Correct,ESPANOLA,NM,Correct,NM,87532,Correct,87532.0,,,35.988262,,,-106.06083000000001,,,"1202 N Riverside Dr, Espanola, NM, 87532",,Correct,RIO ARRIBA,,,,,,Active,POINT (-106.06083 35.988262),Yes,,Santa Clara,Santa Clara Pueblo,,,New Retailer,CVS Division 8,Woonsocket,RI,N,3995472.0,2450203,"CVS PHARMACY, INC.",C T CORPORATION SYSTEM,206 S CORONADO AVE ESPANOLA NM 87532 2792,ESPANOLA,NM,87532
2723,2723,,,CASINO APACHE SMOKE SHOP,25845 US HIGHWAY 70,Correct,25845 US HIGHWAY 70,MESCALERO,Correct,MESCALERO,NM,Correct,NM,88340,Correct,88340.0,,,33.299175,,,-105.657524,,,"25845 Us Highway 70, Mescalero, NM, 88340",,Correct,OTERO,,,,,,Active,POINT (-105.657524 33.299175),Yes,,Mescalero,Mescalero Reservation,,,New Retailer,Independent,,,N,1770204.0,,,,,,,
