id,address,match,matchtype,parsed,tigerlineid,side,statefp,countyfp,tract,block,lat,lon
1139,"R.R. 17, KILL BUCK, NY, 14748",False,,,,,,,,,,
398,"410 RTE 2, MASHANTUCKET, CT, 6339",False,,,,,,,,,,
157,"4 CAMINO ORTERO ST, TUBAC, AZ, 85646",False,,,,,,,,,,
399,"410 RTE 2, MASHANTUCKET, CT, 6339",False,,,,,,,,,,
1654,"250 E. HWY. 40, FORT DUCHESNE, UT, 84023",False,,,,,,,,,,
1015,"420 OLD US HIGHWAY 40, VERDI, NV, 89439",False,,,,,,,,,,
1653,"PO BOX 32, FORT DUCHESNE, UT, 84026",False,,,,,,,,,,
830,"HWY 5 WEST, BELCOURT, ND, 58316",False,,,,,,,,,,
1135,"PO BOX 71, VERSAILLES, NY, 14168",False,,,,,,,,,,
831,"MARKET ST, TOKIO, ND, 58379",False,,,,,,,,,,
1651,"4115 S. GRAFF FARM FRONTAGE RD., CEDAR CITY, UT, 84720",False,,,,,,,,,,
55,"HWY. 73 & MAIN ST., WHITERIVER, AZ, 85941",False,,,,,,,,,,
56,"HWY. 160 & HWY. 564, BLACK MESA, AZ, 86503",False,,,,,,,,,,
1550,"MAIN STREET HWY 2, KYLE, SD, 57752",False,,,,,,,,,,
1426,"7777 NORTH HIGHWAY 81, CONCHO, OK, 73022",False,,,,,,,,,,
1304,"HWY. 100 & I-40 JCT., GORE, OK, 74435",False,,,,,,,,,,
1545,"INTERSECTION OF BIG FOOT TRAIL & BIA 2, PORCUPINE, SD, 57772",False,,,,,,,,,,
1148,"745 BROAD ST., IRVING, NY, 14081",False,,,,,,,,,,
1544,"600 HWY 18, PINE RIDGE, SD, 57770",False,,,,,,,,,,
1026,"10200 AHA MACAV PKWY., LAUGHLIN, NV, 89029",False,,,,,,,,,,
445,"1496 HWY 30, TAMA, IA, 52339",False,,,,,,,,,,
1300,"HC 66 BOX 449, LOCUST GROVE, OK, 74352",False,,,,,,,,,,
1542,"2061 BUREAU OF INDIAN AFFAIRS 2, KYLE, SD, 57752",False,,,,,,,,,,
600,"1452 STATE HIGHWAY 200, MAHNOMEN, MN, 56557",True,Exact,"1452 STATE HWY 200, MAHNOMEN, MN, 56557",606429791,R,27,087,940100,2115,47.325386,-95.95853
205,"14197 GOLF COURSE DR, BROOKS, CA, 95606",False,,,,,,,,,,
964,"U.S. HWY. 64, DULCE, NM, 87528",False,,,,,,,,,,
1023,"PO BOX D, SCHURZ, NV, 89427",False,,,,,,,,,,
1265,"401 W STROTHERS AVE, SEMINOLE, OK, 74868",False,,,,,,,,,,
569,"HWY. 16 W., CHOCTAW, MI, 39350",False,,,,,,,,,,
602,"3395 STATE HIGHWAY 200, MAHNOMEN, MN, 56557",True,Exact,"3395 STATE HWY 200, MAHNOMEN, MN, 56557",168230114,L,27,087,940300,2111,47.325226,-95.55192
968,"1 MILE EAST OF SAN JUAN RIVER BRIDGE, SHIPROCK, NM, 87420",False,,,,,,,,,,
64,"RTE. 7, CHINLE, AZ, 86503",False,,,,,,,,,,
1427,"HWY. 36 & HWY. 70, DEVOL, OK, 73531",False,,,,,,,,,,
1548,"HWY 212 & N.70, DUPREE, SD, 57623",False,,,,,,,,,,
1164,"5528 S.R. 31, VERONA, NY, 13478",False,,,,,,,,,,
