est_id,DBA Name,bizname,Full Address,formatted_address,name_score,AddressNumber_score,StreetName_score,StreetNamePostType_score,ZipCode_score,dist_miles
263,GEIGERS LONG VALLEY MARKET,GEIGERS LONG VALLEY MARKET,"44951 U.S. 101  LAYTONVILLE, CA 95454","44951 US-101, Laytonville, CA 95454, USA",1.0,1.0,0.0,,1.0,0.03423333796361455
265,CAHUILLA CREEK CASINO,CAHUILLA CASINO AT MOUNTAIN SKY TRAVEL CENTER,"52702 U.S. HWY. 371  ANZA, CA 92539","52702 CA-371, Anza, CA 92539, USA",0.9981430152587488,1.0,0.0,,1.0,0.02810244493620553
266,CAHUILLA SMOKE SHOP,CAHUILLA CASINO AT MOUNTAIN SKY TRAVEL CENTER,"52702 B HWY. 371  ANZA, CA 92539","52702 CA-371, Anza, CA 92539, USA",0.9988725014499475,1.0,0.0,,1.0,0.06424489112454933
270,BARONA STATION,BARONA STATION,"1054 BARONA RD.  LAKESIDE, CA 92949","1054 Barona Rd, Lakeside, CA 92040, USA",1.0,1.0,1.0,1.0,0.0,0.04291865964985636
271,BARONA VALLEY RANCH RESORT & CASINO,BARONA RESORT & CASINO,"1931 WILDCAT CANYON RD.  LAKESIDE, CA 92040","1932 Wildcat Canyon Rd, Lakeside, CA 92040, USA",1.0,0.0,1.0,1.0,1.0,0.09748681601160676
285,HIDDEN OAKS CONVENIENCE STORE,HIDDEN OAKS CONVENIENCE STORE & GAS STATION,"76700 COVELO RD.  STE. A  COVELO, CA 95428","76600 Covelo Rd, Covelo, CA 95428, USA",1.0,0.0,1.0,1.0,1.0,1.2203306058844423
287,VALLEY VIEW CASINO & HOTEL,VALLEY VIEW CASINO & HOTEL,"16300 NYEMI PASS RD.  VALLEY CENTER, CA 92082","16300 Nyemii Pass Road, Valley Center, CA 92082, USA",1.0,1.0,0.5,1.0,1.0,9.042722544726956
290,CHUMASH CASINO RESORT AND ENTERPRISE,CHUMASH CASINO RESORT,"3400 E. HWY. 246  SANTA YNEZ, CA 93460","3400 CA-246, Santa Ynez, CA 93460, USA",1.0,1.0,0.0,,1.0,0.01406313428064171
294,LUCKY 7 FUEL MART,LUCKY 7 FUEL MART,"13450 U.S. HWY. 101 N.  SMITH RIVER, CA 95567","13450 US-101, Smith River, CA 95567, USA",1.0,1.0,0.0,,1.0,0.032273148401565595
297,DIAMOND MOUNTAIN CASINO,DIAMOND MOUNTAIN CASINO & HOTEL,"900 SKYLINE DR.  SUSANVILLE, CA 96130","900 Skyline Rd, Susanville, CA 96130, USA",1.0,1.0,1.0,0.0,1.0,0.08413495070288322
300,SYCUAN CASINO,SYCUAN CASINO,"5485 CASINO WAY  EL CAJON, CA 92019","5469 Casino Way, El Cajon, CA 92019, USA",1.0,0.0,1.0,1.0,1.0,0.4042533374637912
302,UP SMOKE SHOP,UNITED SMOKE & VAPE SHOP,"1 KWAAYPAAY CRT.  EL CAJON, CA 92019","1551 Magnolia Ave # 101, El Cajon, CA 92020, USA",0.987929183933332,0.0,0.0,0.0,0.0,0.15831028348234694
303,TABLE MOUNTAIN CASINO,TABLE MOUNTAIN CASINO,"8184 TABLE MNT. RD.  FRIANT, CA 93626","8184 Table Mountain Rd, Friant, CA 93626, USA",1.0,1.0,0.5,1.0,1.0,0.05899795585995789
312,JACKSON RANCHERIA RV PARK,JACKSON RANCHERIA RV PARK,"12222 NY RANCH RD.  JACKSON, CA 95642","11407 Dalton Rd, Jackson, CA 95642, USA",1.0,0.0,0.0,1.0,1.0,0.07342389455803301
313,BIGFOOT SHOP SMART,BIGFOOT SHOP SMART,"110 DAVID RD.  HAPPY CAMP, CA 96039","63901 CA-96, Happy Camp, CA 96039, USA",1.0,0.0,0.0,,1.0,0.037173509753197366
314,CONNOR CARDLOCK,CONNOR CARDLOCK,"63708 CA 96  HAPPY CAMP, CA 96039","63708 CA-96, Happy Camp, CA 96039, USA",1.0,1.0,0.0,,1.0,0.18210938715382616
316,LA JOLLA TRADING POST,LA JOLLA TRADING POST,"22000 CA 76  PAUMA VALLEY, CA 92061","22003 CA-76, Pauma Valley, CA 92061, USA",1.0,0.0,0.0,,1.0,0.052779412208925666
319,TWIN PINE CASINO AND HOTEL,TWIN PINE CASINO & HOTEL,"22223 SOUTH STATE HIGHWAY 29  MIDDLETOWN, CA 95461","22223 CA-29, Middletown, CA 95461, USA",0.999825847116126,1.0,0.0,,1.0,0.1030818853825244
328,PALA CASINO,PALA CASINO SPA & RESORT,"11154 HWY. 76  PALA, CA 92059","11154 CA-76, Pala, CA 92059, USA",1.0,1.0,0.0,,1.0,0.01062999137510984
329,PALA MINI MART,PALA CASINO GAS STATION,"11154  HWY. 76  PALA, CA 92059","11154 CA-76, Pala, CA 92059, USA",0.9590206966073288,1.0,0.0,,1.0,0.01240014936685173
338,TORRES MARTINEZ TRAVEL CENTER,TORRES MARTINEZ TRAVEL CENTER,"3095 CA 86  SALTON CITY, CA 92275","3095 CA-86, Salton City, CA 92275, USA",1.0,1.0,0.0,,1.0,0.014529645829015026
341,EAGLE MOUNTAIN CASINO,EAGLE MOUNTAIN CASINO,"681 S. TULE RD.  PORTERVILLE, CA 93257","681 S Reservation Rd, Porterville, CA 93257, USA",1.0,1.0,0.0,1.0,1.0,0.0008200973262687007
343,SPOTLIGHT 29 CASINO,SPOTLIGHT 29 CASINO,"46-200 HARRISON PL.  COACHELLA, CA 92240","46-200 Harrison Pl, Coachella, CA 92236, USA",1.0,1.0,1.0,1.0,0.0,0.10475664889901533
349,CACHE CREEK CASINO GIFT SHOP AND MINI MART,CACHE CREEK MINI MART,"14455 ST. HWY. 16  BROOKS, CA 95606","14150 Winners Way, Brooks, CA 95606, USA",1.0,0.0,0.0,,1.0,0.01248062290884655
350,PEM-MEY FUEL MART/YUROK TRAVEL CENTER,PEM-MEY FUEL MART,"125 EHLERS WAY  KLAMATH, CA 95548","125 Ehlers Ave, Klamath, CA 95548, USA",0.842757488715634,1.0,1.0,0.0,1.0,0.010926949073552938
351,HAVASU LANDING MARINA,HAVASU LANDING BOATHOUSE & MARINA,"1 MAIN STREET  HAVASU LAKE, CA 92363","4 Main St, Havasu Lake, CA 92363, USA",1.0,0.0,1.0,1.0,1.0,0.06730848135604907
356,CIGARETTES & MORE 4 LESS,DISCOUNT CIGARETTES,"1751 ORO DAM BLVD W  OROVILLE, CA 95965","1124 Oro Dam Blvd E, Oroville, CA 95965, USA",0.6026490066225165,0.0,1.0,1.0,1.0,0.19353860262742228
361,SNACK N GO MART,SNACK'N GO,"329 PARKWAY PLZ  EL CAJON, CA 92020","415 Parkway Plaza M1, El Cajon, CA 92020, USA",0.002575261349802665,0.0,1.0,1.0,1.0,0.4517614585674132
365,THE TINDER BOX,TINDER BOX,"147 DESERT WEST DR  RANCHO MIRAGE, CA 92270","200 N Palm Canyon Dr, Palm Springs, CA 92262, USA",1.0,0.0,0.0,1.0,0.0,0.5035910463239304
368,BOB'S ONE STOP SHOP,BOB'S ONE STOP SHOP,"44975 HWY 101  LAYTONVILLE, CA 95454","44975 US-101, Laytonville, CA 95454, USA",1.0,1.0,0.0,,1.0,0.3066491232721829
371,PIEDRA STORE,PIEDRA STORE,"22391 W HWY 160  CHIMNEY ROCK, CO 81127","Pagosa Springs, CO 81147, USA",1.0,,,,0.0,0.05535936994200565
372,TBR SERVICE,TBR SERVICE,"6740 HWY 140  DURANGO, CO 81300","6740 CO-140, Hesperus, CO 81326, USA",1.0,1.0,0.0,,0.0,0.3371801513885434
374,MAIN LIQUOR,WELLS LIQUOR SOUTH,"410 GODDARD AVE  IGNACIO, CO 81137","555 Goddard Ave, Ignacio, CO 81137, USA",0.9478908188585607,0.0,1.0,1.0,1.0,0.016078604838595655
376,FARMERS FRESH MARKET & DELI,FARMERS FRESH,"535 GODDARD ST  IGNACIO, CO 81137","565 Goddard Ave, Ignacio, CO 81137, USA",1.0,0.0,1.0,0.0,1.0,0.12104751584832515
378,WOODY'S FOOD STORE NO 135,WOODY'S FOOD STORES,"158 S US HWY 160  TOWAOC, CO 81321","158 US-160, Cortez, CO 81321, USA",0.9998069903729242,1.0,0.0,,1.0,0.11550699473031995
379,LONE WOLF BAR & GRILL,LONE WOLF,"20 SUNSET TRAIL LOT 32 BLK 4  ARBOLES, CO 81121","1089 Broadway, Brooklyn, NY 11221, USA",1.0,-1.0,-1.0,-1.0,-1.0,0.22246305462041785
381,GUISEPPE'S RESTAURANT,EL DORADO CAFE,"210 GODDARD AVE  IGNACIO, CO 81137","250 Goddard Ave, Ignacio, CO 81137, USA",0.0,0.0,1.0,1.0,1.0,0.2758522819915205
383,SIDE KICK LOUNGE,SIDEKICK LOUNGE,"665 GODDARD AVE  IGNACIO, CO 81137","677 Goddard Ave, Ignacio, CO 81137, USA",0.8259877648414307,0.0,1.0,1.0,1.0,0.12501591457046315
386,SKY UTE CASINO RESORT,SKY UTE CASINO RESORT,"14324 CO 172  IGNACIO, CO 81137","14324 CO-172, Ignacio, CO 81137, USA",1.0000000000000002,1.0,0.0,,1.0,0.4924587563504804
387,SKY UTE THRIFTWAY,SKY UTE THRIFTWAY,"15051 CO 172  IGNACIO, CO 81137","15051 CO-172, Ignacio, CO 81137, USA",1.0,1.0,0.0,,1.0,0.22341825035227808
389,AUTUMN ESSENTIALS,AUTUMN ESSENTIALS,"1 MOHEGAN SUN BLVD  UNCASVILLE, CT 6382","1 Mohegan Sun Blvd, Uncasville, CT 06382, USA",1.0,1.0,1.0,1.0,0.0,0.029363269523985762
390,TRADING COVE,TRADING COVE,"1 MOHEGAN SUN BLVD  UNCASVILLE, CT 6382","1 Mohegan Sun Blvd, Uncasville, CT 06382, USA",1.0,1.0,1.0,1.0,0.0,0.10953160870111413
391,CLAY PIPE,CLAY PIPE,"1 MOHEGAN SUN BLVD  UNCASVILLE, CT 6382","1 Mohegan Sun Blvd, Uncasville, CT 06382, USA",1.0,1.0,1.0,1.0,0.0,0.3746866503810172
392,MOBIL,MOBIL,"1 MOHEGAN SUN BLVD  UNCASVILLE, CT 6382","2 Mohegan Sun Blvd, Uncasville, CT 06382, USA",1.0,0.0,1.0,1.0,0.0,0.23041222634468894
393,MGM GRAND AT FOXWOODS GRAND EFFECTS,THE FOX TOWER AT FOXWOODS,"240 MGM GRAND DR  MASHANTUCKET, CT 6338","39 Norwich-Westerly Rd, Ledyard, CT 06338, USA",0.9956353324267591,0.0,0.0,0.0,0.0,0.05820080560548231
394,MOHEGAN SUN CASINO,MOHEGAN SUN,"1 MOHEGAN SUN BLVD  UNCASVILLE, CT 6382","1 Mohegan Sun Blvd, Uncasville, CT 06382, USA",1.0,1.0,1.0,1.0,0.0,0.04723414136290572
