IMPAQ_ID,Longitude_update,Latitude_update,County_update
448,-92.67399379999999,41.9987402,Tama
449,-92.642772,41.995805,Tama
450,-96.210431,42.05584,Monona
451,-95.9168383,41.2809287,Pottawattamie
452,-96.30242199999999,42.228825,Woodbury
453,-96.30242,42.228771,Woodbury
454,-95.9168209,41.2809216,Pottawattamie
455,-116.3292805,46.50030241,Clearwater
456,-116.24267579999999,46.48388978,Clearwater
457,-116.9000892,47.50908992,Kootenai
458,-116.8881087,47.33464372,Benewah
459,-116.5850223,47.3182825,Benewah
460,-116.75751059999999,47.40288898,Kootenai
461,-116.2526,46.478511,Clearwater
462,-115.9787,46.139003,Idaho
463,-116.8887029,47.3360502,Benewah
464,-116.91722800000001,47.400753,Kootenai
465,-116.9851976,47.4277448,Kootenai
466,-116.97442340000002,47.4267664,Kootenai
467,-116.757158,47.403007,Kootenai
468,-116.95758400000001,47.507160999999996,Kootenai
469,-116.887905,47.334918,Benewah
470,-116.58085700000001,47.316014,Benewah
471,-116.886531,47.335122999999996,Benewah
472,-116.8869843,47.34521820000001,Benewah
473,-116.922537,47.15986600000001,Benewah
474,-116.892734,47.318090999999995,Benewah
475,-116.30823799999999,48.695429,Boundary
476,-116.18565600000001,48.718098,Boundary
477,-116.02797,46.228831,Lewis
478,-116.3202818,46.498525,Clearwater
479,-116.908046,46.436782,Nez Perce
480,-116.026868,46.229082,Lewis
481,-116.03063600000002,46.229054999999995,Lewis
482,-116.0050795,46.212418,Idaho
483,-116.92388670000001,44.0281297,Payette
484,-116.25333300000001,46.478958,Clearwater
485,-116.624179,46.239556,Lewis
486,-116.242651,46.483578,Clearwater
487,-116.025572,46.229017,Lewis
488,-115.978677,46.139005,Idaho
489,-116.911782,46.43423,Nez Perce
490,-116.291973,46.494389,Clearwater
491,-116.2864121,46.4938189,Clearwater
492,-116.026385,46.229082,Lewis
493,-115.978673,46.138919,Idaho
494,-116.2552316,46.4792109,Clearwater
495,-116.8021715,46.40640560000001,Nez Perce
496,-116.8021943,46.4076236,Nez Perce
497,-116.829177,46.342191,Nez Perce
498,-116.1792136,48.9889959,Boundary
499,-116.1792136,48.9889959,Boundary
500,-116.2864121,46.4938189,Clearwater
501,-112.453576,42.895996000000004,Bannock
502,-112.4253,42.872507,Bannock
503,-116.78043000000001,47.700775,Kootenai
504,-116.798422,47.688889,Kootenai
505,-116.58085700000001,47.316014,Benewah
506,-116.998429,46.380552,Nez Perce
507,-116.78748600000002,47.700756,Kootenai
508,-95.7282595,39.70046990000001,Brown
509,-95.56010500000001,39.925062,Brown
510,-95.7294323,39.70339420000001,Brown
511,-101.7056,39.339690000000004,Sherman
512,-95.36484200000001,39.987322,Brown
513,-95.639146,39.670459,Brown
514,-95.6397467,39.66768409999999,Brown
515,-95.7509891,39.3177891,Jackson
516,-95.751285,39.318109,Jackson
517,-95.7413566,39.391733,Jackson
518,-91.5420082,29.8686157,St. Mary
519,-92.8099551,30.54810090000001,Allen
520,-91.5548129,29.8484932,St. Mary
521,-92.0603608,31.1065037,Avoyelles
522,-92.494111,31.4391174,Grant
523,-92.8122,30.544897,Allen
524,-91.5420082,29.8686157,St. Mary
525,-91.53853000000001,29.87139,St. Mary
526,-92.494111,31.4391174,Grant
527,-92.070178,31.1245849,Avoyelles
528,-84.57282599999998,46.410989,Chippewa
529,-84.32171172,46.47501368,Chippewa
530,-84.7381456,45.929511,Mackinac
531,-85.6053142,45.01823299999999,Leelanau
532,-85.487043,44.779968,Grand Traverse
533,-85.60650799999998,45.01775,Leelanau
534,-85.419554,44.772704,Grand Traverse
535,-87.33711890000002,45.70275710000001,Menominee
536,-84.598741,46.448806,Chippewa
537,-84.603602,46.422703999999996,Chippewa
538,-84.602601,46.452022,Chippewa
539,-84.70846639999998,43.6058753,Isabella
540,-83.883937,43.954066999999995,Arenac
541,-84.70887599999998,43.60526399999999,Isabella
542,-83.91420699999998,43.925087,Arenac
543,-83.96641600000002,43.924212,Arenac
544,-84.71299479999998,43.6076096,Isabella
545,-84.7384593,43.6173782,Isabella
546,-84.73518,43.61155,Isabella
547,-86.704736,46.435685,Alger
548,-84.42652120000002,46.0554578,Mackinac
549,-86.15954690000002,45.9696959,Schoolcraft
550,-84.321867,46.474973,Chippewa
551,-84.7329512,45.9291316,Mackinac
552,-84.73839,45.929048,Mackinac
553,-87.33993000000002,45.70292,Menominee
554,-88.50785570000002,46.7807153,Baraga
555,-87.242651,46.479727000000004,Marquette
556,-88.47308029999998,46.7962257,Baraga
557,-89.17841920000002,46.28896349999999,Gogebic
558,-89.17415919999998,46.28457539999999,Gogebic
559,-89.17702799999998,46.28964499999999,Gogebic
560,-86.242867,44.284994,Manistee
561,-86.24724090000002,44.28591160000001,Manistee
562,-86.22231110000001,44.42389960000001,Manistee
563,-84.88137890000002,45.40156760000001,Emmet
564,-84.977655,45.353322,Emmet
565,-85.657703,42.630406,Allegan
566,-89.01699599999998,31.76786,Jones
567,-89.190411,32.770005,Neshoba
568,-89.2125067,32.7748213,Neshoba
569,-89.2060812,32.771128999999995,Neshoba
570,-85.260706,42.104816,Calhoun
571,-85.07469920000003,42.297124,Calhoun
572,-86.161057,41.943543,Cass
573,-86.16230689999998,41.9457129,Cass
574,-86.211189,42.198879999999996,Van Buren
575,-86.723454,41.77036500000001,Berrien
576,-84.77633159999998,43.6031495,Isabella
577,-84.7942897,43.5973906,Isabella
578,-84.7686885,43.6041064,Isabella
579,-85.202963,42.298553999999996,Calhoun
580,-86.242788,45.954415999999995,Schoolcraft
581,-86.25448100000001,45.963328999999995,Schoolcraft
582,-95.97599526,47.44414174,Mahnomen
583,-95.97497659999999,47.4425969,Mahnomen
584,-95.9756408,47.44206810000001,Mahnomen
585,-94.208881,47.346293,Cass
586,-92.60523702,46.86767821,St. Louis
587,-92.6801715,46.85592929999999,St. Louis
588,-94.649042,47.38237150000001,Cass
589,-92.617889,46.7199146,Carlton
590,-92.6347902,46.67117119999999,Carlton
591,-93.93650296,47.32293305,Itasca
592,-94.01280799999999,47.433121,Itasca
593,-95.80680453,46.98204522,Becker
594,-89.60137625,47.9996275,Cook
595,-89.6011694,47.99961851,Cook
596,-93.4682547,46.13791246,Mille Lacs
597,-95.63605922,47.4494318,Mahnomen
598,-95.9601017,47.3090898,Mahnomen
599,-95.9645137,47.32613300000001,Mahnomen
600,-95.96847,47.31588,Mahnomen
601,-95.5520409,47.32520210000001,Mahnomen
602,-95.9608493,47.30941639,Mahnomen
603,-93.2826305,46.534533,Aitkin
604,-95.05473048,44.58517935,Renville
605,-95.60684029,47.23465574,Mahnomen
606,-95.63143673,47.26506181,Mahnomen
607,-95.6432759,47.2460992,Mahnomen
608,-95.72135996,47.04991704,Becker
609,-93.66000809,46.07065218,Mille Lacs
610,-94.47952241,47.4932107,Beltrami
611,-95.55761145,47.03850463,Becker
612,-93.44164,44.710390000000004,Scott
613,-93.47214754,44.73693287,Scott
614,-93.38029981,44.74547642,Scott
615,-93.44078821,44.63091181,Scott
616,-93.43041002,44.70586129,Scott
617,-93.43010425,44.74608796,Scott
618,-93.34472265,44.66894412,Scott
619,-93.47424620000001,44.7369323,Scott
620,-93.380498,44.74405910000001,Scott
621,-93.42308954,44.71428794,Scott
622,-93.46880207,44.74486489,Scott
623,-93.46898193,44.73186969,Scott
624,-93.4586703,44.7362998,Scott
625,-93.42365,44.713190000000004,Scott
626,-93.42857541,44.70672464,Scott
627,-95.8108633,46.9748039,Becker
628,-93.52587302,44.79851844,Scott
629,-93.47350551,44.7872859,Scott
630,-93.5064027,44.77990247,Scott
631,-93.50911866,44.78062193,Scott
632,-93.46867616,44.77849953,Scott
633,-93.52468591,44.79762811,Scott
634,-93.51646611,44.8002901,Scott
635,-93.57829449,44.767267,Scott
636,-93.50621385,44.77428171,Scott
637,-93.4166863,44.7757735,Scott
638,-93.4704092,44.77966,Scott
639,-93.52141238,44.79906702,Scott
640,-93.50419937,44.78051401,Scott
641,-93.52330096,44.79921991,Scott
642,-93.5274828,44.79852743,Scott
643,-93.52062098,44.79967856,Scott
644,-93.50969422,44.79888716,Scott
645,-93.46873011,44.77917402,Scott
646,-93.57848335,44.76470394,Scott
647,-93.51109716,44.80132432,Scott
648,-93.50705921,44.78077481,Scott
649,-93.46880206,44.78551424,Scott
650,-93.50911866,44.78100864,Scott
651,-93.50749987,44.79326639,Scott
652,-93.5262957,44.79853642,Scott
653,-93.50697579999999,44.79602920000001,Scott
654,-93.50645666,44.782123799999994,Scott
655,-93.4180149,44.7793751,Scott
656,-94.1266067,47.61230379999999,Itasca
657,-92.96512792,44.67365654,Dakota
658,-92.96556859,44.67388137,Dakota
659,-94.54180193,47.05547269,Cass
660,-95.78281319999999,47.1789156,Mahnomen
661,-95.77242,47.131679999999996,Becker
662,-95.54034,47.14756,Becker
663,-95.93322216,47.1804896,Mahnomen
664,-95.94306973,47.18244113,Mahnomen
665,-95.76599328,47.15153142,Mahnomen
666,-92.67088783,44.63066894,Goodhue
667,-92.73778838,44.56811211,Goodhue
668,-95.96900615,47.31517206,Mahnomen
669,-95.90914735,46.98146966,Becker
670,-95.92654,47.10384000000001,Becker
671,-95.85074537,47.09313846,Becker
672,-95.92525418,47.10283315,Becker
673,-92.6347902,46.67117119999999,Carlton
674,-93.55448186,44.78461287,Scott
675,-95.02518,47.8758,Beltrami
676,-95.014379,47.87849259999999,Beltrami
677,-95.0296837,47.8044905,Beltrami
678,-95.0247124,47.80319670000001,Beltrami
679,-96.03389,48.01956,Pennington
680,-95.29626999999999,48.90228,Roseau
681,-95.04515,47.86912,Beltrami
682,-94.93993,47.875840000000004,Beltrami
683,-94.90420999999999,47.8811,Beltrami
684,-93.473734,44.726151,Scott
685,-93.475008,44.730292999999996,Scott
686,-94.999698,44.529327,Redwood
687,-94.999976,44.52933,Redwood
688,-92.329677,47.821139,St. Louis
689,-93.0949151,48.11091640000001,St. Louis
690,-92.3631244,47.7842619,St. Louis
691,-92.4781618,46.666096,Carlton
