IMPAQ_ID,Longitude_update,Latitude_update
213,-120.65759399999999,40.430563
214,-122.8402176,38.65970993
215,-120.0817566,34.61127853
216,-120.04662,35.890621
217,-123.2486746,39.7999204
218,-122.3827133,40.50691605
219,-122.90424,39.16
220,-119.7097473,37.2105013
221,-123.214678,39.256093
222,-116.8658101,36.4564829
223,-122.8590821,38.7034313
224,-124.197726,41.760181
225,-124.153976,41.758274
226,-122.707554,38.362348
227,-120.151642,41.8639609
228,-120.945944,40.1434
229,-122.904717,39.161643
230,-122.911193,39.162249
231,-116.475197,33.815996000000005
232,-116.50661799999999,33.8231465
233,-116.545652,33.807462
234,-116.545556,33.813832
235,-116.52813,33.822219
236,-116.533735,33.783165999999994
237,-116.53251000000002,33.78348
238,-116.527624,33.821808000000004
239,-116.545556,33.813832
240,-116.528153,33.82348
241,-116.540218,33.822607
242,-116.528316,33.81683
243,-116.528266,33.846619
244,-116.45814,33.788163
245,-116.545548,33.827091
246,-116.5049769,33.84545629999999
247,-116.5427754,33.82548999999999
248,-116.456484,33.815868
249,-116.523746,33.844106
250,-116.525349,33.844752
251,-120.524758,41.479967
252,-116.199184,33.656515
253,-124.208304,40.627866
254,-124.2097669,40.6263469
255,-121.4172897,38.47066879
256,-121.506343,39.50542700000001
257,-119.465208,37.083933
258,-122.887436,39.021039
259,-123.99892,40.884426
260,-123.99812549999999,40.88406200000001
261,-116.1935467,33.7211771
262,-123.4805264,39.686148100000004
263,-123.48203899999999,39.687388
264,-123.497524,39.669666
265,-116.7408142,33.540582
266,-116.7408142,33.540582
267,-116.735062,33.54793
268,-116.355293,32.701999
269,-116.355293,32.701999
270,-116.8692128,32.934222
271,-116.87359779999998,32.9389966
272,-116.683391,32.846992
273,-116.708618,32.840502
274,-120.181469,41.529257
275,-124.100758,40.926554
276,-124.139451,41.061471
277,-120.452327,37.929541
278,-114.634752,32.738456
279,-114.616104,32.76031
280,-114.720349,32.741478
281,-122.381915,40.507064
282,-122.881924,39.140124
283,-121.76408390000002,38.56085968
284,-123.248102,39.80072
285,-123.2486746,39.7999204
286,-117.227043,34.151007
287,-116.9728347,33.2191336
288,-119.767027,36.23849000000001
289,-120.081729,34.610525
290,-120.0867442,34.6086144
291,-120.081721,34.611090000000004
292,-123.361302,39.394797
293,-124.202854,41.956882
294,-124.2035581,41.95751799999999
295,-116.917965,33.781952000000004
296,-116.931694,33.800231
297,-120.65759399999999,40.430563
298,-120.656621,40.431218
299,-120.656348,40.431215
300,-116.8296229,32.7861973
301,-116.873346,32.780713
302,-116.96166129999999,32.81942999999999
303,-119.6396518,36.9846104
304,-123.67432,41.049728
305,-123.68656,41.06282
306,-123.67432,41.049728
307,-116.6412888,33.55615616
308,-123.058151,38.985113
309,-120.935676,38.353983
310,-120.932276,38.352856
311,-120.73363,38.362338
312,-120.7366883,38.374069299999995
313,-123.3760249,41.79553739999999
314,-123.3737095,41.79937290000001
315,-123.376728,41.799537
316,-116.85367109999999,33.2767341
317,-122.333686,37.953154
318,-123.690829,38.938689
319,-122.624582,38.732447
320,-121.516092,39.466712
321,-121.518936,39.46703400000001
322,-121.515986,39.466461
323,-116.801122,33.919906
324,-117.029723,33.953086
325,-116.804834,33.921547
326,-118.427221,37.375806
327,-118.422863,37.375795
328,-117.08468629999999,33.363181899999994
329,-117.0871547,33.3642706
330,-122.200657,39.875848
331,-122.200657,39.875848
332,-116.9914067,33.3300826
333,-117.104484,33.452645000000004
334,-119.69858899999998,37.21278
335,-121.674845,40.87645
336,-121.675141,40.87642
337,-116.017052,33.350779
338,-116.01961999999999,33.3526332
339,-118.881556,36.092185
340,-120.048702,35.893459
341,-118.77619299999999,36.0343857
342,-120.239794,37.974757
343,-116.18430330000001,33.7125688
344,-116.051522,34.121181
345,-121.311787,38.839081
346,-121.242123,38.823979
347,-119.770458,39.139904
348,-124.250208,40.689562
349,-122.14460729999999,38.736537799999994
350,-124.04067079999999,41.5310847
351,-114.40529950000001,34.482471600000004
352,-114.4037478,34.4830354
353,-121.566654,39.499247
354,-124.193978,41.753851
355,-119.022571,36.069352
356,-121.5621757,39.5024552
357,-117.1954,34.121527
358,-123.059234,38.981175
359,-116.962325,32.777128999999995
360,-116.978902,32.794993
361,-116.96678659999999,32.8061849
362,-116.957929,32.779743
363,-116.529398,33.815942
364,-120.77419,38.348955
365,-116.5466614,33.825035299999996
366,-118.395902,37.364604
367,-117.160734,33.496632
368,-123.4827949,39.6876486
369,-124.038811,41.529893
370,-107.4190047,37.02331881
371,-107.3472077,37.22839570000001
372,-108.1697119,37.093164
373,-107.6336099,37.12011284
374,-107.6333071,37.1156026
375,-107.633484,37.11688428
376,-107.6335395,37.1155103
377,-107.6333188,37.1155625
378,-108.67534280000001,37.218695399999994
379,-73.930426,40.69453099999999
380,-107.8760084,37.04215288
381,-107.6329612,37.1188057
382,-107.6334955,37.12002798
383,-107.63340349999999,37.1143278
384,-107.6329967,37.11181550000001
385,-107.633115,37.119169
386,-107.6323312,37.13821400000001
387,-107.6370233,37.1283331
388,-108.6858117,37.2046623
389,-72.0929457,41.4917357
390,-72.0875879,41.4908669
391,-72.0890113,41.49125610000001
392,-72.0867078,41.48840870000001
393,-71.96264660000001,41.4758112
394,-72.09145600000002,41.491597
400,-72.0883054,41.490736
401,-72.09057349999998,41.49168650000001
402,-72.0913604,41.4909799
403,-72.09289799999998,41.52118
404,-71.9712882,41.4580664
405,-71.9527219,41.4700901
406,-72.0929457,41.4917357
407,-72.08872199999998,41.492354799999994
408,-72.11054509999998,41.430396200000004
409,-72.0890113,41.49125610000001
410,-72.094635,41.490894
411,-72.0883054,41.490736
412,-72.088143,41.491324
413,-72.0913604,41.4909799
414,-72.09212339999998,41.4912761
415,-72.10019199999998,41.48481900000001
416,-72.08831959999998,41.491473
417,-71.95262389999998,41.4702935
418,-80.21112,26.05212
419,-80.98234000000002,26.3125387
420,-80.48114,25.757141
421,-80.99866999999998,26.32665900000001
422,-80.48401,25.763123
423,-81.07045,27.088709
424,-81.07059,27.08198
425,-80.2018,26.2801
426,-80.2088041,26.03662640000001
427,-81.4165,26.41064
428,-80.1991974,26.2779278
429,-80.14617199999998,26.01036899999999
430,-80.23625729999998,26.04594710000001
431,-80.188936,26.012439
432,-80.481336,25.759
433,-80.20043000000003,26.278401
434,-80.148119,26.010429
435,-80.208911,26.048496
436,-80.435037,27.405053
437,-80.210382,26.01779800000001
438,-80.155016,26.00504500000001
439,-81.4137425,26.397443100000004
440,-80.16891020000001,26.056764899999997
441,-81.409548,26.39981400000001
442,-80.933114,26.754139
443,-80.831037,27.242881
444,-92.6719012,41.9990162
445,-96.3109983,42.228857299999994
446,-94.18622,42.50631
447,-92.66887,41.998244
448,-92.6739938,41.9987402
449,-92.642772,41.995805
450,-96.210431,42.05584
451,-95.9168383,41.280928700000004
452,-96.302422,42.228825
453,-96.30242,42.228771
454,-95.9168209,41.2809216
455,-116.3292805,46.50030241
456,-116.2426758,46.48388978
457,-116.9000892,47.50908992
458,-116.8881087,47.33464372
459,-116.5850223,47.3182825
460,-116.7575106,47.40288898
461,-116.2526,46.478511
462,-115.9787,46.139003
463,-116.88870290000001,47.3360502
464,-116.917228,47.400753
465,-116.9851976,47.4277448
466,-116.97442340000002,47.4267664
467,-116.757158,47.403007
468,-116.957584,47.507161
469,-116.887905,47.334918
470,-116.580857,47.316014
471,-116.886531,47.335123
472,-116.8869843,47.34521820000001
473,-116.922537,47.15986600000001
474,-116.892734,47.318091
475,-116.308238,48.695429
476,-116.185656,48.718098
477,-116.02797,46.228831
478,-116.3202818,46.498525
479,-116.908046,46.436782
480,-116.026868,46.229082
481,-116.03063600000002,46.229055
482,-116.0050795,46.212418
483,-116.9238867,44.0281297
484,-116.253333,46.478958
485,-116.624179,46.239556
486,-116.242651,46.483578
487,-116.025572,46.229017
488,-115.978677,46.139005
489,-116.911782,46.43423
490,-116.291973,46.494389
491,-116.2864121,46.4938189
492,-116.026385,46.229082
493,-115.978673,46.138919
494,-116.25523159999999,46.4792109
495,-116.80217150000001,46.40640560000001
496,-116.8021943,46.4076236
497,-116.829177,46.342191
498,-116.1792136,48.9889959
499,-116.1792136,48.9889959
500,-116.2864121,46.4938189
501,-112.453576,42.895996
502,-112.4253,42.872507
503,-116.78043,47.700775
504,-116.798422,47.688889
505,-116.580857,47.316014
506,-116.998429,46.380552
507,-116.78748600000002,47.700756
508,-95.7282595,39.70046990000001
509,-95.560105,39.925062
510,-95.7294323,39.70339420000001
511,-101.7056,39.33969
512,-95.364842,39.987322
513,-95.639146,39.670459
514,-95.6397467,39.66768409999999
515,-95.7509891,39.3177891
516,-95.751285,39.318109
517,-95.7413566,39.391733
518,-91.54200820000001,29.8686157
519,-92.8099551,30.54810090000001
520,-91.5548129,29.848493199999997
521,-92.0603608,31.1065037
522,-92.494111,31.4391174
523,-92.8122,30.544897
524,-91.54200820000001,29.8686157
525,-91.53853,29.87139
526,-92.494111,31.4391174
527,-92.070178,31.1245849
528,-84.57282599999998,46.410989
529,-84.32171172,46.47501368
530,-84.7381456,45.929511
531,-85.6053142,45.01823299999999
532,-85.487043,44.779968
533,-85.60650799999998,45.01775
534,-85.419554,44.772704
535,-87.33711890000002,45.70275710000001
536,-84.598741,46.448806
537,-84.603602,46.422704
538,-84.602601,46.452022
539,-84.70846639999998,43.605875299999994
540,-83.883937,43.954067
541,-84.70887599999998,43.60526399999999
542,-83.91420699999998,43.925087
543,-83.96641600000002,43.924212
544,-84.71299479999998,43.6076096
545,-84.7384593,43.6173782
546,-84.73518,43.61155
547,-86.704736,46.435685
548,-84.42652120000002,46.0554578
549,-86.15954690000002,45.9696959
550,-84.321867,46.474973
551,-84.7329512,45.9291316
552,-84.73839,45.929048
553,-87.33993000000002,45.70292
554,-88.50785570000002,46.7807153
555,-87.242651,46.479727
556,-88.47308029999998,46.7962257
557,-89.17841920000002,46.28896349999999
558,-89.17415919999998,46.28457539999999
559,-89.17702799999998,46.28964499999999
560,-86.242867,44.284994
561,-86.24724090000002,44.28591160000001
562,-86.22231110000001,44.42389960000001
563,-84.88137890000002,45.40156760000001
564,-84.977655,45.353322
565,-85.657703,42.630406
566,-89.01699599999998,31.76786
567,-89.190411,32.770005
568,-89.2125067,32.7748213
569,-89.2060812,32.771128999999995
570,-85.260706,42.104816
571,-85.07469920000003,42.297124
572,-86.161057,41.943543
573,-86.16230689999998,41.9457129
574,-86.211189,42.19888
575,-86.723454,41.77036500000001
576,-84.77633159999998,43.6031495
577,-84.7942897,43.597390600000004
578,-84.7686885,43.6041064
579,-85.202963,42.298554
580,-86.242788,45.954416
581,-86.25448100000001,45.963329
582,-95.97599526,47.44414174
583,-95.9749766,47.4425969
584,-95.9756408,47.44206810000001
585,-94.208881,47.346293
586,-92.60523702,46.86767821
587,-92.6801715,46.85592929999999
588,-94.64904200000001,47.38237150000001
589,-92.617889,46.7199146
590,-92.6347902,46.67117119999999
591,-93.93650296,47.32293305
592,-94.012808,47.433121
593,-95.80680453,46.98204522
594,-89.60137625,47.9996275
595,-89.6011694,47.99961851
596,-93.4682547,46.13791246
597,-95.63605922,47.4494318
598,-95.9601017,47.309089799999995
599,-95.9645137,47.32613300000001
600,-95.96847,47.31588
601,-95.55204090000001,47.32520210000001
602,-95.9608493,47.30941639
603,-93.28263050000001,46.534533
604,-95.05473048,44.58517935
605,-95.60684029,47.23465574
606,-95.63143673,47.26506181
607,-95.6432759,47.2460992
608,-95.72135996,47.04991704
609,-93.66000809,46.07065218
610,-94.47952241,47.4932107
611,-95.55761145,47.03850463
612,-93.44164,44.71039
613,-93.47214754,44.73693287
614,-93.38029981,44.74547642
615,-93.44078821,44.63091181
616,-93.43041002,44.70586129
617,-93.43010425,44.74608796
618,-93.34472265,44.66894412
619,-93.4742462,44.7369323
620,-93.380498,44.74405910000001
621,-93.42308954,44.71428794
622,-93.46880207,44.74486489
623,-93.46898193,44.73186969
624,-93.4586703,44.7362998
625,-93.42365,44.71319
626,-93.42857541,44.70672464
627,-95.8108633,46.9748039
628,-93.52587302,44.79851844
629,-93.47350551,44.7872859
630,-93.5064027,44.77990247
631,-93.50911866,44.78062193
632,-93.46867616,44.77849953
633,-93.52468591,44.79762811
634,-93.51646611,44.8002901
635,-93.57829449,44.767267
636,-93.50621385,44.77428171
637,-93.4166863,44.7757735
638,-93.4704092,44.77966
639,-93.52141238,44.79906702
640,-93.50419937,44.78051401
641,-93.52330096,44.79921991
642,-93.5274828,44.79852743
643,-93.52062098,44.79967856
644,-93.50969422,44.79888716
645,-93.46873011,44.77917402
646,-93.57848335,44.76470394
647,-93.51109716,44.80132432
648,-93.50705921,44.78077481
649,-93.46880206,44.78551424
650,-93.50911866,44.78100864
651,-93.50749987,44.79326639
652,-93.5262957,44.79853642
653,-93.5069758,44.79602920000001
654,-93.50645666,44.7821238
655,-93.4180149,44.779375099999996
656,-94.12660670000001,47.61230379999999
657,-92.96512792,44.67365654
658,-92.96556859,44.67388137
659,-94.54180193,47.05547269
660,-95.7828132,47.1789156
661,-95.77242,47.13168
662,-95.54034,47.14756
663,-95.93322216,47.1804896
664,-95.94306973,47.18244113
665,-95.76599328,47.15153142
666,-92.67088783,44.63066894
667,-92.73778838,44.56811211
668,-95.96900615,47.31517206
669,-95.90914735,46.98146966
670,-95.92654,47.10384000000001
671,-95.85074537,47.09313846
672,-95.92525418,47.10283315
673,-92.6347902,46.67117119999999
674,-93.55448186,44.78461287
675,-95.02518,47.8758
676,-95.014379,47.87849259999999
677,-95.0296837,47.8044905
678,-95.02471240000001,47.80319670000001
679,-96.03389,48.01956
680,-95.29627,48.90228
681,-95.04515,47.86912
682,-94.93993,47.87584
683,-94.90421,47.8811
684,-93.473734,44.726151
685,-93.475008,44.730293
686,-94.999698,44.529327
687,-94.999976,44.52933
688,-92.329677,47.821139
689,-93.0949151,48.11091640000001
690,-92.3631244,47.7842619
691,-92.4781618,46.666096
692,-92.48178,46.714285
693,-92.096072,46.788639
694,-89.602453,47.99994
695,-89.69217069999998,47.9539859
696,-89.689617,47.958201
697,-94.5800383,47.1020299
698,-94.599682,47.389922
699,-94.611979,47.379545
700,-94.601607,47.382786
701,-94.5865728,47.1017468
702,-94.61315400000001,47.118726
703,-94.6078451,47.379432200000004
704,-94.539747,47.054303
705,-94.539747,47.054303
706,-94.649457,47.401556
707,-94.611507,47.38201
708,-93.81194609999999,47.3402472
709,-92.901616,46.009695
710,-93.758398,46.179891
711,-93.756776,46.181792
712,-93.4684856,46.13784570000001
713,-93.28263050000001,46.534533
714,-93.7054782,46.1401902
715,-92.930088,46.011114
716,-93.66723,46.07075
717,-95.975452,47.44469779999999
718,-95.968892,47.315285
719,-95.96549,47.32187
720,-95.968618,47.314117
721,-92.647197,44.629498
722,-92.647197,44.629498
723,-95.528501,44.766362
724,-95.528371,44.766243
725,-92.443053,46.721374
726,-92.0751994,46.8015975
727,-94.61677,37.00164
728,-89.25662700000002,32.463874
729,-89.14056550000002,32.762440100000006
730,-108.7890764,48.527739
731,-105.88638200000001,48.06214259999999
732,-107.45062479999999,45.58006339999999
733,-107.3634,45.31269
734,-107.9164,45.30756
735,-107.605969,45.738267
736,-107.461041,45.60661500000001
737,-107.44294,45.5793708
738,-106.665948,45.622571
739,-107.363323,45.31245300000001
740,-107.9163898,45.307555799999996
741,-108.7557,48.4822
742,-108.6986715,47.989131799999996
743,-105.643506,48.092644
744,-105.639643,48.090463
745,-104.9145,48.14914
746,-105.19783600000001,48.1087219
747,-105.19695,48.109151
748,-105.198399,48.112967
749,-105.64006100000002,48.090076
750,-105.63524240000001,48.0921825
751,-85.66663129999998,42.920139299999995
752,-105.635783,48.091412
753,-105.639618,48.090522
754,-105.195558,48.110115
755,-105.19976609999999,48.1125958
756,-105.643227,48.09347800000001
757,-105.642556,48.09262
758,-105.63994640000001,48.0901532
759,-113.21808,48.441831
760,-113.02544499999999,48.5573999
761,-113.0147792,48.575098600000004
762,-113.016314,48.555956
763,-113.43709750000001,48.859666299999994
764,-113.009836,48.553601
765,-113.2184787,48.4410973
766,-110.017173,48.31376299999999
767,-109.8418,48.35583
768,-109.8209999,48.2830726
769,-109.8427,48.35702
770,-114.0982553,47.5294368
771,-114.157959,47.69505900000001
772,-114.29284150000001,47.799088399999995
773,-114.671055,47.608468
774,-114.1728554,47.4384065
775,-114.17232,47.438865
776,-114.099508,47.32073
777,-114.0561814,48.0058818
778,-114.103,47.31466
779,-114.097,47.5296
780,-114.097365,47.532485
781,-114.13788810000001,47.69243389999999
782,-114.09747,47.36929
783,-114.0623251,47.07224910000001
784,-114.2301348,47.74619129999999
785,-114.11227590000001,47.5948305
786,-114.16341,47.693967
787,-114.09602849999999,47.319349100000004
788,-114.075537,47.321499
789,-114.2640097,47.37183049999999
790,-114.141168,47.692732
791,-114.0960379,47.517903600000004
792,-114.114701,47.602188
793,-114.1638143,47.694138
794,-114.1425435,47.69230560000001
795,-114.1605801,47.6947739
796,-114.09623090000001,47.319271
797,-114.095653,47.520221299999996
798,-114.099625,47.528693
799,-114.14494950000001,47.6918891
800,-114.09754939999999,47.52463909999999
801,-114.1377998,47.6921891
802,-114.08682409999999,47.163491
803,-114.712216,47.541697
804,-106.665192,45.621119
805,-106.665948,45.622571
806,-114.090849,46.927875
807,-114.015354,46.850704
808,-114.064663,46.869278
809,-114.028706,46.895408
810,-83.29822,35.468384
811,-83.32495,35.476967
812,-83.31542009999998,35.4882505
813,-83.321923,35.466746
814,-83.42309509999998,35.4306693
815,-83.3124205,35.45726719999999
816,-83.31379100000002,35.493582
817,-83.30036899999998,35.469228
818,-83.31542009999998,35.4882505
819,-83.315207,35.487709
820,-100.6288625,46.0885178
821,-96.8389541,45.93596885
822,-102.5738236,47.97969970000001
823,-100.6310213,46.088229999999996
824,-102.577715,47.98081819999999
825,-100.9219,46.04123
826,-102.4781198,47.98064314
827,-100.7828566,46.0305287
828,-100.6791523,46.11178899999999
829,-99.7448874,48.8392059
830,-98.8162925,47.925247
831,-99.74487,48.83917
832,-96.835379,45.935888
833,-98.9073949,48.0159855
834,-98.902073,48.017409
835,-98.81629,47.92525
836,-100.629774,46.386071
837,-100.628223,46.088494
838,-100.63852220000001,46.2735751
839,-100.630931,46.088486
840,-100.628874,46.088501
841,-102.486543,47.979731
842,-102.485813,47.97985300000001
843,-102.486845,47.979735
844,-101.8402489,47.647143299999996
845,-102.4877676,47.9799441
846,-102.474021,47.980583
847,-100.062218,48.8063292
848,-99.920048,48.805693
849,-99.84533,48.81101
850,-99.845838,48.810522
851,-99.74489,48.83921
852,-99.619706,48.857014
853,-96.4731536,42.2295899
854,-97.84609,42.84161
855,-96.3661,42.11149
856,-96.70568708,42.5632954
857,-96.48594497,42.14827627
858,-96.4630887,42.0670777
859,-97.64412129,42.59879104
860,-97.84387,42.84159
861,-96.47819150000001,42.25719589999999
862,-100.5758321,42.9992273
863,-97.8869548,42.732561499999996
864,-97.8882123,42.7324597
865,-96.485967,42.14839600000001
866,-96.35627,42.11267
867,-96.487138,42.148381
868,-96.512684,42.061122
869,-96.3567432,42.1117834
870,-97.496684,42.728703
871,-96.700873,42.175943
872,-96.485967,42.14839600000001
873,-96.726646,42.277301
874,-96.4730502,42.22962340000001
875,-96.47819150000001,42.25719589999999
876,-96.726576,42.277668
877,-96.47819150000001,42.25719589999999
878,-96.433555,42.439247
879,-96.47538,42.24100000000001
880,-106.06403,36.02656599999999
881,-106.33106509999999,35.6476811
882,-107.61409350000001,36.8190683
883,-105.5968154,36.36955976
884,-105.94715009999999,35.769459499999996
885,-107.695698,36.805223
886,-107.6928365,36.80495062
887,-105.59967320000001,36.3662759
888,-106.40173130000001,35.4162076
889,-106.0640221,36.0259109
890,-108.4674,36.76007
891,-108.5283963,36.7507598
892,-108.60109,35.53705765
893,-106.6813619,34.904710200000004
894,-108.6065,35.53439
895,-105.5711204,36.39466185
896,-106.7006881,34.86270102
897,-108.3958017,36.74010753
899,-109.0448423,36.87129166
900,-109.0448423,36.87129166
902,-108.76993700000001,35.658905
903,-106.3124,35.47832000000001
904,-108.7020208,36.75201457
905,-108.6996273,36.77607310000001
906,-108.6966,36.77718
907,-109.0448423,36.87129166
908,-106.0085263,35.878594899999996
909,-108.6757,36.784113
910,-108.6962896,36.7775547
911,-108.7020208,36.75201457
912,-108.1512,35.67808
913,-106.2059,35.82765999999999
914,-109.03683899999999,35.9042249
915,-108.0435002,34.81297960000001
916,-106.1073321,36.07763292
917,-108.667,36.78435
918,-108.6962896,36.7775547
919,-108.6971256,36.77746109999999
920,-108.1414,35.69762
921,-105.66044,33.29809349999999
922,-108.84588829999998,35.0699848
923,-106.5668,35.3279
924,-106.0136,35.883
925,-106.7286469,34.842438400000006
926,-107.4201,32.241240000000005
927,-106.647136,35.020062
928,-106.664272,34.9465854
929,-106.6809,34.907090000000004
930,-106.64704479999999,35.01974910000001
931,-106.6956195,34.815295500000005
932,-106.72515600000001,35.6437532
933,-106.808477,35.059794000000004
934,-107.4736636,35.0310558
935,-107.469903,35.042058000000004
936,-107.4737,35.03106
937,-107.473369,35.031279
938,-107.3749382,35.145507499999994
939,-106.813,35.059059999999995
940,-106.7809,35.063
941,-105.99634909999999,35.85440139999999
942,-105.988282,35.894727
943,-105.69677250000001,36.1776718
944,-105.7053382,36.18343370000001
945,-105.994082,35.859666
946,-106.02057830000001,35.89116110000001
947,-106.0141,35.88262
948,-106.0085263,35.878594899999996
949,-106.40173130000001,35.4162076
950,-106.208289,35.828281
951,-106.206508,35.82863
952,-106.17810619999999,35.874758899999996
953,-106.21835,35.824381
