address,block,countyfp,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res,FDA_match,id,FDA_dist_miles,FDA_coord,Niel_id,TDLinx Store Code,File Date,Store Status Indicator,bizname,Store Number,paddress1,pcity,pstate,pzip,Store Place Name,Store State FIPS Code ,Store County FIPS Code ,Store Country Name,Trade Channel Code,Sub-Channel Code,Number of Stores/Outlets Code,Chain Indicator,Area Code,Phone Number,Store Volume ,Weekly Volume (000s),Area of Selling Space ,Full Time Employee Equivalents,Number of Checkouts,TDLinx Account Code for the Owner/Company,Retail Family Code for the Owner/Company,Owner Name,Owner City,Owner State ,Owner State FIPS Code,Owner County FIPS Code,TDLinx Account Code for the Marketing Group ,Marketing Group Name,Non-Corporate Owned,paddress2,FDA_id
"68 Cities Of Gold Rd, Santa Fe, NM, 87506",1056.0,49.0,35.88394500000001,-106.01413,True,Exact,"68 CITIES OF GOLD RD, SANTA FE, NM, 87506",R,35.0,169429077.0,940600.0,Census,POINT (-106.01413 35.88394500000001),Yes,Pojoaque,Pueblo of Pojoaque,False,,,GEOMETRYCOLLECTION EMPTY,7180668,7180668,20181214,O-Open Store,JAKES LIQUOR STORE,,68 CITIES OF GOLD RD,SANTA FE,NM,87506,Santa Fe,35,49,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,505.0,4554201.0,"05-$2,000,001 to $4,000,000",40,3,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"Main St, Eagle Butte, SD, 57625",,,44.9996164,-101.2347904,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-101.2347904 44.9996164),Yes,Cheyenne River,Cheyenne River Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1447562,1447562,20181214,O-Open Store,CITY PACKAGE LIQUOR,,MAIN ST,EAGLE BUTTE,SD,57625,Eagle Butte,46,41,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,605.0,9643647.0,"02-$500,001 to $1,000,000",10,3,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"209 Main St, New Effington, SD, 57255",3134.0,109.0,45.85668,-96.92011,True,Exact,"209 MAIN ST, NEW EFFINGTON, SD, 57255",L,46.0,196102626.0,940700.0,Census,POINT (-96.92010999999999 45.85668),Yes,Lake Traverse,Lake Traverse Reservation,False,,,GEOMETRYCOLLECTION EMPTY,2457492,2457492,20181214,O-Open Store,NEW EFFINGTON LIQUOR STORE,,209 MAIN ST,NEW EFFINGTON,SD,57255,New Effington,46,109,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,605.0,6375326.0,"01-$1 to $500,000",9,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"2459 Sioux Trl NW, Prior Lake, MN, 55372",1053.0,139.0,44.73703,-93.47097,True,Exact,"2459 SIOUX TRL NW, PRIOR LAKE, MN, 55372",L,27.0,38141458.0,80903.0,Census,POINT (-93.47096999999999 44.73703),Yes,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,False,,,GEOMETRYCOLLECTION EMPTY,1406795,1406795,20181214,O-Open Store,C & D LIQUORS,,2459 SIOUX TRL NW,PRIOR LAKE,MN,55372,Prior Lake,27,139,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,952.0,4450955.0,"02-$500,001 to $1,000,000",15,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"18341 US Highway 41, LAnse, MI, 49946",,,46.7319,-88.4245558,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-88.42455579999999 46.7319),Yes,L'Anse,L'Anse Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3952600,3952600,20181214,O-Open Store,HEALTH MART PHARMACY,,18341 US HIGHWAY 41,LANSE,MI,49946,Lanse,26,13,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,C-Chain Store,906.0,5246202.0,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,207598,Health Mart,Y,,
"117 S Toppenish Ave, Toppenish, WA, 98948",,,46.375458,-120.3115379,True,ROOFTOP,,,,,,Google,POINT (-120.3115379 46.375458),Yes,Yakama Nation,Yakama Nation Reservation,False,,,GEOMETRYCOLLECTION EMPTY,623470,623470,20181214,O-Open Store,UNITED DRUG GIBBONS,356,117 S TOPPENISH AVE,TOPPENISH,WA,98948,Toppenish,53,77,USA,03-Drug,1-Rx Only and Small Indep,H-101-200 Stores,C-Chain Store,509.0,8652722.0,"03-$1,000,001 to $1,500,000",25,3,0,0,38708,95328,United Drug Co-Op,Phoenix,AZ,4.0,13.0,150039,United Drug,N,,
"104 N Main St, Wahkon, MN, 56386",3020.0,95.0,46.11833,-93.52099,True,Exact,"104 MAIN ST, WAHKON, MN, 56386",R,27.0,163056072.0,970100.0,Census,POINT (-93.52099 46.11833),Yes,Mille Lacs,Mille Lacs Reservation,False,,,GEOMETRYCOLLECTION EMPTY,7368544,7368544,20181214,O-Open Store,MORNING STAR WINE & SPIRITS,,104 N MAIN ST,WAHKON,MN,56386,Wahkon,27,95,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"425 Hwy 264 Ste A, Gallup, NM, 87301",,,35.66344470000001,-109.0558111,True,ROOFTOP,,,,,,Google,POINT (-109.0558111 35.66344470000001),Yes,Navajo Nation,Navajo Nation Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1631419,1631419,20181214,O-Open Store,SAGEBRUSH LIQUORS,,425 HWY 264 STE A,GALLUP,NM,87301,Gallup,35,31,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,505.0,3715734.0,"04-$1,500,001 to $2,000,000",35,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"103 Bent St, Taos, NM, 87571",5037.0,55.0,36.40828,-105.57263,True,Exact,"103 BENT ST, TAOS, NM, 87571",R,35.0,159934354.0,940100.0,Census,POINT (-105.57263 36.40828),Yes,Taos,Taos Pueblo,False,,,GEOMETRYCOLLECTION EMPTY,1408983,1408983,20181214,O-Open Store,LA CHIRIPADA,,103 BENT ST,TAOS,NM,87571,Taos,35,55,USA,02-Liquor,4-Wine Specialty Store,A-1 Store,I-Independent Store,575.0,7511311.0,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"3194 Us Highway 59, Waubun, MN, 56589",1232.0,87.0,47.1799,-95.9331,True,Exact,"3194 US HWY 59, WAUBUN, MN, 56589",R,27.0,168228243.0,940300.0,Census,POINT (-95.9331 47.1799),Yes,White Earth,White Earth Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1929116,1929116,20181214,O-Open Store,EZ ONE STOP LIQUOR,,3194 US HIGHWAY 59,WAUBUN,MN,56589,Waubun,27,87,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,4732106.0,"02-$500,001 to $1,000,000",10,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"1102 Paseo Del Pueblo Norte, El Prado, NM, 87529",,,36.4287226,-105.5753127,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-105.5753127 36.4287226),Yes,Taos,Taos Pueblo,False,,,GEOMETRYCOLLECTION EMPTY,801676,801676,20181214,O-Open Store,EL PRADO LIQUORS,,1102 PASEO DEL PUEBLO NORTE,EL PRADO,NM,87529,El Prado,35,55,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,575.0,7588254.0,"05-$2,000,001 to $4,000,000",40,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"1200 W Main St, Riverton, WY, 82501",,,43.02547379999999,-108.4089669,True,ROOFTOP,,,,,,Google,POINT (-108.4089669 43.02547379999999),Yes,Wind River,Wind River Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1482974,1482974,20181214,O-Open Store,SMITHS LIQUOR,183,1200 W MAIN ST,RIVERTON,WY,82501,Riverton,56,13,USA,02-Liquor,2-Conventional Liquor,K-501+ Stores,C-Chain Store,307.0,8564931.0,"01-$1 to $500,000",6,2,0,0,199804,22280,Smiths Food & Drug Liquor,Salt Lake City,UT,49.0,35.0,403017,Smiths Liquor,N,,
"1717 E Vista Chino Ste B2, Palm Springs, CA, 92262",2005.0,65.0,33.844852,-116.52793,True,Non_Exact,"1717 E VIS CHINO, PALM SPRINGS, CA, 92262",R,6.0,194763095.0,941200.0,Census,POINT (-116.52793 33.844852),Yes,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1799841,1799841,20181214,O-Open Store,WHITE CROSS PHARMACY,1,1717 E VISTA CHINO STE B2,PALM SPRINGS,CA,92262,Palm Springs,6,65,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,I-Independent Store,760.0,3226700.0,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"15503 Hwy 2, Williston, ND, 58801",,,48.135749,-104.0398361,True,ROOFTOP,,,,,,Google,POINT (-104.0398361 48.135749),Yes,Turtle Mountain,Turtle Mountain Off-Reservation Trust Land,False,,,GEOMETRYCOLLECTION EMPTY,7174884,7174884,20181214,O-Open Store,TA LIQUORS,,15503 HWY 2,WILLISTON,ND,58801,Williston,38,105,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,701.0,5502775.0,"01-$1 to $500,000",5,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"5114 E Pickard St, Mount Pleasant, MI, 48858",,,43.6113609,-84.7460875,True,ROOFTOP,,,,,,Google,POINT (-84.7460875 43.6113609),Yes,Isabella,Isabella Reservation,False,,,GEOMETRYCOLLECTION EMPTY,681075,681075,20181214,O-Open Store,PICKARDS PARTY STORE,,5114 E PICKARD ST,MOUNT PLEASANT,MI,48858,Mount Pleasant,26,73,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,989.0,7736448.0,"01-$1 to $500,000",9,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"151 E Main St, Duchesne, UT, 84021",2083.0,13.0,40.163483,-110.39873500000002,True,Exact,"151 E MAIN ST, DUCHESNE, UT, 84021",L,49.0,133579252.0,940300.0,Census,POINT (-110.398735 40.163483),Yes,Uintah and Ouray,Uintah and Ouray Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1447294,1447294,20181214,O-Open Store,UTAH STATE PACKAGE AGENCY,169,151 E MAIN ST,DUCHESNE,UT,84021,Duchesne,49,13,USA,02-Liquor,2-Conventional Liquor,A-1 Store,C-Chain Store,435.0,7382408.0,"01-$1 to $500,000",5,2,0,0,999999,99999,Independent,,,,,178040,Utah State Package Agency,Y,,
"719 E Hickory St, Sisseton, SD, 57262",,,45.6602561,-97.0416148,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-97.0416148 45.6602561),Yes,Lake Traverse,Lake Traverse Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1413925,1413925,20181214,O-Open Store,SISSETON LIQUOR STORE,,719 E HICKORY ST,SISSETON,SD,57262,Sisseton,46,109,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,605.0,6983340.0,"02-$500,001 to $1,000,000",10,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",1075.0,49.0,35.85934,-105.99493,True,Exact,"30 BUFFALO THUNDER TRL, SANTA FE, NM, 87506",R,35.0,641142813.0,940600.0,Census,POINT (-105.99493 35.85934),Yes,Pojoaque,Pueblo of Pojoaque,False,,,GEOMETRYCOLLECTION EMPTY,7405499,7405499,20181214,O-Open Store,WINE BUFF,,30 BUFFALO THUNDER TRL,SANTA FE,NM,87506,Santa Fe,35,49,USA,02-Liquor,4-Wine Specialty Store,A-1 Store,I-Independent Store,505.0,8192038.0,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"6838 Y Frontage Rd NW, Walker, MN, 56484",1034.0,21.0,47.053978,-94.541504,True,Exact,"6838 Y FRONTAGE RD NW, WALKER, MN, 56484",R,27.0,162752938.0,940001.0,Census,POINT (-94.541504 47.053978),Yes,Leech Lake,Leech Lake Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1426008,1426008,20181214,O-Open Store,Y BOTTLE SHOP,,6838 Y FRONTAGE RD NW,WALKER,MN,56484,Walker,27,21,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,5473626.0,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"611 S Palm Canyon Dr Ste 1, Palm Springs, CA, 92264",1003.0,65.0,33.80135300000001,-116.54109,True,Non_Exact,"611 E PALM CANYON DR, PALM SPRINGS, CA, 92264",R,6.0,194762186.0,940800.0,Census,POINT (-116.54109 33.80135300000001),Yes,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1830459,1830459,20181214,O-Open Store,DESERT DISCOUNT WINES SPIRITS,,611 S PALM CANYON DR STE 1,PALM SPRINGS,CA,92264,Palm Springs,6,65,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,760.0,3277701.0,"01-$1 to $500,000",7,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"440 S El Cielo Rd Ste B1, Palm Springs, CA, 92262",1040.0,65.0,33.817944,-116.51066000000002,True,Non_Exact,"440 S EL CIELO RD, PALM SPRINGS, CA, 92262",L,6.0,195066844.0,941200.0,Census,POINT (-116.51066 33.817944),Yes,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,697531,697531,20181214,O-Open Store,PALM LIQUOR & DELI,2,440 S EL CIELO RD STE B1,PALM SPRINGS,CA,92262,Palm Springs,6,65,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,760.0,3256695.0,"01-$1 to $500,000",8,5,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"2470 W Mason St, Green Bay, WI, 54303",1008.0,9.0,44.524002,-88.09298000000003,True,Non_Exact,"2470 W MASON ST, GREEN BAY, WI, 54303",R,55.0,148126318.0,940004.0,Census,POINT (-88.09298000000003 44.524002),Yes,Oneida (WI),Oneida (WI) Reservation,False,,,GEOMETRYCOLLECTION EMPTY,435408,435408,20181214,O-Open Store,SAMS CLUB,8149,2470 W MASON ST,GREEN BAY,WI,54303,Green Bay,55,9,USA,01-Wholesale Club,1-Conventional Club,K-501+ Stores,C-Chain Store,920.0,4972112.0,"18-$75,000,001 to $100,000,000",1525,139,0,0,27188,20137,Sams Club HQ,Bentonville,AR,5.0,7.0,143738,Sams Club,N,,
"3900 20th St E, Tacoma, WA, 98424",2057.0,53.0,47.238995,-122.3755,True,Exact,"3900 20TH ST E, TACOMA, WA, 98424",R,53.0,640607812.0,940002.0,Census,POINT (-122.3755 47.238995),Yes,Puyallup,Puyallup Reservation,False,,,GEOMETRYCOLLECTION EMPTY,310227,310227,20181214,O-Open Store,COSTCO BUSINESS CENTER,767,3900 20TH ST E,TACOMA,WA,98424,Fife,53,53,USA,01-Wholesale Club,1-Conventional Club,K-501+ Stores,C-Chain Store,253.0,7191950.0,"19-$100,000,001 and above",2600,110,0,0,200907,91008,Costco Cos Inc/BC Division,Issaquah,WA,53.0,33.0,199730,Costco Business Center,N,,
"12124 W Lakeshore Dr, Brimley, MI, 49715",3001.0,33.0,46.451626,-84.60215,True,Non_Exact,"12124 W LAKESHORE DR, BRIMLEY, MI, 49715",R,26.0,130566064.0,970600.0,Census,POINT (-84.60214999999999 46.451626),Yes,Bay Mills,Bay Mills Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3930160,3930160,20181214,O-Open Store,BAY MILLS PHARMACY,,12124 W LAKESHORE DR,BRIMLEY,MI,49715,Brimley,26,33,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,I-Independent Store,906.0,2482031.0,"02-$500,001 to $1,000,000",15,3,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"3700 E Vista Chino Ste G, Palm Springs, CA, 92262",1005.0,65.0,33.844933000000005,-116.50571399999998,True,Non_Exact,"3700 E VIS CHINO, PALM SPRINGS, CA, 92262",L,6.0,194763357.0,941200.0,Census,POINT (-116.505714 33.844933),Yes,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,672622,672622,20181214,O-Open Store,FIESTA MARKET,,3700 E VISTA CHINO STE G,PALM SPRINGS,CA,92262,Palm Springs,6,65,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"01-$1 to $500,000",9,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"38499 State Highway 46, Deer River, MN, 56636",2095.0,61.0,47.430244,-94.01013,True,Exact,"38499 STATE HWY 46, DEER RIVER, MN, 56636",R,27.0,611741035.0,940000.0,Census,POINT (-94.01013 47.430244),Yes,Leech Lake,Leech Lake Reservation,False,,,GEOMETRYCOLLECTION EMPTY,1640939,1640939,20181214,O-Open Store,WINNIE TRADING POST,,38499 STATE HIGHWAY 46,DEER RIVER,MN,56636,Deer River,27,61,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,218.0,2469630.0,"02-$500,001 to $1,000,000",10,4,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"32000 County Road 143, Ogema, MN, 56569",1345.0,5.0,47.04905,-95.721,True,Exact,"32000 CO RD 143, OGEMA, MN, 56569",R,27.0,611259820.0,940000.0,Census,POINT (-95.721 47.04905),Yes,White Earth,White Earth Reservation,False,,,GEOMETRYCOLLECTION EMPTY,7602770,7602770,20181214,O-Open Store,STRAWBERRY LIQUOR STORE,,32000 COUNTY ROAD 143,OGEMA,MN,56569,Ogema,27,5,USA,02-Liquor,2-Conventional Liquor,A-1 Store,I-Independent Store,,,"02-$500,001 to $1,000,000",10,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"4315 Pacific Hwy E Ste B, Tacoma, WA, 98424",2022.0,53.0,47.24311,-122.37136,True,Exact,"4315 PACIFIC HWY E, TACOMA, WA, 98424",L,53.0,184731681.0,940002.0,Census,POINT (-122.37136 47.24311),Yes,Puyallup,Puyallup Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3369140,3369140,20181214,O-Open Store,REZ BEV,,4315 PACIFIC HWY E STE B,TACOMA,WA,98424,Fife,53,53,USA,02-Liquor,5-Beer Specialty Store,A-1 Store,I-Independent Store,,,"01-$1 to $500,000",7,1,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"111 S Sunrise Way, Palm Springs, CA, 92262",,,33.822515100000004,-116.528861,True,ROOFTOP,,,,,,Google,POINT (-116.528861 33.8225151),Yes,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3888584,3888584,20181214,O-Open Store,RITE AID,5684,111 S SUNRISE WAY,PALM SPRINGS,CA,92262,Palm Springs,6,65,USA,03-Drug,3-Conventional Drug,K-501+ Stores,C-Chain Store,760.0,3279133.0,"06-$4,000,001 to $6,000,000",100,14,0,0,200839,95065,Rite Aid Western Region 42,Rancho Cordova,CA,6.0,67.0,150578,Rite Aid,N,,
"7490 S Camino De Oeste, Tucson, AZ, 85746",,,32.115907199999995,-111.0635895,True,ROOFTOP,,,,,,Google,POINT (-111.0635895 32.1159072),Yes,Pascua Pueblo Yaqui,Pascua Pueblo Yaqui Reservation,False,,,GEOMETRYCOLLECTION EMPTY,3849720,3849720,20181214,O-Open Store,EL RIO PASCUA PHARMACY,,7490 S CAMINO DE OESTE,TUCSON,AZ,85746,Tucson,4,19,USA,03-Drug,1-Rx Only and Small Indep,A-1 Store,I-Independent Store,520.0,8796050.0,"02-$500,001 to $1,000,000",15,2,0,0,999999,99999,Independent,,,,,555555,No Group Assignment,N,,
"69155 Ramon Rd, Cathedral City, CA, 92234",,,33.8136324,-116.4567324,True,ROOFTOP,,,,,,Google,POINT (-116.4567324 33.8136324),Yes,Agua Caliente,Agua Caliente Indian Reservation,False,,,GEOMETRYCOLLECTION EMPTY,500241,500241,20181214,O-Open Store,RITE AID,5676,69155 RAMON RD,CATHEDRAL CITY,CA,92234,Cathedral City,6,65,USA,03-Drug,3-Conventional Drug,K-501+ Stores,C-Chain Store,760.0,7703097.0,"06-$4,000,001 to $6,000,000",80,22,0,0,200839,95065,Rite Aid Western Region 42,Rancho Cordova,CA,6.0,67.0,150578,Rite Aid,N,,
