address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
"2906 N 14th St, Ponca City, OK, 74601",2002.0,71.0,2136938,36.737328000000005,-97.067276,True,Non_Exact,"2906 N 14TH ST, PONCA CITY, OK, 74601",L,40.0,115892251.0,202.0,Census,POINT (-97.06727600000001 36.73732800000001),Yes,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"597 Milestrip Rd, Irving, NY, 14081",1011.0,29.0,1469267,42.573741999999996,-79.08485,True,Exact,"597 MILESTRIP RD, IRVING, NY, 14081",R,36.0,48323333.0,940000.0,Census,POINT (-79.08485 42.573742),Yes,Cattaraugus,Cattaraugus Reservation
"9211 E Via De Ventura, Scottsdale, AZ, 85258",1030.0,13.0,7442399,33.553005,-111.88973999999999,True,Exact,"9211 E VIA DE VENTURA, SCOTTSDALE, AZ, 85258",R,4.0,243913025.0,941300.0,Census,POINT (-111.88974 33.553005),Yes,Salt River,Salt River Reservation
"1378 St Rd 75, Penasco, NM, 87553",,,2122335,36.1704838,-105.68745929999999,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-105.6874593 36.1704838),Yes,Picuris,Picuris Pueblo
"672 Bloomingdale Rd, Basom, NY, 14013",1010.0,37.0,1469457,43.060574,-78.4335,True,Exact,"672 BLOOMINGDALE RD, BASOM, NY, 14013",L,36.0,48146018.0,940100.0,Census,POINT (-78.4335 43.060574),Yes,Tonawanda,Tonawanda Reservation
"7060 Poodry Rd, Basom, NY, 14013",1003.0,37.0,2222792,43.07255,-78.43034,True,Exact,"7060 POODRY RD, BASOM, NY, 14013",L,36.0,48146009.0,940100.0,Census,POINT (-78.43034 43.07255),Yes,Tonawanda,Tonawanda Reservation
"316 Center St, Salamanca, NY, 14779",4026.0,9.0,1541936,42.164840000000005,-78.744644,True,Exact,"316 CENTER ST, SALAMANCA, NY, 14779",R,36.0,122063027.0,940300.0,Census,POINT (-78.74464399999999 42.16484000000001),Yes,Allegany,Allegany Reservation
"1919 Main Ave, Saint Maries, ID, 83861",2032.0,9.0,1469881,47.316044,-116.58013000000001,True,Exact,"1919 MAIN AVE, ST MARIES, ID, 83861",L,16.0,192859559.0,940000.0,Census,POINT (-116.58013 47.316044),Yes,Coeur d'Alene,Coeur d'Alene Reservation
"1325 Upper Mountain Rd, Lewiston, NY, 14092",1001.0,63.0,1468557,43.171436,-78.982445,True,Exact,"1325 UPPER MOUNTAIN RD, LEWISTON, NY, 14092",L,36.0,48685683.0,940001.0,Census,POINT (-78.982445 43.171436),Yes,Tuscarora Nation,Tuscarora Nation Reservation
"5001 Route 417, Allegany, NY, 14706",1072.0,9.0,1468558,42.09437,-78.59697,True,Non_Exact,"5001 STATE RTE 417, ALLEGANY, NY, 14706",R,36.0,122063498.0,940300.0,Census,POINT (-78.59697 42.09437),Yes,Allegany,Allegany Reservation
"3011 N State Road 7, Hollywood, FL, 33021",,,1526371,26.0368831,-80.20781099999999,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-80.20781099999999 26.0368831),Yes,Hollywood,Hollywood Reservation
"2856 N State Road 7, Hollywood, FL, 33021",3001.0,11.0,1526372,26.043029999999998,-80.20881,True,Non_Exact,"2856 N STATE RD 7, HOLLYWOOD, FL, 33021",L,12.0,616396283.0,90504.0,Census,POINT (-80.20881 26.04303),Yes,Hollywood,Hollywood Reservation
"31401 NW 31st Ave, Ridgefield, WA, 98642",,,7570772,45.847711600000004,-122.70208559999999,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-122.7020856 45.8477116),Yes,Cowlitz,Cowlitz Reservation
"2323 Saunders Settlement Rd, Sanborn, NY, 14132",2007.0,63.0,1742691,43.143253,-78.92184,True,Exact,"2323 SAUNDERS SETTLEMENT RD, SANBORN, NY, 14132",L,36.0,48688073.0,940001.0,Census,POINT (-78.92184 43.143253),Yes,Tuscarora Nation,Tuscarora Nation Reservation
"9 Broad St, Salamanca, NY, 14779",5008.0,9.0,982154,42.155105999999996,-78.71641,True,Exact,"9 BROAD ST, SALAMANCA, NY, 14779",L,36.0,122025364.0,940300.0,Census,POINT (-78.71641 42.155106),Yes,Allegany,Allegany Reservation
"833A Tsali Blvd, Cherokee, NC, 28719",,,3995583,35.488279299999995,-83.31542850000001,True,ROOFTOP,,,,,,Google,POINT (-83.31542850000001 35.48827929999999),Yes,Eastern Cherokee,Eastern Cherokee Reservation
"2293 Saunders Settlement Rd, Sanborn, NY, 14132",2007.0,63.0,971080,43.143238000000004,-78.922775,True,Exact,"2293 SAUNDERS SETTLEMENT RD, SANBORN, NY, 14132",L,36.0,48688073.0,940001.0,Census,POINT (-78.922775 43.143238),Yes,Tuscarora Nation,Tuscarora Nation Reservation
"6590 Route 417, Kill Buck, NY, 14748",1058.0,9.0,7209526,42.148586,-78.663536,True,Non_Exact,"6590 STATE RTE 417, KILL BUCK, NY, 14748",R,36.0,640544729.0,940300.0,Census,POINT (-78.66353599999999 42.148586),Yes,Allegany,Allegany Reservation
"438 N Riverside Dr, Espanola, NM, 87532",,,7031683,35.997413,-106.0643636,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-106.0643636 35.997413),Yes,Santa Clara,Santa Clara Pueblo
"986 Bloomingdale Rd, Basom, NY, 14013",1016.0,37.0,1497537,43.067474,-78.41696999999999,True,Exact,"986 BLOOMINGDALE RD, BASOM, NY, 14013",R,36.0,48146067.0,940100.0,Census,POINT (-78.41696999999999 43.067474),Yes,Tonawanda,Tonawanda Reservation
"1972 W Perimeter Rd, Steamburg, NY, 14783",2050.0,9.0,1669298,42.086376,-78.89369,True,Exact,"1972 W PERIMETER RD, STEAMBURG, NY, 14783",R,36.0,122028644.0,940300.0,Census,POINT (-78.89369000000001 42.086376),Yes,Allegany,Allegany Reservation
"10115 E Mcdowell Rd, Scottsdale, AZ, 85256",3000.0,13.0,846069,33.46578,-111.86336499999999,True,Exact,"10115 E MCDOWELL RD, SCOTTSDALE, AZ, 85256",R,4.0,128233470.0,941300.0,Census,POINT (-111.863365 33.46578),Yes,Salt River,Salt River Reservation
"215 Tribal Road 2, Bosque Farms, NM, 87068",,,1820720,34.868980799999996,-106.6844493,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.6844493 34.8689808),Yes,Isleta,Isleta Pueblo
"664 Cherokee Crossing, Whittier, NC, 28789",,,7206456,35.4626262,-83.31394759999999,True,ROOFTOP,,,,,,Google,POINT (-83.31394759999999 35.4626262),Yes,Eastern Cherokee,Eastern Cherokee Reservation
"24 Main St, Salamanca, NY, 14779",3029.0,9.0,1816697,42.155758,-78.71584,True,Exact,"24 MAIN ST, SALAMANCA, NY, 14779",R,36.0,122025359.0,940300.0,Census,POINT (-78.71584 42.155758),Yes,Allegany,Allegany Reservation
"525 S 8th St, Fairfax, OK, 74637",5115.0,113.0,1528190,36.565709999999996,-96.71036,True,Exact,"525 S 8TH ST, FAIRFAX, OK, 74637",L,40.0,82319694.0,940003.0,Census,POINT (-96.71035999999999 36.56571),Yes,Osage,Osage Reservation
"4231 W Riggs Rd, Chandler, AZ, 85248",,,700028,33.2187088,-111.91498899999999,True,ROOFTOP,,,,,,Google,POINT (-111.914989 33.2187088),Yes,Gila River,Gila River Indian Reservation
"103 Rooseveltown Rd, Hogansburg, NY, 13655",1030.0,33.0,1772377,44.977146000000005,-74.71505,True,Exact,"103 ROOSEVELTOWN RD, HOGANSBURG, NY, 13655",L,36.0,639214197.0,940000.0,Census,POINT (-74.71505000000001 44.977146),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
"702 Broad St, Salamanca, NY, 14779",6007.0,9.0,1625202,42.159237,-78.74176999999999,True,Exact,"702 BROAD ST, SALAMANCA, NY, 14779",R,36.0,122025276.0,940300.0,Census,POINT (-78.74176999999999 42.159237),Yes,Allegany,Allegany Reservation
"1225 N Main St, Las Vegas, NV, 89101",2002.0,3.0,744050,36.185226,-115.13752,True,Non_Exact,"1225 N MAIN ST, LAS VEGAS, NV, 89101",L,32.0,201936594.0,401.0,Census,POINT (-115.13752 36.185226),Yes,Las Vegas,Las Vegas Indian Colony
"318 Main St, Kamiah, ID, 83536",,,1804190,46.2283211,-116.02837759999998,True,ROOFTOP,,,,,,Google,POINT (-116.0283776 46.2283211),Yes,Nez Perce,Nez Perce Reservation
"1 State Road 45 SW, Albuquerque, NM, 87105",,,1527011,34.90336370000001,-106.70805220000001,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-106.7080522 34.90336370000001),Yes,Isleta,Isleta Pueblo
"44 Frontier Dr, Cherokee, NC, 28719",,,7482941,35.4690709,-83.30667,True,ROOFTOP,,,,,,Google,POINT (-83.30667 35.4690709),Yes,Eastern Cherokee,Eastern Cherokee Reservation
"1443 N Rosedale Ave, Tulsa, OK, 74127",2020.0,113.0,1468074,36.175404,-96.00771999999999,True,Exact,"1443 N ROSEDALE AVE, TULSA, OK, 74127",R,40.0,82333544.0,940006.0,Census,POINT (-96.00771999999999 36.175404),Yes,Osage,Osage Reservation
"11525 Nu Wav Kaiv Blvd, Las Vegas, NV, 89124",1184.0,3.0,1527026,36.361404,-115.3401,True,Exact,"11525 NU WAV KAIV BLVD, LAS VEGAS, NV, 89124",R,32.0,638578159.0,7500.0,Census,POINT (-115.3401 36.361404),Yes,Las Vegas,Las Vegas Indian Colony
"1643 Isleta Blvd SW, Albuquerque, NM, 87105",1120.0,1.0,626502,34.918392,-106.69299,True,Non_Exact,"1643 ISLETA BLVD, ALBUQUERQUE, NM, 87105",L,35.0,206768343.0,940700.0,Census,POINT (-106.69299 34.918392),Yes,Isleta,Isleta Pueblo
"2073 Route 219, Limestone, NY, 14753",1043.0,9.0,1468069,42.086464,-78.63214,True,Non_Exact,"2073 US HWY 219, LIMESTONE, NY, 14753",L,36.0,122029757.0,940300.0,Census,POINT (-78.63214000000001 42.086464),Yes,Allegany,Allegany Reservation
"48 Herne Rd, Hogansburg, NY, 13655",1021.0,33.0,1865175,44.978848,-74.72015,True,Exact,"48 HERNE RD, HOGANSBURG, NY, 13655",R,36.0,173850103.0,940000.0,Census,POINT (-74.72015 44.978848),Yes,St. Regis Mohawk,St. Regis Mohawk Reservation
"35 Church St, Salamanca, NY, 14779",3021.0,9.0,18635,42.159206,-78.71339,True,Exact,"35 CHURCH ST, SALAMANCA, NY, 14779",R,36.0,642871184.0,940300.0,Census,POINT (-78.71339 42.159206),Yes,Allegany,Allegany Reservation
"Rte 11, Nedrow, NY, 13120",,,1832264,42.9647593,-76.1406868,True,ROOFTOP,,,,,,Google,POINT (-76.1406868 42.9647593),Yes,Onondaga Nation,Onondaga Nation Reservation
"3741 State Highway 47, Bosque Farms, NM, 87068",,,1468042,34.9047099,-106.68134309999999,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-106.6813431 34.9047099),Yes,Isleta,Isleta Pueblo
"15 W Main St, Carnegie, OK, 73015",,,655450,35.1063301,-98.60409659999999,True,ROOFTOP,,,,,,Google,POINT (-98.60409659999999 35.1063301),Yes,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"334 Main St, New Town, ND, 58763",2059.0,61.0,2016007,47.979668,-102.48715,True,Exact,"334 MAIN ST, NEW TOWN, ND, 58763",L,38.0,200598157.0,940400.0,Census,POINT (-102.48715 47.979668),Yes,Fort Berthold,Fort Berthold Reservation
"1303 S State Road 7, Fort Lauderdale, FL, 33317",,,1625878,26.104165899999998,-80.2018683,True,ROOFTOP,,,,,,Google,POINT (-80.2018683 26.1041659),Yes,Seminole (FL),Seminole (FL) Trust Land
"Pima St & Hwy 7, Sacaton, AZ, 85147",,,1526199,33.0804413,-111.7431247,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-111.7431247 33.0804413),Yes,Gila River,Gila River Indian Reservation
"63417 Us Highway 93, Ronan, MT, 59864",2007.0,47.0,167281,47.535645,-114.09941,True,Non_Exact,"63417 US HWY 93, RONAN, MT, 59864",L,30.0,639854706.0,940500.0,Census,POINT (-114.09941 47.535645),Yes,Flathead,Flathead Reservation
"326 Main St, Lake Andes, SD, 57356",1227.0,23.0,390750,43.156246,-98.54111999999999,True,Exact,"326 MAIN ST, LAKE ANDES, SD, 57356",L,46.0,174514529.0,940200.0,Census,POINT (-98.54111999999999 43.156246),Yes,Yankton,Yankton Reservation
"204 Highway 95, Lapwai, ID, 83540",,,619716,46.404078399999996,-116.8012791,True,ROOFTOP,,,,,,Google,POINT (-116.8012791 46.4040784),Yes,Nez Perce,Nez Perce Reservation
"236 E Main St, Pawhuska, OK, 74056",,,98037,36.6626661,-96.336815,True,ROOFTOP,,,,,,Google,POINT (-96.336815 36.6626661),Yes,Osage,Osage Reservation
"100 Main St & Hwy 18, Pine Ridge, SD, 57770",,,80513,43.023668,-102.54122149999999,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-102.5412215 43.023668),Yes,Pine Ridge,Pine Ridge Reservation
"10840 Highway 12, Orofino, ID, 83544",6006.0,35.0,251303,46.49476,-116.29234,True,Non_Exact,"10840 US HWY 12, OROFINO, ID, 83544",L,16.0,201684247.0,940000.0,Census,POINT (-116.29234 46.49476),Yes,Nez Perce,Nez Perce Reservation
"6088 Us Highway 101, Amanda Park, WA, 98526",1016.0,27.0,349282,47.45919,-123.895325,True,Non_Exact,"6088 US HWY 101, AMANDA PARK, WA, 98526",R,53.0,180596309.0,940000.0,Census,POINT (-123.895325 47.45919),Yes,Quinault,Quinault Reservation
"106 S Veterans Memorial Dr, Niobrara, NE, 68760",,,1628256,42.841586,-97.84455890000001,True,ROOFTOP,,,,,,Google,POINT (-97.84455890000001 42.841586),Yes,Santee,Santee Reservation
"18475 Augusta Ave NE, Suquamish, WA, 98392",4023.0,35.0,757816,47.730537,-122.55242,True,Exact,"18475 AUGUSTA AVE NE, SUQUAMISH, WA, 98392",L,53.0,187636590.0,940100.0,Census,POINT (-122.55242 47.730537),Yes,Port Madison,Port Madison Reservation
"1130 Michigan Ave, Orofino, ID, 83544",4006.0,35.0,111278,46.4837,-116.24231,True,Exact,"1130 MICHIGAN AVE, OROFINO, ID, 83544",L,16.0,637450009.0,940000.0,Census,POINT (-116.24231 46.4837),Yes,Nez Perce,Nez Perce Reservation
"13030 Highway 12, Orofino, ID, 83544",7006.0,35.0,111276,46.499443,-116.320175,True,Non_Exact,"13030 US HWY 12, OROFINO, ID, 83544",L,16.0,201692428.0,940000.0,Census,POINT (-116.320175 46.499443),Yes,Nez Perce,Nez Perce Reservation
"146 S Shore Rte, Polson, MT, 59860",,,2598591,47.6874547,-114.12372759999998,True,ROOFTOP,,,,,,Google,POINT (-114.1237276 47.6874547),Yes,Flathead,Flathead Reservation
"6 Hwy 22, Santo Domingo Pueblo, NM, 87052",,,7189113,35.472702500000004,-106.30646409999999,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.3064641 35.4727025),Yes,Santo Domingo,Santo Domingo Pueblo
"508 3rd St, Kamiah, ID, 83536",,,111268,46.2297218,-116.02739240000001,True,ROOFTOP,,,,,,Google,POINT (-116.0273924 46.2297218),Yes,Nez Perce,Nez Perce Reservation
"506 Oak St, Nezperce, ID, 83543",1146.0,61.0,111275,46.233368,-116.24046000000001,True,Exact,"506 OAK ST, NEZPERCE, ID, 83543",L,16.0,638329513.0,940002.0,Census,POINT (-116.24046 46.233368),Yes,Nez Perce,Nez Perce Reservation
"185 W Pima St, Sacaton, AZ, 85147",4058.0,21.0,1995586,33.079357,-111.74071,True,Non_Exact,"185 E PIMA ST, SACATON, AZ, 85147",L,4.0,129311109.0,941200.0,Census,POINT (-111.74071 33.079357),Yes,Gila River,Gila River Indian Reservation
"121 W Main St, Craigmont, ID, 83523",2158.0,61.0,111263,46.24077,-116.47503,True,Non_Exact,"121 W MAIN ST, CRAIGMONT, ID, 83523",L,16.0,201755304.0,940002.0,Census,POINT (-116.47503 46.24077),Yes,Nez Perce,Nez Perce Reservation
"117 Hwy 249, Fort Thompson, SD, 57339",,,80340,44.0684281,-99.4371455,True,ROOFTOP,,,,,,Google,POINT (-99.4371455 44.0684281),Yes,Crow Creek,Crow Creek Reservation
"14122 State Rte 75, Penasco, NM, 87553",,,3938478,36.176812299999995,-105.69583,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-105.69583 36.17681229999999),Yes,Picuris,Picuris Pueblo
"975 Eagle Dr, New Town, ND, 58763",,,80904,47.9814869,-102.47193320000001,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-102.4719332 47.9814869),Yes,Fort Berthold,Fort Berthold Reservation
"369 Main St, New Town, ND, 58763",,,80903,47.9796505,-102.4849521,True,ROOFTOP,,,,,,Google,POINT (-102.4849521 47.9796505),Yes,Fort Berthold,Fort Berthold Reservation
"240 E 15th St, Horton, KS, 66439",,,90740,39.667640999999996,-95.5245354,True,ROOFTOP,,,,,,Google,POINT (-95.5245354 39.667641),Yes,Kickapoo (KS),Kickapoo (KS) Reservation
"100 W Riverside Dr, Parker, AZ, 85344",2018.0,12.0,3607665,34.154324,-114.27984,True,Exact,"100 RIVERSIDE DR, PARKER, AZ, 85344",L,4.0,129602771.0,940200.0,Census,POINT (-114.27984 34.154324),Yes,Colorado River,Colorado River Indian Reservation
"2405 N 14th St, Ponca City, OK, 74601",,,339884,36.732859499999996,-97.06555809999999,True,ROOFTOP,,,,,,Google,POINT (-97.06555809999999 36.7328595),Yes,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"47021 W Farrell Rd, Maricopa, AZ, 85139",,,769878,33.028630699999994,-112.0727876,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-112.0727876 33.02863069999999),Yes,Maricopa (Ak Chin),Maricopa (Ak Chin) Indian Reservation
"20750 Us Highway 93 N, Missoula, MT, 59808",3135.0,63.0,684568,47.07029,-114.065285,True,Non_Exact,"20750 US HWY 93 N, MISSOULA, MT, 59808",R,30.0,641196506.0,1800.0,Census,POINT (-114.065285 47.07029),Yes,Flathead,Flathead Reservation
"210 Los Alamos Hwy, Espanola, NM, 87532",3070.0,39.0,1882257,35.988426000000004,-106.080444,True,Exact,"210 LOS ALAMOS HWY, ESPANOLA, NM, 87532",R,35.0,143275187.0,940700.0,Census,POINT (-106.080444 35.988426),Yes,Santa Clara,Santa Clara Pueblo
"36318 Memory Ln, Polson, MT, 59860",,,7275589,47.6847076,-114.1211188,True,ROOFTOP,,,,,,Google,POINT (-114.1211188 47.6847076),Yes,Flathead,Flathead Reservation
"7889 Highway 57, Saint Michael, ND, 58370",1063.0,5.0,3942311,48.013027,-98.901634,True,Non_Exact,"7889 STATE HWY 57, SAINT MICHAEL, ND, 58370",L,38.0,635881587.0,940200.0,Census,POINT (-98.901634 48.013027),Yes,Spirit Lake,Spirit Lake Reservation
"19307 St Hwy 1 E, Redby, MN, 56670",,,1838795,47.8811118,-94.90415909999999,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-94.90415909999999 47.8811118),Yes,Red Lake,Red Lake Reservation
"24400 Hwy 1 E, Redlake, MN, 56671",,,449282,47.876421,-95.01669620000001,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-95.01669620000001 47.876421),Yes,Red Lake,Red Lake Reservation
"9726 W F St, Worley, ID, 83876",,,1910672,47.4005189,-116.9183446,True,ROOFTOP,,,,,,Google,POINT (-116.9183446 47.4005189),Yes,Coeur d'Alene,Coeur d'Alene Reservation
"50331 US Highway 93, Polson, MT, 59860",2049.0,47.0,3889823,47.692776,-114.14047,True,Non_Exact,"50331 US HWY 93, POLSON, MT, 59860",L,30.0,206903083.0,940301.0,Census,POINT (-114.14047 47.692776),Yes,Flathead,Flathead Reservation
"222 Chiricahua Plz, Mescalero, NM, 88340",,,3940041,33.1565804,-105.7781746,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-105.7781746 33.1565804),Yes,Mescalero,Mescalero Reservation
"121 W Riverside Dr, Parker, AZ, 85344",1001.0,12.0,210687,34.153793,-114.281,True,Exact,"121 RIVERSIDE DR, PARKER, AZ, 85344",R,4.0,129736030.0,940200.0,Census,POINT (-114.281 34.153793),Yes,Colorado River,Colorado River Indian Reservation
"223 Main St, Hot Springs, MT, 59845",2305.0,89.0,7423233,47.608463,-114.67021000000001,True,Exact,"223 MAIN ST, HOT SPRINGS, MT, 59845",L,30.0,204459506.0,940300.0,Census,POINT (-114.67021 47.608463),Yes,Flathead,Flathead Reservation
"310 Ocotillo Ln, Sacaton, AZ, 85147",,,471112,33.0850734,-111.7549412,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-111.7549412 33.0850734),Yes,Gila River,Gila River Indian Reservation
"382119 Highway 95, Tensed, ID, 83870",,,808405,47.1602011,-116.92317879999999,True,ROOFTOP,,,,,,Google,POINT (-116.9231788 47.1602011),Yes,Coeur d'Alene,Coeur d'Alene Reservation
"535 Goddard Ave, Ignacio, CO, 81137",,,110545,37.115606299999996,-107.6335781,True,ROOFTOP,,,,,,Google,POINT (-107.6335781 37.1156063),Yes,Southern Ute,Southern Ute Reservation
"314 Hawks Dr, Dulce, NM, 87528",,,610067,36.934686299999996,-106.9876995,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-106.9876995 36.9346863),Yes,Jicarilla Apache Nation,Jicarilla Apache Nation Reservation
"3900 Carter Way, Wellington, NV, 89444",,,699351,38.731903,-119.5064657,True,ROOFTOP,,,,,,Google,POINT (-119.5064657 38.731903),Yes,Washoe Ranches,Washoe Ranches Trust Land
"16 Cherokee Xing Ste 1, Whittier, NC, 28789",,,968233,35.4633243,-83.3147077,True,ROOFTOP,,,,,,Google,POINT (-83.3147077 35.4633243),Yes,Eastern Cherokee,Eastern Cherokee Reservation
"49978 Harrison St, Coachella, CA, 92236",2046.0,65.0,7385109,33.685684,-116.1815,True,Exact,"49978 HARRISON ST, COACHELLA, CA, 92236",L,6.0,640967730.0,940400.0,Census,POINT (-116.1815 33.685684),Yes,Cabazon,Cabazon Reservation
"618 Hwy 12 E, Kooskia, ID, 83539",,,3937731,46.1442172,-115.96962749999999,True,ROOFTOP,,,,,,Google,POINT (-115.9696275 46.1442172),Yes,Nez Perce,Nez Perce Reservation
"20261 Bia 2, Kyle, SD, 57752",,,2248668,43.4364626,-102.03534930000001,True,ROOFTOP,,,,,,Google,POINT (-102.0353493 43.4364626),Yes,Pine Ridge,Pine Ridge Reservation
"Hwy 70, Peridot, AZ, 85542",,,519746,33.298134999999995,-110.4741006,True,ROOFTOP,,,,,,Google,POINT (-110.4741006 33.29813499999999),Yes,San Carlos,San Carlos Reservation
"450 Quechan Dr, Yuma, AZ, 85364",,,1632259,32.7336016,-114.61543,True,ROOFTOP,,,,,,Google,POINT (-114.61543 32.7336016),Yes,Fort Yuma,Fort Yuma Indian Reservation
"381 E Makaala St, Hilo, HI, 96720",,,7298077,19.700693899999997,-155.0606425,True,ROOFTOP,,,,,,Google,POINT (-155.0606425 19.7006939),Yes,Waiakea,Waiakea Hawaiian Home Land
"213 Main St, McLaughlin, SD, 57642",1068.0,31.0,332641,45.814365,-100.81069000000001,True,Non_Exact,"213 MAIN ST, MC LAUGHLIN, SD, 57642",L,46.0,197306352.0,941100.0,Census,POINT (-100.81069 45.814365),Yes,Standing Rock,Standing Rock Reservation
"218 College Ave, Orofino, ID, 83544",,,308304,46.479091499999996,-116.2531487,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-116.2531487 46.4790915),Yes,Nez Perce,Nez Perce Reservation
"1101 E Prospect Ave, Ponca City, OK, 74601",2001.0,71.0,377990,36.738575,-97.07254,True,Non_Exact,"1101 E PROSPECT AVE, PONCA CITY, OK, 74601",R,40.0,115894035.0,202.0,Census,POINT (-97.07254 36.738575),Yes,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"36106 W Pablo Rd, Pablo, MT, 59855",,,250999,47.602649799999995,-114.11427830000001,True,ROOFTOP,,,,,,Google,POINT (-114.1142783 47.60264979999999),Yes,Flathead,Flathead Reservation
"501 Old Abe Rd, Lac du Flambeau, WI, 54538",1258.0,125.0,533298,45.97316,-89.89246999999999,True,Non_Exact,"501 OLD ABE RD, LAC DU FLAMBEAU, WI, 54538",R,55.0,165546012.0,940000.0,Census,POINT (-89.89246999999999 45.97316),Yes,Lac du Flambeau,Lac du Flambeau Reservation
"9 Us Highway 93 S, Ronan, MT, 59864",,,638127,47.529883700000006,-114.0975362,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-114.0975362 47.52988370000001),Yes,Flathead,Flathead Reservation
"930 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,396158,35.987946,-106.06093600000001,True,Non_Exact,"930 N RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,143273856.0,940700.0,Census,POINT (-106.060936 35.987946),Yes,Santa Clara,Santa Clara Pueblo
"1020 W Arizona Ave, Parker, AZ, 85344",1080.0,12.0,241842,34.1468,-114.28867,True,Non_Exact,"1020 W ARIZONA AVE, PARKER, AZ, 85344",L,4.0,129726608.0,940200.0,Census,POINT (-114.28867 34.1468),Yes,Colorado River,Colorado River Indian Reservation
"Hwy 225, Owyhee, NV, 89832",,,1870787,41.9429842,-116.09661329999999,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-116.0966133 41.9429842),Yes,Duck Valley,Duck Valley Reservation
"122 Main St, Walthill, NE, 68067",2058.0,173.0,390666,42.148373,-96.48601,True,Exact,"122 MAIN ST, WALTHILL, NE, 68067",L,31.0,193826659.0,940100.0,Census,POINT (-96.48600999999999 42.148373),Yes,Omaha,Omaha Reservation
"14111 State Road 75, Penasco, NM, 87553",,,1749984,36.17681210000001,-105.6958297,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-105.6958297 36.17681210000001),Yes,Picuris,Picuris Pueblo
"2293 Saunders Settlement Rd, Sanborn, NY, 14132",2007.0,63.0,971082,43.143238000000004,-78.922775,True,Exact,"2293 SAUNDERS SETTLEMENT RD, SANBORN, NY, 14132",L,36.0,48688073.0,940001.0,Census,POINT (-78.922775 43.143238),Yes,Tuscarora Nation,Tuscarora Nation Reservation
"71 S Main Ave, Wagner, SD, 57380",,,347146,43.0802564,-98.2936793,True,ROOFTOP,,,,,,Google,POINT (-98.29367929999999 43.0802564),Yes,Yankton,Yankton Reservation
"112 Yates St, Fort Yates, ND, 58538",,,80821,46.088328600000004,-100.62885940000001,True,ROOFTOP,,,,,,Google,POINT (-100.6288594 46.0883286),Yes,Standing Rock,Standing Rock Reservation
"1111 B St, Plummer, ID, 83851",5146.0,9.0,388169,47.336216,-116.89003999999998,True,Exact,"1111 B ST, PLUMMER, ID, 83851",L,16.0,192867194.0,940000.0,Census,POINT (-116.89004 47.336216),Yes,Coeur d'Alene,Coeur d'Alene Reservation
"745 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,395716,35.988064,-106.06087,True,Non_Exact,"745 N RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,143273856.0,940700.0,Census,POINT (-106.06087 35.988064),Yes,Santa Clara,Santa Clara Pueblo
"723 St Rd 22, Pena Blanca, NM, 87041",,,2072926,35.5708456,-106.3382804,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.3382804 35.5708456),Yes,Cochiti,Pueblo de Cochiti
"602 W Central Blvd, Anadarko, OK, 73005",,,164684,35.072122,-98.2521495,True,ROOFTOP,,,,,,Google,POINT (-98.2521495 35.072122),Yes,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
